OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
978,Sports Field Sand,1000137586,3,a4403316-3658-41e2-99a8-e5d284c7a7bf,Winter - Sand - 4 - Football,10265,Coxs Bay Reserve,Waitemata,West End Road,44-66,Auckland,6756.404296875,339.106052894718
979,Sports Field Soil,1000144036,3,2879a4ed-bf59-498b-85be-ea93a2494cf3,Winter - Soil - 2 - Rugby Union,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,8400.0146484375,380.00025219397
980,Sports Field Soil,1000147018,3,ac0cb0ab-1a50-4a0f-973e-50c692173d35,Winter - Soil - 1 - Rugby Union,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,6500.00390625,329.999976663096
981,Sports Field Soil,1000143931,3,ee7a2f3d-99db-47dd-a169-505d321cf2c6,Winter - Soil - 3 - Football,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,6999.9814453125,339.999546663388
982,Sports Field Sand,1000150512,3,245be0d5-4331-425c-9542-b28e7b8a12a4,Winter - Sand - 1 - Football,11344,Royal Reserve,Henderson-Massey,Beauchamp Drive,5,Auckland,5943.9033203125,313.552293376705
983,Sports Field Soil,1000149053,3,17daf9aa-b56b-4db1-b7f0-a4abbea3d5f4,Winter - Soil - 4 - Football,11380,Fred Taylor Park,Henderson-Massey,Fred Taylor Drive,184,Auckland,6160.380859375,318.927828423467
984,Sports Field Soil,1000583790,3,dd643c84-c5e8-4efe-bf6c-2b9b41b6aa14,Winter - Soil - 2B - League,11387,Jack Colvin Park,Henderson-Massey,Titoki Street,44,Auckland,2673.724609375,207.471121475675
985,Sports Field Soil,1000143763,3,dc0dcc5d-820b-425a-86ad-8f35be3e6e54,Winter - Soil - 2 - Training,10537,Puni Recreation Reserve,Franklin,Attwells Road,,Pukekohe,7271.859375,347.964609142089
986,Sports Field Sand,1000146567,3,166a98a3-483c-4bcd-86d3-05aede2d875c,Winter - Sand - 2 - League/Rugby,11056,Freyberg Park,Hibiscus and Bays,Woodlands Crescent,4,Auckland,6782.751953125,335.789597117297
987,Sports Field Soil,1000144666,3,0b136045-c04c-400a-9706-29d9fafb9561,Winter - Soil - 3 - Rugby Union,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,6500.048828125,330.001097363974
988,Sports Field Sand,1000140770,3,89001796-e70e-4a83-bf20-a8451f05efda,Winter - Sand - 1 - Football,10424,Madills Farm Recreation Reserve,Orakei,Baddeley Avenue,6,Auckland,6831.9296875,339.714347435287
989,Sports Field Soil,1000144146,3,f850f2b5-7d77-4d38-ae80-2d2e31260234,Winter - Soil - 7 - Training,10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,2925.037109375,220.001344740098
990,Sports Field Sand,1000140701,3,5ba855e9-3f4e-4a05-bdf7-a97d291aaf78,Winter - Sand - 4 - League,10368,Blockhouse Bay Recreation Res,Whau,Terry Street,31-35,Auckland,6743.7578125,338.71431158728
991,Sports Field Sand,1000137440,3,043f3373-fdff-4b41-850d-9a2664b19bc4,Green - Sand Carpet Sbk14,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,911.5888671875,113.150763524526
992,Sports Field Sand,1000148012,3,367859e1-a558-467c-9ca0-0ff452cb35fd,Winter - Sand - 2 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,6000.0654296875,320.001636950694
993,Sports Field Soil,1000143054,3,f34c55a0-499d-408c-a671-a445aa2f6226,Winter - Soil - 2 - Rugby Union,10536,Patumahoe Recreation Reserve,Franklin,John Street,3,Auckland,7973.0234375,372.000224542884
994,Sports Field Soil,1000144373,3,57c26ff1-c66b-49f1-bbc5-d2e00bd9809c,Winter - Soil - 1 - Rugby Union,10739,Papatoetoe Recreation Grounds,Otara-Papatoetoe,Great South Road,295R,Auckland,8400.005859375,380.000224298548
995,Sports Field Sand,1000160529,3,c5b3067d-6302-4f64-ba70-f98b5eddcce5,Winter - Sand - 7 - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,8400.0400390625,380.00073945886
996,Sports Field Sand,1000149768,3,d35f8f4f-1bd3-40c1-b35b-76f36d973fee,Winter - Sand - 1 - League,11341,Ranui Domain,Henderson-Massey,Swanson Road,504A,Auckland,5754.49609375,313.384274764547
997,Sports Field Sand,1000148672,3,658ffd51-0209-4b22-b705-85d2b325977c,Winter - Sand - 1 - Football,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,8249.001953125,372.00004469196
998,Sports Field Soil,1000151134,3,f790d023-d37f-4f43-9038-033e1694a55f,Winter - Soil - 7 - General Sport,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,6665.515625,339.81586539118
999,Sports Field Sand,1000145918,3,027e5ad0-fbe6-4983-9617-1db27357a3d9,Winter - Sand - 2 - Football,10927,Onepoto Domain,Kaipatiki,Tarahanga Street,24,Auckland,8921.2099609375,390.023048388513
1000,Sports Field Soil,1000143672,3,20e871c6-2057-4caf-be57-c9b6095a629f,Winter - Soil - 7 - League,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,2719.978515625,215.999130120256
1001,Sports Field Sand,1000142294,3,e62e8b03-90c5-44fe-bed6-82176fdebb76,Winter - Sand - 3 - Football,10408,Crossfield Reserve,Orakei,Crossfield Road,83,Auckland,8151.0751953125,375.785008864585
1002,Sports Field Sand,1000148585,3,2eae0c3e-510e-4aef-ae26-2d3ea2bf35b8,Winter - Sand - 1 - Football,11071,Becroft Park Reserve,Devonport-Takapuna,Becroft Drive,8,Auckland,5685.767578125,309.694849012697
1003,Sports Field Sand,1000679859,3,9f2971dc-00ec-4b38-96eb-5af9547797b7,Winter - Sand - 1 - Snr Softball,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,,4699.86328125,357.034094472097
1004,Sports Field Sand,1000150034,3,c055590d-2deb-4896-a1e6-9792941d07b0,Winter - Sand - 4 - Training,11205,Riverhead War Memorial Park,Rodney,Coatesville-Riverhead Highway,1087,Auckland,3002.7724609375,261.264522281734
1005,Sports Field Soil,1000154428,3,2bc40f76-7b7d-43f1-bfe6-e143b00b0247,Winter - Soil - 1 - Football,20664,Glenbrook Road Recreation Reserve,Franklin,Glenbrook Road,1298,Auckland,3380.9765625,235.99929978989
1006,Sports Field Sand,1000133768,3,9af0daf8-5e28-4a36-b208-df97eb74b1cd,Winter - Sand - 3 - Football,10001,Seddon Fields/Jaggers Bush,Waitemata,Meola Road,180,Auckland,8147.642578125,370.980943825731
1007,Sports Field Sand,1000147278,3,323c881c-12d8-4d32-aaf4-f1cb42f6a4b9,Winter - Sand - 5 - League,11054,Birkenhead War Memorial Park,Kaipatiki,Birkenhead Avenue,102,Auckland,4428.7509765625,283.417537863436
1008,Sports Field Sand,1000148846,3,14b32df6-ed51-4c61-9a56-e774599d4d8f,Winter - Sand - 1 - League,11072,Sunnynook Park,Devonport-Takapuna,Sunnynook Road,90,Auckland,7711.5126953125,362.36847505821
1009,Sports Field Sand,1000142678,3,9f15314d-7afb-4e7f-8494-9d3c7dd86686,Winter - Sand - 3 - Football,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,6500.0068359375,330.00049150199
1010,Sports Field Sand,1000154171,3,1f7cc04a-f7ef-42fc-b380-c04e98077a63,Winter - Sand - 3 - Football,20594,Greenmount Park,Howick,Guys Road,81R,Auckland,3499.4111328125,240.000183442635
1011,Sports Field Soil,1000140572,3,287fef87-8252-4e10-8a64-e165dca611cb,Winter - Soil - 3 - Football,10418,Riversdale Reserve,Whau,Riversdale Road,93-123,Auckland,6887.21875,339.747326026264
1012,Sports Field Sand,1000152699,3,68e9f405-8e73-4c34-a486-0eedf6b20669,Winter - Sand - 10 - Rugby Union,20405,Colin Maiden Park,Orakei,Merton Road,71-73,Auckland,11239.927734375,439.877278610897
1013,Sports Field Sand,1000147403,3,2b54004a-79df-483d-8a63-206dd3810e6d,Winter - Sand - 2 - Rugby,11128,Vauxhall Sportsfields,Devonport-Takapuna,Vauxhall Road,28,Auckland,5907.873046875,315.843482737165
1014,Sports Field Sand,1000145988,3,f132272e-078f-4aaa-98d4-7706995d57dd,Winter - Sand - 1 - Football,10935,Greenhithe War Memorial Park,Upper Harbour,Roland Road,10,Auckland,6160.904296875,324.661111004784
1015,Sports Field Soil,1000150575,3,3fa8e9be-7c63-4052-8eb7-aed6dca4b44a,Winter - Soil - 3 - General Sport,11346,Sister Rene Shadbolt Park,Whau,Portage Road,130,Auckland,3024.529296875,225.937092973603
1016,Sports Field Soil,1000144294,3,85940b79-79a9-42a7-b7df-ce5bd5d2ad32,Winter - Soil - 1 - Rugby League,10520,Hamilton Estate Recreation Reserve,Franklin,Hamilton Drive,,Waiuku,6462.013671875,334.036649998009
1017,Sports Field Sand,1000150085,3,204615d9-164d-470b-b25e-287bcb13ca43,Winter - Sand - 1 - Snr Softball,11157,Prince Edward Park,Papakura,Wharf Street,1R,Papakura,4726.4970703125,300.77931861063
1018,Sports Field Sand,1000160503,3,83982248-db31-449a-b306-df4ce58c4343,Winter - Sand - 2 - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,8400.033203125,380.000756008199
1019,Sports Field Soil,1000149055,3,b9725c20-c6e9-4b96-aee8-b7ce49ae2b38,Winter - Soil - 4 - Football,11210,Shoesmith Domain Recreation Reserve,Rodney,Shoesmith Street,,Auckland,3526.0849609375,240.662420477573
1020,Sports Field Sand,1000148271,3,082e33b7-b889-41e6-8d8c-3ee89e073454,Winter - Sand - 1 - Football,11053,Bay City Park,Upper Harbour,Andersons Road,50,Auckland,6739.34375,334.859800547733
1021,Sports Field Sand,1000148039,3,ebf303f5-7e40-44e1-89d9-fcdc35a2e7aa,Winter - Sand - 6 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,5999.96875,319.999283912708
1022,Sports Field Sand,1000147013,3,3a79c57a-4343-4c1e-a7a3-1166e82c3710,Winter - Sand - 2 - Football,11074,Taharoto Park,Devonport-Takapuna,Taharoto Road,13,Auckland,6248.4140625,376.2320525402
1023,Sports Field Soil,1000145939,3,984cd5a3-6823-4126-b4ea-5816b8bed2b4,Winter - Soil - 4 - League,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,1800.009765625,180.000517057821
1024,Sports Field Soil,1000145062,3,311433cd-ae10-440f-a9cf-7925d4cfec70,Winter - Soil - 2 - Rugby League,10587,Moyle Park,Mangere-Otahuhu,Bader Drive,48R,Auckland,7658.99609375,360.000114955691
1025,Sports Field Soil,1000144137,3,d460b5f3-be5e-4fb7-97e7-2500b49a682a,Winter - Soil - 1 - Junior RugbyTraining,10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,5999.9892578125,319.999846827756
1026,Sports Field Sand,1000145310,3,4e575881-12c3-4f7b-aac7-c478cc941605,Winter - Soil - 8 - Rugby Union,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,3500.013671875,240.000445211779
1027,Sports Field Sand,1000136592,3,1a9effcb-f0fb-40e1-bcb4-65f00e2f9e25,Winter - Sand - 1 - Rugby,10302,Onetangi Sports Park (Rangihoua),Waiheke,O'Brien Road,133-165,Waiheke Island,8334.1708984375,379.333982940174
1028,Sports Field Sand,1000147741,3,d5895d9d-f54f-4576-a978-eb4c90f7f26d,Winter - Sand - 2 - Football,11187,Drury Sports Complex,Papakura,Victoria Street,20R,Papakura,6720.025390625,338.000484006986
1029,Sports Field Sand,1000148030,3,a033703d-967e-402d-ae83-6b082f256a80,Winter - Sand - 5 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,6000.005859375,320.000159166688
1030,Sports Field Sand,1000169241,3,0f4024fd-ce3d-4d72-a436-e356b0825ccc,Winter - Sand - 1 - Shared Use,23973,Te Puke o Tara Sports Park,Otara-Papatoetoe,East Tamaki Road,383,Auckland,6399.966796875,327.998878199308
1031,Sports Field Soil,1000143136,3,14b87561-be35-4f40-a74e-2b1d94e9ae82,Winter - Soil - 3 - Rugby League,10587,Moyle Park,Mangere-Otahuhu,Bader Drive,48R,Auckland,6382.8642578125,337.9880103965
1032,Sports Field Soil,1000149439,3,2f52dfe2-e648-4a9f-8eff-ed38dff44b99,Winter - Soil - 8G - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,880.0986328125,120.292456420324
1033,Sports Field Soil,1000145517,3,4b2b3adb-4bfe-4650-b6a0-d58f79deb41b,Winter - Soil - 4 - Training,10685,Riverhills Park,Howick,Gossamer Drive,168R,Auckland,3630.76953125,244.442260710105
1034,Sports Field Sand,1000189582,3,392811e0-7fc1-4254-ad7f-c5bbf9649986,Winter - Sand - 1 - Football,11488,McLeod Park,Henderson-Massey,McLeod Road,200,Auckland,6198.9677734375,323.97302406746
1035,Sports Field Soil,1000140710,3,91bd8302-910a-4965-a115-a1f227faf526,Winter - Soil - 2 - Football,10368,Blockhouse Bay Recreation Res,Whau,Terry Street,31-35,Auckland,5535.40625,304.614476732039
1036,Sports Field Soil,1000162385,3,c0be7eae-b902-493b-bcce-4b5e312d3b9b,Winter - Soil - 13A - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2689.708984375,209.657495449626
1037,Sports Field Soil,1000149224,3,a6adf2da-0868-4295-a6ff-f7c33c978a58,Winter - Soil - 3 - Football,11344,Royal Reserve,Henderson-Massey,Beauchamp Drive,5,Auckland,5943.9052734375,313.552384221797
1038,Sports Field Soil,1000160569,3,53d1cdac-73b3-4e8f-9c9b-c32b353dd989,Winter - Soil - 12A - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2686.8564453125,209.584107025013
1039,Sports Field Sand,1000190948,3,896a6751-f566-4527-8181-c05ddb34b5bf,Winter - Sand - 4 - Football,11366,Ken Maunder Park,Whau,Binsted Road,34,Auckland,3295.75,236.327744104732
1040,Sports Field Soil,1000167268,3,57ac895e-8109-44eb-9beb-ffb988370a5b,Winter - Soil - 1 - Rugby League,21495,Times Place Rec Res/Nga Hau E Wha Marae,Franklin,Times Place,6,Auckland,7369.99609375,353.999948260058
1041,Sports Field Sand,1000589527,3,e0d5fe86-fed0-4254-87e6-5854a32a6411,NOT SUPPLIED FROM SAP,NOT SUPPLIED FROM SAP,NOT SUPPLIED FROM SAP,NOT SUPPLIED,NOT SUPPLIED FROM SAP,,NOT SUPPLIED FROM SAP,8399.9921875,379.999800980758
1042,Sports Field Soil,1000139524,3,2d692483-aa2c-42e0-ac88-9bd95fc7d9b7,Winter - Soil - 2 - Training,10330,Sturges Park,Mangere-Otahuhu,Fort Richard Road,25A,Auckland,2939.89883479476,228.817054018412
1043,Sports Field Sand,1000148923,3,a3e5db58-abdf-48bd-b301-ffc838a13bdd,Winter - Sand - 1B - Football,11263,Victor Eaves Park,Hibiscus and Bays,West Hoe Road,122,Auckland,4000.2685546875,256.338937849247
1044,Sports Field Sand,1000144589,3,d7f08d20-620b-4f08-a96e-e0c22109ab2f,Winter - Soil - 3 - Rugby League,10875,Ti Rakau Park,Howick,William Roberts Road,27R,Auckland,4750.0009765625,289.999797533284
1045,Sports Field Sand,1000151551,3,6dd76a5b-2e52-4116-8dfd-2ab96ca9a3b3,Winter - Sand - 2 - Football,11380,Fred Taylor Park,Henderson-Massey,Fred Taylor Drive,184,Auckland,8221.970703125,365.046222376136
1046,Sports Field Sand,1000134527,3,8e8d4c43-5ec0-4dcb-bf70-41322ca644cb,Winter - Sand - 5 - General Sport,10034,Mt Roskill War Memorial Park,Puketapapa,May Road,13,Auckland,4465.1474609375,270.916945524817
1047,Sports Field Sand,1000164819,3,559fd767-6882-479a-83de-3fe64ed08f98,Winter - Sand - 1 - Football/Rugby,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,8281.2744140625,378.036947797625
1048,Sports Field Soil,1000144615,3,a7c0abac-e1b4-4729-aa0e-ab4fb3f60261,Winter - Soil - 2 - Football,10598,Murdoch Park,Otara-Papatoetoe,Chestnut Road,27R,Auckland,8104.2490234375,371.519626526409
1049,Sports Field Soil,1000144342,3,9f200d67-ee3d-405a-8f19-2e1e89886f96,Winter - Sand - 3 - Rugby League,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,8159.9912109375,375.999656563489
1050,Sports Field Soil,1000147591,3,3dc336e4-abfd-4466-985f-0e0410925ce5,Winter - Soil - 2 - General Sport,11156,Drury Domain,Papakura,Great South Road,214-230,Papakura,2465.4736328125,209.550952825703
1051,Sports Field Sand,1000150016,3,bd1b1618-4edf-44b3-a2f5-d24db92e522f,Winter - Sand - 2 - Rugby Union,11205,Riverhead War Memorial Park,Rodney,Coatesville-Riverhead Highway,1087,Auckland,7720.76953125,356.648532762803
1052,Sports Field Sand,1000135814,3,b42c7355-244b-41b2-b3b4-f0988d055648,Winter - Sand - 1 - Football,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,8533.9560546875,386.903225223059
1053,Sports Field Soil,1000145283,3,cff30820-1ee1-40a9-be7a-eaa8ab5458fb,Winter - Soil - 9 - Training,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,5985.328125,319.515220855216
1054,Sports Field Soil,1000150631,3,0b177d3f-b719-4538-a177-39d1f0ebe7a5,Winter - Soil - 1 - Football,11388,Jack Pringle Sports Park,Henderson-Massey,Harbour View Road,5-13,Auckland,6755.0009765625,341.169853328086
1055,Sports Field Sand,1000147808,3,e24bb415-a1cd-499f-bf5f-68c2320b368f,Winter - Sand - 2 - Football,10926,Shepherds Park,Kaipatiki,Cresta Avenue,31-35,Auckland,6497.27734375,332.387348889422
1056,Sports Field Sand,1000147022,3,62f08e42-e2ae-4e2c-807e-f2911a3ff55d,Winter - Sand - 1 - Football,11074,Taharoto Park,Devonport-Takapuna,Taharoto Road,13,Auckland,8306.580078125,377.735834918075
1057,Sports Field Soil,1000144027,3,a21be0a8-46bc-484e-8273-38e0a262534f,Winter - Soil - 1 - Rugby Union,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,8400.015625,380.00025219466
1058,Sports Field Soil,1000150067,3,a1956925-af7a-42e1-9ed2-6fadc1428580,Winter - Soil - 1 - Football,11296,Edith Hopper Park,Hibiscus and Bays,Ladies Mile,34B,Auckland,6538.9814453125,333.762845288406
1059,Sports Field Soil,1000135797,3,8d97d54f-cfd8-4401-9afd-6b44321b4d47,Winter - Soil - 2 - Football,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,6500.01171875,330.000227800417
1060,Sports Field Soil,1000149597,3,b6599e62-1854-46c7-b725-a5c946aca717,Winter - Soil - 2 - League,11393,Henderson Park - Henderson,Henderson-Massey,Wilsher Crescent,41A,Auckland,5044.6923828125,300.960047959966
1061,Sports Field Soil,1000134761,3,59a83b82-5362-42e0-a286-ef279ee91b99,Winter - Soil - 3 - Football,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,6500.052734375,330.000966058315
1062,Sports Field Sand,1000158197,3,78fb1a91-521f-4f32-ad55-5f4df010e3cd,Winter - Sand - 1 - Rugby League,21535,McManus Park,Maungakiekie-Tamaki,Mt Wellington Highway,671,Auckland,7736.28125,364.578237106134
1063,Sports Field Soil,1000153986,3,78c04c1f-4764-43e7-aac7-472048599724,Winter - Soil - 10 - General Sport,20405,Colin Maiden Park,Orakei,Merton Road,71-73,Auckland,4253.77734375,279.932126017178
1064,Sports Field Soil,1000149430,3,43627941-a458-4978-9173-2cf9a5d3cd23,Winter - Soil - 6 - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,3499.9990234375,239.999939806404
1065,Sports Field Soil,1000133994,3,353101cd-3807-4d20-884c-f9ac5464f6cb,Winter - Soil - 1 - Football,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,7236.517578125,348.472959907206
1066,Sports Field Sand,1000148397,3,8054754a-da4f-423a-8656-13c98d899e72,Winter - Sand - 2 - Rugby,11069,Onewa Domain,Kaipatiki,Northcote Road,44,Auckland,6910.4951171875,340.005644473985
1067,Sports Field Sand,1000145504,3,a835fc29-9469-4c76-b20d-89d6f193efaf,Winter - Sand - 3 - Football,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,6142.939453125,338.14123286185
1068,Sports Field Sand,1000750879,3,0299f95e-10d3-42d6-bd94-37c9fdfb8733,Winter - Sand - 1 - Football,10835,Mangere Centre Park,Mangere-Otahuhu,Robertson Road,141R,Auckland,7000.00390625,339.999728371331
1069,Sports Field Soil,1000165264,3,9fcac41e-8d12-4fdc-8fda-fecc4557cbc8,Winter - Soil - 2 - Rugby League,21495,Times Place Rec Res/Nga Hau E Wha Marae,Franklin,Times Place,6,Auckland,7369.9951171875,353.999948261125
1070,Sports Field Soil,1000151846,3,ad5f7725-18d6-4b0d-b6a7-e465ce77213f,Winter - Soil - 1 - Football,11422,Singer Park,Waitakere Ranges,West Coast Road,331-345,Auckland,4418.0595703125,283.24841776262
1071,Sports Field Soil,1000145743,3,814b0495-fc31-461c-be05-af278cd6ab3c,Winter - Soil - 10 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,8399.986328125,379.999778958899
1072,Sports Field Soil,1000146411,3,a5903299-a874-4c64-bade-832ace9f7074,Winter - Soil - 3 - Rugby League,10822,Kohuora Park,Otara-Papatoetoe,Station Road,44R,Manukau,7951.966796875,365.999444341446
1073,Sports Field Soil,1000160855,3,4bc6d44f-7bcf-4312-8a59-213c53ed312c,Winter - Soil - 4 - Rugby,21624,Avondale Racecourse - Third Party,Whau,Ash Street,2,Auckland,8148.87890625,374.383979506764
1074,Sports Field Soil,1000144048,3,90f13480-9546-4de7-a9b4-e5e18572085b,Winter - Soil - 3 - General Sport,10662,Finlayson Ave Reserve,Manurewa,Finlayson Avenue,76R,Auckland,2978.1455078125,222.05232391368
1075,Sports Field Sand,1000150152,3,ab995147-8737-4899-ab52-a1824ceb61a8,Winter - Sand - 2 - Rugby,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,11666.412109375,463.00475562776
1076,Sports Field Sand,1000139593,3,9c79cdbd-e1ee-47c6-b1b8-6adc7de4927d,Green - Sand Carpet Sbj65,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,667.5,92.3338513885746
1077,Sports Field Soil,1000142875,3,697e8f18-aff2-4e24-8ad4-6d7d021b8057,Winter-Soil-5-General Sport (No Marking),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,8399.8896484375,379.997990327796
1078,Sports Field Soil,1000136549,3,c56fa605-58cb-48c4-83b4-3d296d838335,Winter - Soil - 1 - Rugby League,10266,Omaru Recreation Reserve,Maungakiekie-Tamaki,Point England Road,254,Auckland,7310.8251953125,358.177401871289
1079,Sports Field Soil,1000144658,3,41f1078d-e31c-4fe7-9bc6-ddac9094deb9,Winter - Soil - 2 - Rugby Union,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,6499.986328125,329.99983353392
1080,Sports Field Sand,1000148205,3,5ff07bdd-b82e-4075-814e-0e84d437238d,Winter - Sand - 1 - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,5855.0380859375,314.839960841197
