OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
855,Sports Field Soil,1000134779,3,09361276-0205-4b3d-81f8-d24c8e21d2d6,Winter - Soil - 5 - Football,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,6499.9619140625,329.998912158228
856,Sports Field Soil,1000144106,3,41efe43b-52a7-4cd2-95dd-084313be379a,Winter - Soil - 6 - Rugby Union,10532,Colin Lawrie Fields,Franklin,Reynolds Road,47,Pukekohe,8039.98046875,373.999653989626
857,Sports Field Soil,1000160538,3,54f00548-bcb9-463b-938f-2bcbb1ceb440,Winter - Soil - 11A - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2670.591796875,230.541897436653
858,Sports Field Sand,1000153746,3,81ffefa7-c7fc-48e0-bd35-e75dd820d1a9,Winter - Sand - 4 - Rugby,20024,Silverdale War Memorial Park,Hibiscus and Bays,Hibiscus Coast Highway,12,Auckland,5849.8857421875,309.733174157327
859,Sports Field Soil,1000156754,3,c87fc3f0-7e3c-4e01-bd63-ea351dcf5828,Winter - Soil - 2 - General Sport,21136,Green Bay Domain,Whau,Cliff View Drive,23,Auckland,2990.1396484375,236.016251199518
860,Sports Field Sand,1000589525,3,521cf8a8-63e2-4a40-be8d-79e3af0e9a54,NOT SUPPLIED FROM SAP,NOT SUPPLIED FROM SAP,NOT SUPPLIED FROM SAP,NOT SUPPLIED,NOT SUPPLIED FROM SAP,,NOT SUPPLIED FROM SAP,8399.939453125,379.998866449386
861,Sports Field Sand,1000139560,3,594ce70c-c00d-4f65-8bd1-4868f41d5f2d,Winter - Sand - 1 - Football,10331,Phyllis Reserve,Albert-Eden,Phyllis Street,22,Auckland Central,6815.4775390625,336.677708538717
862,Sports Field Sand,1000135458,3,7d2f5797-920f-499a-b4e1-7b1d6f23b445,Winter - Sand - 3 - General Sport,10199,Seymour Park,Puketapapa,Pah Road,121,Auckland,1918.880859375,184.760583473413
863,Sports Field Sand,1000137477,3,98d6126b-4e77-4289-a9c9-0c90c4e04ecd,Green - Sand Carpet Sbk24,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,913.306640625,114.134492900811
864,Sports Field Soil,1000135567,3,289beaaf-9559-42d8-aa4f-c109e9532c4d,Winter - Soil - 1 - General Sport,10064,Edendale Reserve,Albert-Eden,Sandringham Road,423,Auckland,1652.58203125,163.079488673535
865,Sports Field Soil,1000147813,3,c3917ea9-a75b-4024-b55a-2903aef7719e,Winter - Soil - 1 - Rugby,11192,Southern Park,Papakura,Beach Road,44R,Auckland,7079.984375,355.999176095849
866,Sports Field Sand,1000148021,3,30301b0a-ea6a-498b-9be5-118f05b36d22,Winter - Sand - 3 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,5999.9306640625,319.997826243604
867,Sports Field Sand,1000136542,3,294d4899-82f2-4d1e-adb8-6f1283dc3df9,Winter - Sand - 1 - Rugby League,10200,Victoria Park,Waitemata,Victoria Street West,203-271,Auckland,7096.2958984375,354.621542500526
868,Sports Field Sand,1000148367,3,2e5febbf-5d98-4af5-968b-0243f52b728e,Winter - Sand - 1 - Rugby,11054,Birkenhead War Memorial Park,Kaipatiki,Birkenhead Avenue,102,Auckland,6579.9228515625,332.294061464554
869,Sports Field Soil,1000148362,3,73c43ba0-9b35-4371-b260-8aafabccfea5,Winter - Soil - 2 - Football,11235,Port Albert Recreation Reserve,Rodney,Wellsford Valley Road,570,Auckland,6999.2548828125,342.8052588271
870,Sports Field Sand,1000138497,3,d8d05fb9-3916-4226-b91e-10f1369e812f,Winter - Sand - 1 - Football,10291,Simson Reserve,Maungakiekie-Tamaki,Hugo Johnston Drive,62,Auckland,6791.37109375,331.765266406302
871,Sports Field Sand,1000147496,3,bf5ad248-ba0a-4da6-9249-b1018d5005a0,Winter - Sand - 4 - Football,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,6471.9345703125,342.074074605025
872,Sports Field Sand,1000162278,3,3f85d8e0-7205-4d44-b8f6-e58862e07c20,Winter - Sand - 4 - General Sport,22120,Windsor Park,Upper Harbour,Noel Williams Place,20,Auckland,8217.0390625,451.952459732019
873,Sports Field Sand,1000140024,3,d8dc9aac-ea4e-4d2c-a399-06b64f4deb83,Winter - Sand - 1 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,6465.4150390625,330.482375488493
874,Sports Field Sand,1000164754,3,4ebffee3-ee76-41a0-8be4-8e12db057bce,Winter - Sand - 1 - Rugby,22677,Archibald Park,Whau,Archibald Road,109,Auckland,7567.3515625,354.118428645007
875,Sports Field Soil,1000144018,3,2ff46dfc-ba3c-42ce-820a-eec15b02e744,Winter - Soil - 4 - Training,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,1163.7314453125,150.791782860464
876,Sports Field Soil,1000160962,3,ab5c2fd3-6abe-4fb2-b287-8c0819ef61d8,Winter - Soil - 1 - League,21734,Ray Small Park,Papakura,Ray Small Drive,31,Auckland,7638.123046875,362.002497911088
877,Sports Field Soil,1000150435,3,1d9c83de-e7fa-47a4-a337-30a5979c1cae,Winter - Soil - 7 - General Sport,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,3245.96484375,236.263477899632
878,Sports Field Sand,1000148088,3,cc86f2b1-62b8-493d-8e27-6d36a4dcf6cf,Winter - Sand - 1 - Rugby,11211,Wellsford Centennial Park,Rodney,Centennial Park Road,83,Auckland,8013.466796875,363.572976296844
879,Sports Field Sand,1000162260,3,d3c83380-4973-4d14-9839-c0834a21f92f,Winter - Sand - 2 - Rugby,22120,Windsor Park,Upper Harbour,Noel Williams Place,20,Auckland,7003.6591796875,350.125464238713
880,Sports Field Soil,1000142661,3,3541a50b-ed0a-41ef-a8e1-b9be3ba5a219,Winter - Soil - 2 - Rugby Union,10532,Colin Lawrie Fields,Franklin,Reynolds Road,47,Pukekohe,7839.03125,368.000476958255
881,Sports Field Soil,1000144389,3,858096e0-af92-4063-bb56-b459ac6a30f7,Winter - Soil - 7 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,7799.998046875,369.999997035124
882,Sports Field Soil,1000145769,3,ff38d62a-29c7-4793-a851-9f0c2c6d4f1f,Winter - Soil - 7 - Rugby,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,7799.970703125,369.999370050194
883,Sports Field Soil,1000136270,3,44562ff1-89ab-479f-b7c4-a5b1cbb2eec3,Winter - Soil - 5 - Football,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,5622.3291015625,308.248706925117
884,Sports Field Sand,1000148323,3,6542946d-1a10-45d7-86f5-ce2614440bca,Winter - Sand - 1 - Rugby,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,11752.1328125,466.41424739258
885,Sports Field Soil,1000150584,3,054549a0-5bfd-403b-8014-cb21feaa2691,Winter - Soil - 2 - Rugby,11346,Sister Rene Shadbolt Park,Whau,Portage Road,130,Auckland,6870.4404296875,339.564988459788
886,Sports Field Soil,1000169317,3,321b3b33-28df-4175-998e-873cac154f10,Winter - Soil - 1 - League,11274,"Whangateau Reserve, Holiday Park & Hall",Rodney,Leigh Road,511,Auckland,7056.30859375,339.944097643366
887,Sports Field Soil,1000149046,3,e769d3e8-3983-4abb-8126-327aed9f96a1,Winter - Soil - 3 - Football,11210,Shoesmith Domain Recreation Reserve,Rodney,Shoesmith Street,,Auckland,5374.140625,307.314918370169
888,Sports Field Soil,1000138739,3,08dba609-2114-4031-9c4b-839abd537c83,Winter - Soil - 1 - General Sport,10351,Owairaka Park,Albert-Eden,Owairaka Avenue,56-60,Auckland Central,6240.39453125,324.918848646872
889,Sports Field Soil,1000151330,3,039a53e1-3662-4a38-8bef-599229f43d10,Winter - Soil - 1 - League,11393,Henderson Park - Henderson,Henderson-Massey,Wilsher Crescent,41A,Auckland,5780.427734375,315.363938538338
890,Sports Field Sand,1000148699,3,a609d2f2-2356-4a9e-9b32-13e3b06ac5ad,Winter - Sand - 3 - General Sport,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,3500.767578125,240.009426811911
891,Sports Field Soil,1000144581,3,5bc6827f-1712-4d87-ae1d-bd075b03557a,Winter - Soil - 2 - Rugby League,10875,Ti Rakau Park,Howick,William Roberts Road,27R,Auckland,7705.0146484375,364.000209149084
892,Sports Field Sand,1000152194,3,7566d2ea-ff26-4c43-9a98-27e54a80b1eb,Winter - Sand - 2 - Rugby,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,7940.61328125,366.80358149135
893,Sports Field Sand,1000135887,3,9677aaf6-7688-4742-9137-8298a7a26e36,Winter - Sand - 2 - Rugby Union,10265,Coxs Bay Reserve,Waitemata,West End Road,44-66,Auckland,6991.26953125,346.716648691675
894,Sports Field Sand,1000148690,3,35bc0298-48f6-4ec2-a8bb-38e7e1a867a8,Winter - Sand - 3 - Football,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,4181.0029296875,300.000168641297
895,Sports Field Sand,1000144703,3,f1057c1e-d00a-40e4-958a-cd9d89e18577,Winter - Soil - 2 - Rugby League,10822,Kohuora Park,Otara-Papatoetoe,Station Road,44R,Manukau,6600.0517578125,340.001249711079
896,Sports Field Sand,1000142025,3,c2c6666b-eab6-45b1-8b9d-e55352dd8c2d,Winter - Sand - 4 - Football,10424,Madills Farm Recreation Reserve,Orakei,Baddeley Avenue,6,Auckland,6347.8173828125,328.016295441659
897,Sports Field Soil,1000148711,3,3f2ea7f3-59c4-4ed8-a4dc-1214e0fafdd6,Winter - Soil - 1 - Football,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,5869.5302734375,318.096258730205
898,Sports Field Sand,1000149228,3,bc996bab-c713-41ca-a5f4-3541f044d291,Winter - Sand - 1 - Rugby,11169,Massey Park - Papakura,Papakura,Ron Keat Drive,2R,Papakura,7917.1162109375,369.61438424327
899,Sports Field Sand,1000151107,3,d9814b2b-1266-4c81-a345-4db0171f489f,Winter - Sand - 4 - Rugby,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,7955.041015625,361.943714669213
900,Sports Field Sand,1000149737,3,f4c3c9e6-1d0d-41f0-9933-f59ca8378dc6,Winter - Sand - 4 - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,6178.8173828125,323.528446019735
901,Sports Field Sand,1000164921,3,68f7eef8-ebad-4b15-a2be-ec3f9c2b38a6,Winter - Sand - 3 - League,22553,Te Atatu South Park,Henderson-Massey,Te Atatu Road,164,Auckland,7000.3779296875,352.127708209038
902,Sports Field Soil,1000153115,3,1567aa62-9b49-4826-80ac-a2342da2564d,Winter - Soil - 2 - Rugby Union,20514,Clive Howe Rd Recreation Reserve,Franklin,Clive Howe Road,,Auckland,7972.9951171875,371.999743415462
903,Sports Field Sand,1000137595,3,1cb2b74e-d418-477e-a2e2-47b1ab8d64b8,Winter - Sand - 1 - Rugby Union,10265,Coxs Bay Reserve,Waitemata,West End Road,44-66,Auckland,7319.0810546875,359.992369785077
904,Sports Field Soil,1000150098,3,b627a96a-4620-4358-8e45-0f12e1bb101d,Winter - Soil - 5 - Football,11235,Port Albert Recreation Reserve,Rodney,Wellsford Valley Road,570,Auckland,4402.7412109375,271.629680755872
905,Sports Field Sand,1000144523,3,044767d9-3b46-40e9-9097-6c0974dab5f9,Winter - Sand - 6 - Football,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,2499.5185546875,202.458903886842
906,Sports Field Sand,1000149095,3,6fbcf29b-4442-4dcd-85a5-c52ed647103f,Winter - Sand - 4 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,5999.974609375,319.999434677617
907,Sports Field Sand,1000147412,3,cf642ff2-db5c-414d-ab82-70f1f8448292,Winter - Sand - 1 - Rugby,11128,Vauxhall Sportsfields,Devonport-Takapuna,Vauxhall Road,28,Auckland,5901.08984375,313.392233240494
908,Sports Field Soil,1000150421,3,a7ee419d-cb48-4e55-94be-675d3d7448ce,Winter - Soil - 1 - Rugby,11229,Sinclair Park,Rodney,Macky Road,34,Auckland,7254.173828125,347.119906582606
909,Sports Field Sand,1000137709,3,f14df9bc-ec15-48d9-b7f6-f6d20de7e9e9,Green - Sand Carpet Sbj80,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,806.0419921875,103.752013101928
910,Sports Field Sand,1000149766,3,e6b5ec5c-dcca-4cf7-bc34-5823e807562c,Winter - Sand - 2 - Football,11366,Ken Maunder Park,Whau,Binsted Road,34,Auckland,5660.2470703125,306.131239958751
911,Sports Field Soil,1000144097,3,1d8258c8-aad2-44c5-ae32-54e8dbe9d57d,Winter - Soil - 5 - Rugby Union,10532,Colin Lawrie Fields,Franklin,Reynolds Road,47,Pukekohe,8039.9931640625,373.999831452784
912,Sports Field Soil,1000148345,3,f3baeda6-d25c-46a0-b8e2-37eca561a18a,Winter - Soil - 6 - General Sport,11235,Port Albert Recreation Reserve,Rodney,Wellsford Valley Road,570,Auckland,6378.5673828125,343.603495144556
913,Sports Field Sand,1000137657,3,10490f36-8cc9-4214-a368-91bfb39c9aa0,Green - Sand Carpet Sbj83,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland,712.2685546875,96.9427268250374
914,Sports Field Soil,1000146645,3,529b8066-9666-4da2-b686-cc5a145a69ee,Winter - Soil - 5 - Football,10835,Mangere Centre Park,Mangere-Otahuhu,Robertson Road,141R,Auckland,6999.935546875,339.998989276283
915,Sports Field Soil,1000141866,3,0b2cae8a-8b6b-4dc9-a681-6dcfc9767e97,Winter - Soil - 5 - Football,10418,Riversdale Reserve,Whau,Riversdale Road,93-123,Auckland,5871.2880859375,311.247658597284
916,Sports Field Soil,1000150219,3,9a5d9836-9cd3-490c-ae3b-26323a89d41c,Winter - Soil - 1 - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,3504.546875,240.100629318355
917,Sports Field Soil,1000151602,3,5aa3b769-132c-4e36-ac85-4460cbe4f2fb,Winter - Soil - 2 - League,11418,Lawson Park,Whau,Willerton Avenue,38,Auckland,3633.322265625,250.132320323793
918,Sports Field Sand,1000150154,3,3b1ffbdf-87e9-42b6-8b6e-b80ea5b23ed3,Winter - Sand - 4 - Football,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,4764.19921875,281.164774341266
919,Sports Field Soil,1000160965,3,df91c83f-56f1-414e-88a4-3475891fed41,Winter - Soil - 2 - League,21734,Ray Small Park,Papakura,Ray Small Drive,31,Auckland,7637.98828125,361.999820427756
920,Sports Field Sand,1000144288,3,8834a443-8d0b-456f-9bbe-6a736440c8f6,Winter - Sand - 2 - Rugby League,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,7705.0234375,364.000504999529
921,Sports Field Sand,1000149330,3,e8536c67-7606-49cb-8855-a2c0bb254f75,Winter - Sand - 1 - Football,11141,Bayswater Park,Devonport-Takapuna,Bayswater Avenue,131,Auckland,6343.1845703125,326.833976306219
922,Sports Field Sand,1000147482,3,ffb28f02-95e1-4e0c-9e64-0d92f6af7c57,Winter - Sand - 4 - Football,11098,McFetridge Park,Kaipatiki,Archers Road,115,Auckland,5724.033203125,307.211419832899
923,Sports Field Soil,1000146634,3,ab0f8b85-5b17-487a-ae39-593848db86cf,Winter - Soil - 3 - Football,11087,Stanley Bay Park,Devonport-Takapuna,Calliope Road,166,Auckland,2839.0693359375,216.716509942926
924,Sports Field Soil,1000164880,3,1eb461a4-91a8-41fe-ab31-c55f26c0d066,Winter - Soil - 3 - General Sport,22677,Archibald Park,Whau,Archibald Road,109,Auckland,7501.595703125,353.384420102847
925,Sports Field Soil,1000144245,3,9d1625cf-e1c3-46bd-83f0-4da0fd93bb11,Winter - Soil - 3 - Football,10685,Riverhills Park,Howick,Gossamer Drive,168R,Auckland,5841.2275390625,308.898990483913
926,Sports Field Sand,1000149742,3,f5fad386-0bfa-458e-899d-899d4d25d1c0,Winter - Sand - 5 - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,6092.025390625,322.339482950177
927,Sports Field Soil,1000152261,3,a596ad74-93a9-45d8-b528-525793029d4f,Winter - Soil - 3 - League,11435,Te Atatu Peninsula Park,Henderson-Massey,Neil Avenue,39,Auckland,6352.333984375,334.167558473327
928,Sports Field Sand,1000146663,3,666727cd-9989-4347-9dc0-4ab95cd14654,Winter - Sand - 6 - Training,10835,Mangere Centre Park,Mangere-Otahuhu,Robertson Road,141R,Auckland,4943.349609375,289.998978284209
929,Sports Field Sand,1000139007,3,c8e9ce12-99a4-4883-ab0f-8bee4c8a965b,Winter - Sand - 7 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,6602.6416015625,329.016568953885
930,Sports Field Soil,1000583789,3,cfa3bde1-d88c-4439-8d8a-1b586c6b3c91,Winter - Soil - 1B - League,11382,Gloria Park,Henderson-Massey,Gloria Avenue,50A,Auckland,2647.7978515625,208.627960538575
931,Sports Field Sand,1000150143,3,9e87dc2c-887f-472d-8831-ccf1737d05d2,Winter - Sand - 3 - League,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,6743.10592010617,335.239369580379
932,Sports Field Soil,1000150703,3,1974562c-3ee9-4a97-a63d-374ddc939173,Winter - Soil - 5 - General Sport,11435,Te Atatu Peninsula Park,Henderson-Massey,Neil Avenue,39,Auckland,6989.2373046875,359.324507564001
933,Sports Field Soil,1000145734,3,4c5b2776-88a9-486d-a585-e2e476d781ac,Winter - Soil - 8 - League,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,7799.994140625,369.99986696253
934,Sports Field Soil,1000154306,3,e715a8e9-c02e-437d-a8a7-841facb4456a,Winter - Soil - 1 - Football/Rugby,20599,Red Beach Park,Hibiscus and Bays,William Bayes Place,10,Auckland,6206.3662109375,322.657511370575
935,Sports Field Soil,1000164889,3,f7f7eb20-4d0a-45bc-adee-39bfb753daa2,Winter - Soil - 4 - General Sport,22677,Archibald Park,Whau,Archibald Road,109,Auckland,7567.3525390625,354.118428643788
936,Sports Field Soil,1000169326,3,521ca96b-394b-4b51-84ab-fedc13d2a8f2,Winter - Soil - 3 - General Sport,11274,"Whangateau Reserve, Holiday Park & Hall",Rodney,Leigh Road,511,Auckland,4510.3447265625,282.827966616546
937,Sports Field Soil,1000153977,3,cba8e19a-2f3b-4755-8725-72b7712a42b5,Winter - Soil - 6 - Football,20405,Colin Maiden Park,Orakei,Merton Road,71-73,Auckland,7410.025390625,358.000336161885
938,Sports Field Soil,1000145549,3,5d8d765f-926b-48f1-b48e-fb6a3292d2c8,Winter - Soil - 4 - Football,10739,Papatoetoe Recreation Grounds,Otara-Papatoetoe,Great South Road,295R,Auckland,1199.986328125,139.999342104325
939,Sports Field Soil,1000134770,3,0d297c58-fb4a-4b19-9d72-a41c2aecdfa8,Winter - Soil - 4 - Football,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,6500.009765625,330.000250177859
940,Sports Field Soil,1000146618,3,cacb9d5d-c2d7-48bd-bee5-133b138f5f3f,Winter - Soil - 2 - Football,10835,Mangere Centre Park,Mangere-Otahuhu,Robertson Road,141R,Auckland,6999.9814453125,339.999552606206
941,Sports Field Sand,1000148022,3,7b005115-4f56-423b-ab51-ef0bec864a81,Winter - Sand - 2 - Rugby,11138,Kaipatiki Park,Kaipatiki,Kaipatiki Road,146,Auckland,7179.748046875,345.668335491412
942,Sports Field Sand,1000145052,3,2165fc21-6934-4efd-98aa-1ccc4835cca5,Winter - Sand - 1 - Rugby League,10587,Moyle Park,Mangere-Otahuhu,Bader Drive,48R,Auckland,7548.0166015625,358.00073124622
943,Sports Field Sand,1000146250,3,41828fb9-2bd0-46d6-9d4b-57c2cd5d3237,Winter - Sand - 3 - Football,10930,Wainoni Park North,Upper Harbour,Churchouse Road,56,Auckland,5429.93359375,299.289973698506
944,Sports Field Soil,1000145903,3,80c55331-6747-453a-be89-1b9ef308ae14,Winter - Soil - 4 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,4572.2236328125,281.708630833197
945,Sports Field Sand,1000149103,3,8847c8b4-ec99-4bde-9709-c80339b615f5,Winter - Sand - 7 - Football,11161,Mclennan Park,Papakura,Artillery Drive,98R,Auckland,6000.0498046875,320.001160103531
946,Sports Field Sand,1000148298,3,000808e1-da3f-4081-bfab-77923f8e3b0f,Winter - Sand - 4 - General Sport,11053,Bay City Park,Upper Harbour,Andersons Road,50,Auckland,2434.515625,217.441824431415
947,Sports Field Sand,1000149044,3,18d0be62-faa2-4ec8-a68f-e400cce8c61a,Winter - Sand - 1 - Football,11380,Fred Taylor Park,Henderson-Massey,Fred Taylor Drive,184,Auckland,8972.1064453125,388.776874837652
948,Sports Field Soil,1000145488,3,1bf1ac1e-f8db-47fa-a545-28160bebcaab,Winter - Soil - 5 - Football,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,5859.171875,311.395896543862
949,Sports Field Sand,1000146039,3,017d7d87-8fa3-4274-87c5-1a69b640c7f7,Winter - Sand - 2 - Rugby League,10889,Howick Domain,Howick,Wellington Street,90R,Auckland,1725.0126953125,188.000416020423
950,Sports Field Sand,1000147680,3,0b9587d2-c89c-4072-b133-7efcd21ae78a,Winter - Sand - 2 - Snr Softball,11157,Prince Edward Park,Papakura,Wharf Street,1R,Papakura,3709.275390625,266.595823944202
951,Sports Field Soil,1000167452,3,bd1f8258-e475-4aa8-a0b7-ec31be493c14,Winter - Soil - 1 - Training,22943,Miami Street Reserve,Mangere-Otahuhu,Miami Street,14,Auckland,3729.94921875,245.874514179138
952,Sports Field Sand,1000149422,3,d4276733-80e3-4e79-9937-e9b7c6ad6d9c,Winter - Sand - 4 - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,5854.9951171875,314.839169775143
953,Sports Field Sand,1000150025,3,7866de3f-78fd-4583-8ffc-3bb2a29a84f8,Winter - Sand - 1 - Rugby,11205,Riverhead War Memorial Park,Rodney,Coatesville-Riverhead Highway,1087,Auckland,8001.421875,362.182611469549
954,Sports Field Soil,1000144786,3,8a173c26-5a6b-4948-b476-ed2d952e207c,Winter - Soil - 1 - Football,10627,Omana Park,Otara-Papatoetoe,Omana Road,23R,Manukau,6000.001953125,319.99986292105
955,Sports Field Soil,1000143099,3,141351a4-9b58-4379-adee-50268b582b72,Winter - Soil - 1 - Rugby Union,10537,Puni Recreation Reserve,Franklin,Attwells Road,,Pukekohe,8189.9990234375,374.000166337155
956,Sports Field Sand,1000145292,3,d499fdd6-edfa-41c9-b5bd-43713497521b,Winter - Soil - 3 - Rugby Union,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,3500.0263671875,240.000743369317
957,Sports Field Sand,1000146363,3,5310418c-f612-4c7e-aeb9-f3106be202e6,Winter - Sand - 6 - General Sport,11069,Onewa Domain,Kaipatiki,Northcote Road,44,Auckland,2330.953125,197.192520452139
958,Sports Field Sand,1000140041,3,83d0329a-1299-472c-bb82-dd827c5bcc22,Winter - Sand - 8 - Football,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,6374.5966796875,323.700099168554
959,Sports Field Soil,1000146224,3,f1dcaaa9-b0fe-483a-91d1-e477947b7916,Winter - Soil - 6 - Rugby League,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,3535.8662109375,240.883533005806
960,Sports Field Soil,1000153106,3,f6d34dd8-b573-4f53-b771-4082fe6a7e1a,Winter - Soil - 1 - Rugby Union,20514,Clive Howe Rd Recreation Reserve,Franklin,Clive Howe Road,,Auckland,7973.029296875,372.00070283624
961,Sports Field Sand,1000146442,3,4483871c-8864-462b-8c3e-3fed4a1bcb34,Winter - Sand - 1 - Training,10760,Swanson Park,Mangere-Otahuhu,Mcintyre Road,2R,Auckland,8942.44140625,438.816071969013
962,Sports Field Soil,1000144649,3,3606ae7e-a1c1-46cd-bac0-c49c92e6ce4a,Winter - Soil - 1 - Rugby League,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,6499.92578125,329.998426578235
963,Sports Field Soil,1000162390,3,811b3693-bc24-4b29-892f-1eff01138350,Winter - Soil - 2 - Rugby,22144,Hato Petera College,Kaipatiki,College Road,120,Auckland,7054.25390625,342.000129540654
964,Sports Field Soil,1000160810,3,2f9e1f41-ba60-49ea-a347-95b10188dbf4,Winter - Soil - 6 - Rugby,21624,Avondale Racecourse - Third Party,Whau,Ash Street,2,Auckland,8261.1826171875,376.015862214331
965,Sports Field Sand,1000154144,3,e2b82d41-704a-4076-afe2-d44127fae6f3,Winter - Sand - 1 - Football,20594,Greenmount Park,Howick,Guys Road,81R,Auckland,6012.6171875,317.999627359639
966,Sports Field Sand,1000147799,3,3de199fb-f8c8-45c8-8fde-d5f6b6f3160d,Winter - Sand - 4 - Football,10926,Shepherds Park,Kaipatiki,Cresta Avenue,31-35,Auckland,6506.677734375,332.182076092829
967,Sports Field Sand,1000144361,3,b81d71fa-0f89-46dc-b784-f00997b5cafd,Winter - Sand - 1 - League,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,8400.046875,380.000913280983
968,Sports Field Soil,1000146130,3,1b498492-a9fc-4258-a74c-cb1dfad7b869,Winter - Soil - 1 - Football,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,7000.037109375,340.000645298711
969,Sports Field Soil,1000143139,3,08d458fb-8243-4629-83db-cb1a19fc6e50,Winter - Soil - 3 - Rugby League,10619,Walter Massey Park,Mangere-Otahuhu,Massey Road,380R,Auckland,7547.9677734375,357.999374356672
970,Sports Field Soil,1000153995,3,8cf70451-1d74-4c06-a88f-717373e5ac59,Winter - Soil - 11 - General Sport,20405,Colin Maiden Park,Orakei,Merton Road,71-73,Auckland,5440.8466796875,369.803715721681
971,Sports Field Soil,1000144398,3,99911a0b-2455-416e-ad1f-319c1a7a009b,Winter - Soil - 9 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,7800.0009765625,369.999997034679
972,Sports Field Sand,1000145813,3,661b61ef-7a3b-4de3-b028-f1b9a1b0c120,Winter - Sand - 3 - Football,10926,Shepherds Park,Kaipatiki,Cresta Avenue,31-35,Auckland,7199.3115234375,345.348683043999
973,Sports Field Sand,1000147487,3,b3f8a36a-ceea-4839-b9dd-00c855218578,Winter - Sand - 1 - Football,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,6499.8701171875,416.052636497141
974,Sports Field Sand,1000150816,3,9cc41b67-7e2d-47e7-909a-cc2af0725806,Winter - Sand - 3 - Rugby,20024,Silverdale War Memorial Park,Hibiscus and Bays,Hibiscus Coast Highway,12,Auckland,8740.5546875,381.75766417232
975,Sports Field Soil,1000144382,3,f538dd2f-16dc-4fd0-bb05-9b9729a1c60d,Winter - Soil - 1 - Football,10739,Papatoetoe Recreation Grounds,Otara-Papatoetoe,Great South Road,295R,Auckland,6400.0283203125,328.000711941122
976,Sports Field Sand,1000137841,3,4e332b3a-783d-49ff-853f-59dad6730950,Winter - Sand - 1 - Rugby Union,10269,Fergusson Domain,Maungakiekie-Tamaki,Olea Road,5,Auckland Central,7295.91015625,356.211993990126
977,Sports Field Soil,1000146625,3,7c577ed1-a819-4f56-abe3-9c6b8bd3609c,Winter - Soil - 1 - Football,11087,Stanley Bay Park,Devonport-Takapuna,Calliope Road,166,Auckland,3051.7763671875,224.976634352511
