Financial year,Industry,Industry Code,Quartile label,Financial benchmark,Value type,Value,Value Unit,Value Label,Null Reason
2024,Garden supplies retailing,G4232,Large,Liability structure,Median (50th percentile),0.25,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.09,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.24,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.19,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Large,Quick ratio,Lower bound (25th percentile),0.26,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Large,Quick ratio,Upper bound (75th percentile),1.32,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Large,Quick ratio,Median (50th percentile),0.7,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Current ratio,Lower bound (25th percentile),0.74,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Current ratio,Upper bound (75th percentile),4.43,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Current ratio,Median (50th percentile),1.36,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Gross profit ratio,Lower bound (25th percentile),0.38,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Medium,Gross profit ratio,Upper bound (75th percentile),0.52,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Medium,Gross profit ratio,Median (50th percentile),0.46,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Medium,Liability structure,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Medium,Liability structure,Upper bound (75th percentile),0.52,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Medium,Liability structure,Median (50th percentile),0.2,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Medium,Quick ratio,Lower bound (25th percentile),0.17,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Quick ratio,Upper bound (75th percentile),1.62,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Quick ratio,Median (50th percentile),0.55,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Medium,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Garden supplies retailing,G4232,Medium,Stock turnover per annum,Upper bound (75th percentile),10,number,Ratio,
2024,Garden supplies retailing,G4232,Medium,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Garden supplies retailing,G4232,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Medium,Return on equity,Upper bound (75th percentile),0.52,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Medium,Return on equity,Median (50th percentile),0.22,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Medium,Return on total assets,Lower bound (25th percentile),-0.02,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Medium,Return on total assets,Upper bound (75th percentile),0.2,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Medium,Return on total assets,Median (50th percentile),0.02,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.05,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.23,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.13,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Micro,Gross profit ratio,Lower bound (25th percentile),0.43,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Micro,Gross profit ratio,Upper bound (75th percentile),0.88,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Micro,Gross profit ratio,Median (50th percentile),0.63,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Micro,Liability structure,Lower bound (25th percentile),-0.3,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Micro,Liability structure,Upper bound (75th percentile),0.94,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Micro,Liability structure,Median (50th percentile),0.18,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Micro,Quick ratio,Lower bound (25th percentile),0.06,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Quick ratio,Upper bound (75th percentile),3.73,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Quick ratio,Median (50th percentile),0.48,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Current ratio,Lower bound (25th percentile),0.38,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Current ratio,Upper bound (75th percentile),5.5,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Current ratio,Median (50th percentile),0.85,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Micro,Return on equity,Lower bound (25th percentile),-0.03,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Micro,Return on equity,Upper bound (75th percentile),0.42,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Micro,Return on equity,Median (50th percentile),0.04,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Micro,Return on total assets,Lower bound (25th percentile),-0.03,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Micro,Return on total assets,Upper bound (75th percentile),0.3,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Micro,Return on total assets,Median (50th percentile),0.02,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Micro,Stock turnover per annum,Lower bound (25th percentile),1,number,Ratio,
2024,Garden supplies retailing,G4232,Micro,Stock turnover per annum,Upper bound (75th percentile),10,number,Ratio,
2024,Garden supplies retailing,G4232,Micro,Stock turnover per annum,Median (50th percentile),3,number,Ratio,
2024,Garden supplies retailing,G4232,Small,Return on equity,Lower bound (25th percentile),-0.01,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Small,Return on equity,Upper bound (75th percentile),0.54,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Small,Return on equity,Median (50th percentile),0.08,percentage,% of total proprietor or shareholder funds,
2024,Garden supplies retailing,G4232,Small,Gross profit ratio,Lower bound (25th percentile),0.42,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Small,Gross profit ratio,Upper bound (75th percentile),0.73,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Small,Gross profit ratio,Median (50th percentile),0.62,percentage,% of sales and/or services,
2024,Garden supplies retailing,G4232,Small,Return on total assets,Lower bound (25th percentile),-0.04,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Small,Return on total assets,Upper bound (75th percentile),0.2,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Garden supplies retailing,G4232,Small,Liability structure,Lower bound (25th percentile),-0.01,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Small,Liability structure,Upper bound (75th percentile),0.74,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Small,Liability structure,Median (50th percentile),0.22,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Garden supplies retailing,G4232,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.21,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Small,Salaries and wages / turnover ratio,Median (50th percentile),0.08,percentage,% of turnover income,
2024,Garden supplies retailing,G4232,Small,Quick ratio,Lower bound (25th percentile),0.26,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Quick ratio,Upper bound (75th percentile),3.12,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Quick ratio,Median (50th percentile),0.9,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Current ratio,Lower bound (25th percentile),0.53,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Current ratio,Upper bound (75th percentile),4.82,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Current ratio,Median (50th percentile),1.64,percentage,% of total current liabilities,
2024,Garden supplies retailing,G4232,Small,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Garden supplies retailing,G4232,Small,Stock turnover per annum,Upper bound (75th percentile),8,number,Ratio,
2024,Garden supplies retailing,G4232,Small,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Large,Current ratio,Lower bound (25th percentile),0.96,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Current ratio,Upper bound (75th percentile),2.58,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Current ratio,Median (50th percentile),1.28,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Stock turnover per annum,Lower bound (25th percentile),3,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Large,Stock turnover per annum,Upper bound (75th percentile),6,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Large,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Large,Return on equity,Lower bound (25th percentile),0.03,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Large,Return on equity,Upper bound (75th percentile),0.74,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Large,Return on equity,Median (50th percentile),0.25,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Large,Gross profit ratio,Lower bound (25th percentile),0.27,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Large,Gross profit ratio,Upper bound (75th percentile),0.4,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Large,Gross profit ratio,Median (50th percentile),0.35,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Large,Return on total assets,Lower bound (25th percentile),0.01,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Large,Return on total assets,Upper bound (75th percentile),0.19,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Large,Return on total assets,Median (50th percentile),0.08,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Large,Liability structure,Lower bound (25th percentile),0.07,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Liability structure,Upper bound (75th percentile),0.57,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Liability structure,Median (50th percentile),0.24,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.08,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.16,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.12,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Large,Quick ratio,Lower bound (25th percentile),0.35,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Quick ratio,Upper bound (75th percentile),1.49,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Large,Quick ratio,Median (50th percentile),0.68,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Current ratio,Lower bound (25th percentile),0.9,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Current ratio,Upper bound (75th percentile),2.4,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Current ratio,Median (50th percentile),1.2,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Gross profit ratio,Lower bound (25th percentile),0.3,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Medium,Gross profit ratio,Upper bound (75th percentile),0.46,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Medium,Gross profit ratio,Median (50th percentile),0.38,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Medium,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Liability structure,Upper bound (75th percentile),0.4,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Liability structure,Median (50th percentile),0.14,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Quick ratio,Lower bound (25th percentile),0.32,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Quick ratio,Upper bound (75th percentile),1.28,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Quick ratio,Median (50th percentile),0.69,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Medium,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Medium,Stock turnover per annum,Upper bound (75th percentile),8,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Medium,Stock turnover per annum,Median (50th percentile),4,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Medium,Return on equity,Upper bound (75th percentile),0.66,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Medium,Return on equity,Median (50th percentile),0.14,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Medium,Return on total assets,Upper bound (75th percentile),0.12,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Medium,Return on total assets,Median (50th percentile),0.03,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.07,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.18,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.13,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Micro,Gross profit ratio,Lower bound (25th percentile),0.33,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Micro,Gross profit ratio,Upper bound (75th percentile),0.72,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Micro,Gross profit ratio,Median (50th percentile),0.49,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Micro,Liability structure,Lower bound (25th percentile),-0.17,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Liability structure,Upper bound (75th percentile),0.65,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Liability structure,Median (50th percentile),0.02,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Quick ratio,Lower bound (25th percentile),0.16,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Quick ratio,Upper bound (75th percentile),1.27,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Quick ratio,Median (50th percentile),0.57,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Current ratio,Lower bound (25th percentile),0.42,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Current ratio,Upper bound (75th percentile),2.73,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Current ratio,Median (50th percentile),0.97,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Micro,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Micro,Return on equity,Upper bound (75th percentile),0.59,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Micro,Return on equity,Median (50th percentile),0.04,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Micro,Return on total assets,Lower bound (25th percentile),-0.01,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Micro,Return on total assets,Upper bound (75th percentile),0.07,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Micro,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.04,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Micro,Stock turnover per annum,Lower bound (25th percentile),1,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Micro,Stock turnover per annum,Upper bound (75th percentile),5,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Micro,Stock turnover per annum,Median (50th percentile),2,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Small,Return on equity,Upper bound (75th percentile),0.51,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Small,Return on equity,Median (50th percentile),0.04,percentage,% of total proprietor or shareholder funds,
2024,Hardware and building supplies retailing,G4231,Small,Gross profit ratio,Lower bound (25th percentile),0.31,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Small,Gross profit ratio,Upper bound (75th percentile),0.54,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Small,Gross profit ratio,Median (50th percentile),0.41,percentage,% of sales and/or services,
2024,Hardware and building supplies retailing,G4231,Small,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Small,Return on total assets,Upper bound (75th percentile),0.1,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Hardware and building supplies retailing,G4231,Small,Liability structure,Lower bound (25th percentile),-0.03,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Liability structure,Upper bound (75th percentile),0.41,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Liability structure,Median (50th percentile),0.09,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.2,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Small,Salaries and wages / turnover ratio,Median (50th percentile),0.06,percentage,% of turnover income,
2024,Hardware and building supplies retailing,G4231,Small,Quick ratio,Lower bound (25th percentile),0.17,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Quick ratio,Upper bound (75th percentile),1.22,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Quick ratio,Median (50th percentile),0.69,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Current ratio,Lower bound (25th percentile),0.74,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Current ratio,Upper bound (75th percentile),2.55,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Current ratio,Median (50th percentile),1.15,percentage,% of total current liabilities,
2024,Hardware and building supplies retailing,G4231,Small,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Small,Stock turnover per annum,Upper bound (75th percentile),6,number,Ratio,
2024,Hardware and building supplies retailing,G4231,Small,Stock turnover per annum,Median (50th percentile),3,number,Ratio,
2024,Houseware retailing,G4213,Large,Current ratio,Lower bound (25th percentile),0.99,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Large,Current ratio,Upper bound (75th percentile),3.06,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Large,Current ratio,Median (50th percentile),1.49,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Large,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Houseware retailing,G4213,Large,Stock turnover per annum,Upper bound (75th percentile),5,number,Ratio,
2024,Houseware retailing,G4213,Large,Stock turnover per annum,Median (50th percentile),3,number,Ratio,
2024,Houseware retailing,G4213,Large,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Large,Return on equity,Upper bound (75th percentile),0.71,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Large,Return on equity,Median (50th percentile),0.25,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Large,Gross profit ratio,Lower bound (25th percentile),0.4,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Large,Gross profit ratio,Upper bound (75th percentile),0.51,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Large,Gross profit ratio,Median (50th percentile),0.46,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Large,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Houseware retailing,G4213,Large,Return on total assets,Upper bound (75th percentile),0.17,percentage,% of total assets,
2024,Houseware retailing,G4213,Large,Return on total assets,Median (50th percentile),0.05,percentage,% of total assets,
2024,Houseware retailing,G4213,Large,Liability structure,Lower bound (25th percentile),0.18,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Large,Liability structure,Upper bound (75th percentile),0.63,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Large,Liability structure,Median (50th percentile),0.28,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.12,percentage,% of turnover income,
2024,Houseware retailing,G4213,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.19,percentage,% of turnover income,
2024,Houseware retailing,G4213,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.15,percentage,% of turnover income,
2024,Houseware retailing,G4213,Large,Quick ratio,Lower bound (25th percentile),0.23,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Large,Quick ratio,Upper bound (75th percentile),1.32,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Large,Quick ratio,Median (50th percentile),0.76,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Current ratio,Lower bound (25th percentile),0.78,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Current ratio,Upper bound (75th percentile),5.96,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Current ratio,Median (50th percentile),1.14,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Gross profit ratio,Lower bound (25th percentile),0.32,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Medium,Gross profit ratio,Upper bound (75th percentile),0.5,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Medium,Gross profit ratio,Median (50th percentile),0.43,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Medium,Liability structure,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Medium,Liability structure,Upper bound (75th percentile),0.69,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Medium,Liability structure,Median (50th percentile),0.13,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Medium,Quick ratio,Lower bound (25th percentile),0.1,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Quick ratio,Upper bound (75th percentile),1.52,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Quick ratio,Median (50th percentile),0.81,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Medium,Stock turnover per annum,Lower bound (25th percentile),2,number,Ratio,
2024,Houseware retailing,G4213,Medium,Stock turnover per annum,Upper bound (75th percentile),3,number,Ratio,
2024,Houseware retailing,G4213,Medium,Stock turnover per annum,Median (50th percentile),2,number,Ratio,
2024,Houseware retailing,G4213,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Medium,Return on equity,Upper bound (75th percentile),0.37,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Medium,Return on equity,Median (50th percentile),0.01,percentage,% of total proprietor or shareholder funds,
2024,Houseware retailing,G4213,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Houseware retailing,G4213,Medium,Return on total assets,Upper bound (75th percentile),0.04,percentage,% of total assets,
2024,Houseware retailing,G4213,Medium,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Houseware retailing,G4213,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.05,percentage,% of turnover income,
2024,Houseware retailing,G4213,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.17,percentage,% of turnover income,
2024,Houseware retailing,G4213,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.11,percentage,% of turnover income,
2024,Houseware retailing,G4213,Micro,Gross profit ratio,Lower bound (25th percentile),0.34,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Micro,Gross profit ratio,Upper bound (75th percentile),0.69,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Micro,Gross profit ratio,Median (50th percentile),0.49,percentage,% of sales and/or services,
2024,Houseware retailing,G4213,Micro,Liability structure,Lower bound (25th percentile),-0.82,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Micro,Liability structure,Upper bound (75th percentile),0.36,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Micro,Liability structure,Median (50th percentile),-0.02,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Houseware retailing,G4213,Micro,Quick ratio,Lower bound (25th percentile),0.03,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Micro,Quick ratio,Upper bound (75th percentile),1.55,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Micro,Quick ratio,Median (50th percentile),0.2,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Micro,Current ratio,Lower bound (25th percentile),0.36,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Micro,Current ratio,Upper bound (75th percentile),1.81,percentage,% of total current liabilities,
2024,Houseware retailing,G4213,Micro,Current ratio,Median (50th percentile),0.95,percentage,% of total current liabilities,
