Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Value,Value Unit,Value Label,Null Reason
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,35,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,4650,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,6035,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,4950,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,16470,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,1595,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,1700,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,7925,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,350,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,42900,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,65,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,140,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,70,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,5275,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,1405,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,5630,number,Number of students enrolled,
2024,Sales and marketing,S0805,Graduate diploma/certificate,Graduate Diploma/Certificate,125,number,Number of students enrolled,
2024,Sales and marketing,S0805,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,115,number,Number of students enrolled,
2024,Sales and marketing,S0805,Masters degree,Masters Degree,705,number,Number of students enrolled,
2024,Sales and marketing,S0805,Doctorate degree,Doctorate Degree,115,number,Number of students enrolled,
2024,Sales and marketing,S0805,Total people,Total,13500,number,Number of students enrolled,
2024,Tourism,S0807,Level 1 certificate,Level 1 Certificate,25,number,Number of students enrolled,
2024,Tourism,S0807,Level 2 certificate,Level 2 Certificate,30,number,Number of students enrolled,
2024,Tourism,S0807,Level 3 certificate,Level 3 Certificate,630,number,Number of students enrolled,
2024,Tourism,S0807,Level 4 certificate,Level 4 Certificate,450,number,Number of students enrolled,
2024,Tourism,S0807,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,630,number,Number of students enrolled,
2024,Tourism,S0807,Bachelor degree,Bachelor Degree,265,number,Number of students enrolled,
2024,Tourism,S0807,Graduate diploma/certificate,Graduate Diploma/Certificate,10,number,Number of students enrolled,
2024,Tourism,S0807,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,5,number,Number of students enrolled,
2024,Tourism,S0807,Masters degree,Masters Degree,60,number,Number of students enrolled,
2024,Tourism,S0807,Doctorate degree,Doctorate Degree,65,number,Number of students enrolled,
2024,Tourism,S0807,Total people,Total,1925,number,Number of students enrolled,
2024,Office administration,S0809,Level 1 certificate,Level 1 Certificate,5,number,Number of students enrolled,
2024,Office administration,S0809,Level 2 certificate,Level 2 Certificate,1820,number,Number of students enrolled,
2024,Office administration,S0809,Level 3 certificate,Level 3 Certificate,2365,number,Number of students enrolled,
2024,Office administration,S0809,Level 4 certificate,Level 4 Certificate,40,number,Number of students enrolled,
2024,Office administration,S0809,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,5,number,Number of students enrolled,
2024,Office administration,S0809,Bachelor degree,Bachelor Degree,0,number,Number of students enrolled,
2024,Office administration,S0809,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,Office administration,S0809,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,0,number,Number of students enrolled,
2024,Office administration,S0809,Masters degree,Masters Degree,0,number,Number of students enrolled,
2024,Office administration,S0809,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,Office administration,S0809,Total people,Total,4185,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Level 2 certificate,Level 2 Certificate,255,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Level 3 certificate,Level 3 Certificate,515,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Level 4 certificate,Level 4 Certificate,5,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,3940,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Bachelor degree,Bachelor Degree,3700,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Graduate diploma/certificate,Graduate Diploma/Certificate,90,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,85,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Masters degree,Masters Degree,770,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Doctorate degree,Doctorate Degree,115,number,Number of students enrolled,
2024,"Banking, finance and related fields",S0811,Total people,Total,9385,number,Number of students enrolled,
2024,Other management and commerce,S0899,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Other management and commerce,S0899,Level 2 certificate,Level 2 Certificate,40,number,Number of students enrolled,
2024,Other management and commerce,S0899,Level 3 certificate,Level 3 Certificate,20,number,Number of students enrolled,
2024,Other management and commerce,S0899,Level 4 certificate,Level 4 Certificate,5,number,Number of students enrolled,
2024,Other management and commerce,S0899,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,570,number,Number of students enrolled,
2024,Other management and commerce,S0899,Bachelor degree,Bachelor Degree,2830,number,Number of students enrolled,
2024,Other management and commerce,S0899,Graduate diploma/certificate,Graduate Diploma/Certificate,60,number,Number of students enrolled,
2024,Other management and commerce,S0899,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,145,number,Number of students enrolled,
2024,Other management and commerce,S0899,Masters degree,Masters Degree,535,number,Number of students enrolled,
2024,Other management and commerce,S0899,Doctorate degree,Doctorate Degree,85,number,Number of students enrolled,
2024,Other management and commerce,S0899,Total people,Total,4255,number,Number of students enrolled,
2024,Society and culture,S09,Level 1 certificate,Level 1 Certificate,15435,number,Number of students enrolled,
2024,Society and culture,S09,Level 2 certificate,Level 2 Certificate,9015,number,Number of students enrolled,
2024,Society and culture,S09,Level 3 certificate,Level 3 Certificate,13475,number,Number of students enrolled,
2024,Society and culture,S09,Level 4 certificate,Level 4 Certificate,18925,number,Number of students enrolled,
2024,Society and culture,S09,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,10910,number,Number of students enrolled,
2024,Society and culture,S09,Bachelor degree,Bachelor Degree,44280,number,Number of students enrolled,
2024,Society and culture,S09,Graduate diploma/certificate,Graduate Diploma/Certificate,2230,number,Number of students enrolled,
2024,Society and culture,S09,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,4220,number,Number of students enrolled,
2024,Society and culture,S09,Masters degree,Masters Degree,4955,number,Number of students enrolled,
2024,Society and culture,S09,Doctorate degree,Doctorate Degree,2070,number,Number of students enrolled,
2024,Society and culture,S09,Total people,Total,113915,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Level 2 certificate,Level 2 Certificate,25,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Level 3 certificate,Level 3 Certificate,5,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Level 4 certificate,Level 4 Certificate,0,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,105,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Bachelor degree,Bachelor Degree,3635,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Graduate diploma/certificate,Graduate Diploma/Certificate,70,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,235,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Masters degree,Masters Degree,830,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Doctorate degree,Doctorate Degree,160,number,Number of students enrolled,
2024,Political science and policy studies,S0901,Total people,Total,5010,number,Number of students enrolled,
2024,Studies in human society,S0903,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Studies in human society,S0903,Level 2 certificate,Level 2 Certificate,295,number,Number of students enrolled,
2024,Studies in human society,S0903,Level 3 certificate,Level 3 Certificate,3635,number,Number of students enrolled,
2024,Studies in human society,S0903,Level 4 certificate,Level 4 Certificate,2750,number,Number of students enrolled,
2024,Studies in human society,S0903,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,800,number,Number of students enrolled,
2024,Studies in human society,S0903,Bachelor degree,Bachelor Degree,8810,number,Number of students enrolled,
2024,Studies in human society,S0903,Graduate diploma/certificate,Graduate Diploma/Certificate,150,number,Number of students enrolled,
2024,Studies in human society,S0903,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,410,number,Number of students enrolled,
2024,Studies in human society,S0903,Masters degree,Masters Degree,685,number,Number of students enrolled,
2024,Studies in human society,S0903,Doctorate degree,Doctorate Degree,425,number,Number of students enrolled,
2024,Studies in human society,S0903,Total people,Total,17665,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Level 2 certificate,Level 2 Certificate,810,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Level 3 certificate,Level 3 Certificate,1985,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Level 4 certificate,Level 4 Certificate,7095,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,2110,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Bachelor degree,Bachelor Degree,3530,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Graduate diploma/certificate,Graduate Diploma/Certificate,105,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,495,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Masters degree,Masters Degree,595,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Doctorate degree,Doctorate Degree,50,number,Number of students enrolled,
2024,Human welfare studies and services,S0905,Total people,Total,16310,number,Number of students enrolled,
2024,Behavioural science,S0907,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Behavioural science,S0907,Level 2 certificate,Level 2 Certificate,15,number,Number of students enrolled,
2024,Behavioural science,S0907,Level 3 certificate,Level 3 Certificate,60,number,Number of students enrolled,
2024,Behavioural science,S0907,Level 4 certificate,Level 4 Certificate,5,number,Number of students enrolled,
2024,Behavioural science,S0907,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,370,number,Number of students enrolled,
2024,Behavioural science,S0907,Bachelor degree,Bachelor Degree,11735,number,Number of students enrolled,
2024,Behavioural science,S0907,Graduate diploma/certificate,Graduate Diploma/Certificate,790,number,Number of students enrolled,
2024,Behavioural science,S0907,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,1310,number,Number of students enrolled,
2024,Behavioural science,S0907,Masters degree,Masters Degree,1125,number,Number of students enrolled,
2024,Behavioural science,S0907,Doctorate degree,Doctorate Degree,520,number,Number of students enrolled,
2024,Behavioural science,S0907,Total people,Total,15590,number,Number of students enrolled,
2024,Law,S0909,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Law,S0909,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,Law,S0909,Level 3 certificate,Level 3 Certificate,5,number,Number of students enrolled,
2024,Law,S0909,Level 4 certificate,Level 4 Certificate,0,number,Number of students enrolled,
2024,Law,S0909,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,565,number,Number of students enrolled,
2024,Law,S0909,Bachelor degree,Bachelor Degree,10240,number,Number of students enrolled,
2024,Law,S0909,Graduate diploma/certificate,Graduate Diploma/Certificate,475,number,Number of students enrolled,
2024,Law,S0909,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,780,number,Number of students enrolled,
2024,Law,S0909,Masters degree,Masters Degree,415,number,Number of students enrolled,
2024,Law,S0909,Doctorate degree,Doctorate Degree,115,number,Number of students enrolled,
2024,Law,S0909,Total people,Total,12195,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Level 2 certificate,Level 2 Certificate,210,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Level 3 certificate,Level 3 Certificate,0,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Level 4 certificate,Level 4 Certificate,0,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,985,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Bachelor degree,Bachelor Degree,335,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Graduate diploma/certificate,Graduate Diploma/Certificate,5,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,20,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Masters degree,Masters Degree,15,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Doctorate degree,Doctorate Degree,5,number,Number of students enrolled,
2024,Justice and law enforcement,S0911,Total people,Total,1575,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Level 3 certificate,Level 3 Certificate,0,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Level 4 certificate,Level 4 Certificate,0,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,270,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Bachelor degree,Bachelor Degree,195,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Graduate diploma/certificate,Graduate Diploma/Certificate,20,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,110,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Masters degree,Masters Degree,130,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Doctorate degree,Doctorate Degree,15,number,Number of students enrolled,
2024,"Librarianship, information management and curatorial studies",S0913,Total people,Total,720,number,Number of students enrolled,
2024,Language and literature,S0915,Level 1 certificate,Level 1 Certificate,15395,number,Number of students enrolled,
2024,Language and literature,S0915,Level 2 certificate,Level 2 Certificate,7575,number,Number of students enrolled,
2024,Language and literature,S0915,Level 3 certificate,Level 3 Certificate,7085,number,Number of students enrolled,
2024,Language and literature,S0915,Level 4 certificate,Level 4 Certificate,8560,number,Number of students enrolled,
2024,Language and literature,S0915,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,4280,number,Number of students enrolled,
2024,Language and literature,S0915,Bachelor degree,Bachelor Degree,6110,number,Number of students enrolled,
2024,Language and literature,S0915,Graduate diploma/certificate,Graduate Diploma/Certificate,285,number,Number of students enrolled,
2024,Language and literature,S0915,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,565,number,Number of students enrolled,
2024,Language and literature,S0915,Masters degree,Masters Degree,375,number,Number of students enrolled,
2024,Language and literature,S0915,Doctorate degree,Doctorate Degree,275,number,Number of students enrolled,
2024,Language and literature,S0915,Total people,Total,43105,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Level 3 certificate,Level 3 Certificate,35,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Level 4 certificate,Level 4 Certificate,245,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,945,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Bachelor degree,Bachelor Degree,2365,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Graduate diploma/certificate,Graduate Diploma/Certificate,265,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,220,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Masters degree,Masters Degree,115,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Doctorate degree,Doctorate Degree,115,number,Number of students enrolled,
2024,Philosophy and religious studies,S0917,Total people,Total,4260,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Level 3 certificate,Level 3 Certificate,10,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Level 4 certificate,Level 4 Certificate,20,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,55,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Bachelor degree,Bachelor Degree,4220,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Graduate diploma/certificate,Graduate Diploma/Certificate,60,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,85,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Masters degree,Masters Degree,280,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Doctorate degree,Doctorate Degree,105,number,Number of students enrolled,
2024,Economics and econometrics,S0919,Total people,Total,4805,number,Number of students enrolled,
2024,Sport and recreation,S0921,Level 1 certificate,Level 1 Certificate,35,number,Number of students enrolled,
2024,Sport and recreation,S0921,Level 2 certificate,Level 2 Certificate,105,number,Number of students enrolled,
2024,Sport and recreation,S0921,Level 3 certificate,Level 3 Certificate,675,number,Number of students enrolled,
2024,Sport and recreation,S0921,Level 4 certificate,Level 4 Certificate,445,number,Number of students enrolled,
2024,Sport and recreation,S0921,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,675,number,Number of students enrolled,
2024,Sport and recreation,S0921,Bachelor degree,Bachelor Degree,1775,number,Number of students enrolled,
2024,Sport and recreation,S0921,Graduate diploma/certificate,Graduate Diploma/Certificate,20,number,Number of students enrolled,
2024,Sport and recreation,S0921,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,15,number,Number of students enrolled,
2024,Sport and recreation,S0921,Masters degree,Masters Degree,55,number,Number of students enrolled,
2024,Sport and recreation,S0921,Doctorate degree,Doctorate Degree,40,number,Number of students enrolled,
2024,Sport and recreation,S0921,Total people,Total,3625,number,Number of students enrolled,
2024,Other society and culture,S0999,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Other society and culture,S0999,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,Other society and culture,S0999,Level 3 certificate,Level 3 Certificate,140,number,Number of students enrolled,
2024,Other society and culture,S0999,Level 4 certificate,Level 4 Certificate,50,number,Number of students enrolled,
2024,Other society and culture,S0999,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,90,number,Number of students enrolled,
2024,Other society and culture,S0999,Bachelor degree,Bachelor Degree,2805,number,Number of students enrolled,
2024,Other society and culture,S0999,Graduate diploma/certificate,Graduate Diploma/Certificate,20,number,Number of students enrolled,
2024,Other society and culture,S0999,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,75,number,Number of students enrolled,
2024,Other society and culture,S0999,Masters degree,Masters Degree,450,number,Number of students enrolled,
2024,Other society and culture,S0999,Doctorate degree,Doctorate Degree,245,number,Number of students enrolled,
2024,Other society and culture,S0999,Total people,Total,3865,number,Number of students enrolled,
2024,Creative arts,S10,Level 1 certificate,Level 1 Certificate,10,number,Number of students enrolled,
2024,Creative arts,S10,Level 2 certificate,Level 2 Certificate,795,number,Number of students enrolled,
2024,Creative arts,S10,Level 3 certificate,Level 3 Certificate,660,number,Number of students enrolled,
2024,Creative arts,S10,Level 4 certificate,Level 4 Certificate,2560,number,Number of students enrolled,
2024,Creative arts,S10,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,3030,number,Number of students enrolled,
2024,Creative arts,S10,Bachelor degree,Bachelor Degree,13630,number,Number of students enrolled,
2024,Creative arts,S10,Graduate diploma/certificate,Graduate Diploma/Certificate,165,number,Number of students enrolled,
2024,Creative arts,S10,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,2020,number,Number of students enrolled,
2024,Creative arts,S10,Masters degree,Masters Degree,1275,number,Number of students enrolled,
2024,Creative arts,S10,Doctorate degree,Doctorate Degree,500,number,Number of students enrolled,
2024,Creative arts,S10,Total people,Total,24280,number,Number of students enrolled,
2024,Performing arts,S1001,Level 1 certificate,Level 1 Certificate,10,number,Number of students enrolled,
2024,Performing arts,S1001,Level 2 certificate,Level 2 Certificate,20,number,Number of students enrolled,
2024,Performing arts,S1001,Level 3 certificate,Level 3 Certificate,330,number,Number of students enrolled,
2024,Performing arts,S1001,Level 4 certificate,Level 4 Certificate,535,number,Number of students enrolled,
2024,Performing arts,S1001,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,395,number,Number of students enrolled,
2024,Performing arts,S1001,Bachelor degree,Bachelor Degree,2570,number,Number of students enrolled,
2024,Performing arts,S1001,Graduate diploma/certificate,Graduate Diploma/Certificate,15,number,Number of students enrolled,
2024,Performing arts,S1001,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,135,number,Number of students enrolled,
2024,Performing arts,S1001,Masters degree,Masters Degree,215,number,Number of students enrolled,
2024,Performing arts,S1001,Doctorate degree,Doctorate Degree,155,number,Number of students enrolled,
2024,Performing arts,S1001,Total people,Total,4340,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Level 2 certificate,Level 2 Certificate,660,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Level 3 certificate,Level 3 Certificate,145,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Level 4 certificate,Level 4 Certificate,605,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,710,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Bachelor degree,Bachelor Degree,1710,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Graduate diploma/certificate,Graduate Diploma/Certificate,10,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,375,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Masters degree,Masters Degree,105,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Doctorate degree,Doctorate Degree,65,number,Number of students enrolled,
2024,Visual arts and crafts,S1003,Total people,Total,4310,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Level 2 certificate,Level 2 Certificate,105,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Level 3 certificate,Level 3 Certificate,135,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Level 4 certificate,Level 4 Certificate,1225,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,990,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Bachelor degree,Bachelor Degree,4435,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Graduate diploma/certificate,Graduate Diploma/Certificate,35,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,1125,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Masters degree,Masters Degree,355,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Doctorate degree,Doctorate Degree,55,number,Number of students enrolled,
2024,Graphic and design studies,S1005,Total people,Total,8340,number,Number of students enrolled,
2024,Communication and media studies,S1007,Level 1 certificate,Level 1 Certificate,5,number,Number of students enrolled,
2024,Communication and media studies,S1007,Level 2 certificate,Level 2 Certificate,25,number,Number of students enrolled,
2024,Communication and media studies,S1007,Level 3 certificate,Level 3 Certificate,5,number,Number of students enrolled,
2024,Communication and media studies,S1007,Level 4 certificate,Level 4 Certificate,35,number,Number of students enrolled,
2024,Communication and media studies,S1007,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,690,number,Number of students enrolled,
2024,Communication and media studies,S1007,Bachelor degree,Bachelor Degree,5115,number,Number of students enrolled,
2024,Communication and media studies,S1007,Graduate diploma/certificate,Graduate Diploma/Certificate,105,number,Number of students enrolled,
2024,Communication and media studies,S1007,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,540,number,Number of students enrolled,
2024,Communication and media studies,S1007,Masters degree,Masters Degree,480,number,Number of students enrolled,
2024,Communication and media studies,S1007,Doctorate degree,Doctorate Degree,160,number,Number of students enrolled,
2024,Communication and media studies,S1007,Total people,Total,7125,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 1 certificate,Level 1 Certificate,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,60,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,375,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,280,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,400,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,55,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,155,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,65,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,1350,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,70,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,2110,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,2640,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,4305,number,Number of students enrolled,
