Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,European,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,European,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,European,3170,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,Māori,1805,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,Pacific Peoples,570,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,Asian,285,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,Other,255,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,Total,4990,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,European,1530,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,Māori,1540,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,405,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,Asian,140,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,Other,50,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,Total,2795,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,European,1755,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,Māori,1700,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,695,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,Asian,195,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,Other,100,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,Total,3605,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,European,865,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,Māori,865,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,600,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,Asian,255,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,Other,95,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,Domestic,Total,2220,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,European,1355,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,Māori,700,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,490,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,Asian,430,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,Other,170,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,Domestic,Total,2630,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,65,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,20,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,55,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,10,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,135,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,European,85,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,Māori,65,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,170,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,Asian,25,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,Other,15,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,Domestic,Total,305,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,35,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,45,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,85,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,20,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,110,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,European,175,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,Māori,65,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,Pacific Peoples,30,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,Asian,30,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,Domestic,Total,285,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,European,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,Domestic,Total,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,European,5585,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,Māori,4685,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,Pacific Peoples,2285,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,Asian,1030,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,Other,435,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,Domestic,Total,11365,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,Domestic,European,900,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,Domestic,Māori,1105,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,275,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,Domestic,Asian,75,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,Domestic,Other,30,number,Number of students enrolled,
