Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Other education,S0799,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Other education,S0799,Doctorate degree,Doctorate Degree,Domestic,Asian,5,number,Number of students enrolled,
2024,Other education,S0799,Doctorate degree,Doctorate Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Other education,S0799,Doctorate degree,Doctorate Degree,Domestic,Total,35,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,European,620,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,Māori,240,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,Pacific Peoples,80,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,Asian,65,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,Other,45,number,Number of students enrolled,
2024,Other education,S0799,Total people,Total,Domestic,Total,845,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,European,60,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,Māori,45,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Management and commerce,S08,Level 1 certificate,Level 1 Certificate,Domestic,Total,90,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,European,1320,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,Māori,805,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,305,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,Asian,240,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,Other,120,number,Number of students enrolled,
2024,Management and commerce,S08,Level 2 certificate,Level 2 Certificate,Domestic,Total,2300,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,European,4130,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,Māori,2710,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,1135,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,Asian,1060,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,Other,470,number,Number of students enrolled,
2024,Management and commerce,S08,Level 3 certificate,Level 3 Certificate,Domestic,Total,8020,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,European,8050,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,Māori,2515,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,1295,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,Asian,3505,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,Other,940,number,Number of students enrolled,
2024,Management and commerce,S08,Level 4 certificate,Level 4 Certificate,Domestic,Total,14345,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,6535,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,1680,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,1070,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,2410,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,730,number,Number of students enrolled,
2024,Management and commerce,S08,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,11125,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,European,14045,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,Māori,2870,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,2390,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,Asian,5780,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,Other,1280,number,Number of students enrolled,
2024,Management and commerce,S08,Bachelor degree,Bachelor Degree,Domestic,Total,22180,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,1050,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,145,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,75,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,385,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,150,number,Number of students enrolled,
2024,Management and commerce,S08,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,1670,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,770,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,145,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,120,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,475,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,115,number,Number of students enrolled,
2024,Management and commerce,S08,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,1465,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,European,1505,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,Māori,250,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,Pacific Peoples,210,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,Asian,1655,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,Other,325,number,Number of students enrolled,
2024,Management and commerce,S08,Masters degree,Masters Degree,Domestic,Total,3650,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,European,175,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,Māori,40,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,25,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,Asian,100,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,Other,35,number,Number of students enrolled,
2024,Management and commerce,S08,Doctorate degree,Doctorate Degree,Domestic,Total,335,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,European,36510,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,Māori,10670,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,Pacific Peoples,6360,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,Asian,15105,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,Other,4025,number,Number of students enrolled,
2024,Management and commerce,S08,Total people,Total,Domestic,Total,62865,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 1 certificate,Level 1 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 2 certificate,Level 2 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Accountancy,S0801,Level 3 certificate,Level 3 Certificate,Domestic,Total,15,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,European,1570,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,Māori,460,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,210,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,Asian,775,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,Other,185,number,Number of students enrolled,
2024,Accountancy,S0801,Level 4 certificate,Level 4 Certificate,Domestic,Total,2775,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,125,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,45,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,25,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,30,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,10,number,Number of students enrolled,
2024,Accountancy,S0801,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,195,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,European,3650,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,Māori,785,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,635,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,Asian,1605,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,Other,290,number,Number of students enrolled,
2024,Accountancy,S0801,Bachelor degree,Bachelor Degree,Domestic,Total,5935,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,70,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,90,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,10,number,Number of students enrolled,
2024,Accountancy,S0801,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,175,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,45,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,5,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,50,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,10,number,Number of students enrolled,
2024,Accountancy,S0801,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,105,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,European,100,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,Māori,10,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,Asian,230,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,Other,20,number,Number of students enrolled,
2024,Accountancy,S0801,Masters degree,Masters Degree,Domestic,Total,365,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,European,5,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,Asian,10,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Accountancy,S0801,Doctorate degree,Doctorate Degree,Domestic,Total,20,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,European,5555,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,Māori,1320,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,Pacific Peoples,900,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,Asian,2760,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,Other,520,number,Number of students enrolled,
2024,Accountancy,S0801,Total people,Total,Domestic,Total,9540,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 1 certificate,Level 1 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,European,25,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Business and management,S0803,Level 2 certificate,Level 2 Certificate,Domestic,Total,35,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,European,2490,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,Māori,1595,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,510,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,Asian,590,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,Other,285,number,Number of students enrolled,
2024,Business and management,S0803,Level 3 certificate,Level 3 Certificate,Domestic,Total,4645,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,European,3470,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,Māori,1325,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,605,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,Asian,945,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,Other,505,number,Number of students enrolled,
2024,Business and management,S0803,Level 4 certificate,Level 4 Certificate,Domestic,Total,6000,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,3140,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,945,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,420,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,555,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,345,number,Number of students enrolled,
2024,Business and management,S0803,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,4720,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,European,8130,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,Māori,1680,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,1305,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,Asian,3400,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,Other,700,number,Number of students enrolled,
2024,Business and management,S0803,Bachelor degree,Bachelor Degree,Domestic,Total,12840,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,865,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,125,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,65,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,270,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,130,number,Number of students enrolled,
2024,Business and management,S0803,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,1345,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,675,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,130,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,105,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,395,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,100,number,Number of students enrolled,
2024,Business and management,S0803,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,1275,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,European,1240,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,Māori,225,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,Pacific Peoples,150,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,Asian,1085,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,Other,270,number,Number of students enrolled,
2024,Business and management,S0803,Masters degree,Masters Degree,Domestic,Total,2735,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,European,110,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,Māori,35,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,20,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,Asian,45,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,Other,20,number,Number of students enrolled,
2024,Business and management,S0803,Doctorate degree,Doctorate Degree,Domestic,Total,195,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,European,19780,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,Māori,5920,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,Pacific Peoples,3105,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,Asian,7160,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,Other,2310,number,Number of students enrolled,
2024,Business and management,S0803,Total people,Total,Domestic,Total,33120,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,European,50,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,Māori,30,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 1 certificate,Level 1 Certificate,Domestic,Total,65,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,European,70,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,Māori,55,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,50,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,Asian,10,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 2 certificate,Level 2 Certificate,Domestic,Total,140,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,European,45,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 3 certificate,Level 3 Certificate,Domestic,Total,70,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,European,2880,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,Māori,635,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,335,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,Asian,1775,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,Other,245,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 4 certificate,Level 4 Certificate,Domestic,Total,5215,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,750,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,195,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,115,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,295,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,105,number,Number of students enrolled,
2024,Sales and marketing,S0805,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,1400,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,European,3465,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,Māori,560,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,405,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,Asian,960,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,Other,255,number,Number of students enrolled,
2024,Sales and marketing,S0805,Bachelor degree,Bachelor Degree,Domestic,Total,4740,number,Number of students enrolled,
