Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Total,85-*,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,total,24,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,*-4,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,10-14,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,15-19,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,20-24,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,25-29,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,30-34,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,35-39,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,40-44,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,50-54,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Male,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,total,8,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,*-4,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,20-24,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,Female,85-*,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,total,50,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,*-4,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,10-14,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,15-19,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,20-24,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,25-29,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,30-34,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,35-39,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,40-44,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,45-49,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,50-54,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,55-59,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,60-64,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,70-74,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Total,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,total,31,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,*-4,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,10-14,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,15-19,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,20-24,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,25-29,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,30-34,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,35-39,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,45-49,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,55-59,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,60-64,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,70-74,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Male,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,total,19,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,15-19,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,20-24,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,25-29,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,30-34,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,35-39,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,40-44,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,50-54,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,55-59,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X47 Accidental poisoning by and exposure to carbon monoxide and other gases and vapours,X47,Female,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,total,28,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,*-4,16,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,5-9,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,25-29,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,30-34,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,45-49,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,70-74,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Total,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,total,18,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,*-4,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,25-29,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,30-34,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,70-74,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Male,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,total,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,*-4,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,5-9,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,25-29,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X48 Accidental poisoning by and exposure to pesticides,X48,Female,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,total,406,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,*-4,62,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,5-9,9,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,10-14,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,15-19,19,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,20-24,39,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,25-29,34,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,30-34,39,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,35-39,18,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,40-44,29,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,45-49,22,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,50-54,35,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,55-59,27,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,60-64,22,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,65-69,13,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,70-74,14,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,Total,75-79,10,number,Number of hospitalisations,
