Calendar Year,Measure,Item,Item Code,Code,Value,Value Unit,Value Label,Null Reason
2019,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,2985,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,1395,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,2166,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,2082,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,2749,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Zinc and articles thereof,HS79,79,4076,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,6011,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,7423,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,8255,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,6933,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,6627,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,6023,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,8936,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,9979,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,9586,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,11566,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,9125,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,10961,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,9176,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,7419,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,2035,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,492,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,2382,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,2599,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,1108,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,319,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,317,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,687,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,284,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,430,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Tin; articles thereof,HS80,80,697,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,130,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,85,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,41,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1401,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,2087,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,4323,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,4670,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,3713,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,2804,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1161,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,2265,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1852,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1017,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,738,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1011,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1150,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1554,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1239,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1788,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,6366,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,12336,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,2170,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,23908,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,2941,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Metals; n.e.c., cermets and articles thereof",HS81,81,1517,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,85896,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,85638,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,87019,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,72913,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,73509,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,74527,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,83687,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,69576,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,77891,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,50128,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,50370,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,49263,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,48228,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,44682,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,56919,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,48827,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,54940,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,55194,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,55984,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,48252,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,47201,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,50095,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,34817,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,40215,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",HS82,82,45031,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,52321,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,59832,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,64784,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,58892,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,66250,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,75306,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,57684,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,54064,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,62732,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,58844,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,55950,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,51208,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,45677,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,42906,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,43637,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,42692,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,41630,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,49091,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,47156,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,46860,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,49126,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,51586,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,52311,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,54000,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Metal; miscellaneous products of base metal,HS83,83,58348,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1248717,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1370995,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1349122,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1397988,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1603112,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1682698,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1886187,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1893066,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1881249,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1658286,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1722314,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1823287,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1716366,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1527976,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1609732,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1700686,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1621290,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1642169,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1833833,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1863502,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1660363,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,1898723,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,2147394,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,2403413,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",HS84,84,2482644,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1031782,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1035664,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,961425,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,900375,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1026322,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1009589,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1098993,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1051453,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1075326,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,982277,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1029349,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1109282,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1119049,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1066074,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,923573,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1068548,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1006754,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1037976,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1149936,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1058077,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1019930,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1156162,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1453412,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1515124,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",HS85,85,1585930,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,3366,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,12767,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,3684,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,2652,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,3335,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,7444,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,12112,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,19468,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,17775,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,21134,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,25882,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,30455,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,13527,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,12651,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,9808,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,20149,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,17415,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,26327,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,30283,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,28625,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,24476,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,29302,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,17780,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",HS86,86,18802,nzd,NZD thousands,
