Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2023,Census usually resident population,15-*,Optical science not further defined,S060900,Count,27,number,Number of people,
2023,Census usually resident population,15-*,Optical science not further defined,S060900,Percentage of total stated,0.0007001003477165,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Optometry,S060901,Count,798,number,Number of people,
2013,Census usually resident population,15-*,Optometry,S060901,Percentage of total stated,0.02701514168223,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Optometry,S060901,Count,1011,number,Number of people,
2018,Census usually resident population,15-*,Optometry,S060901,Percentage of total stated,0.0288331884544,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Optometry,S060901,Count,1383,number,Number of people,
2023,Census usually resident population,15-*,Optometry,S060901,Percentage of total stated,0.03586069558859,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Optical technology,S060903,Count,78,number,Number of people,
2013,Census usually resident population,15-*,Optical technology,S060903,Percentage of total stated,0.002640577758414,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Optical technology,S060903,Count,69,number,Number of people,
2018,Census usually resident population,15-*,Optical technology,S060903,Percentage of total stated,0.001967843722407,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Optical technology,S060903,Count,84,number,Number of people,
2023,Census usually resident population,15-*,Optical technology,S060903,Percentage of total stated,0.002178089970674,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Count,9,number,Number of people,
2013,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Percentage of total stated,0.0003046820490477,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Count,3,number,Number of people,
2018,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Percentage of total stated,0.00008555842271337,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Count,6,number,Number of people,
2023,Census usually resident population,15-*,Optical science not elsewhere classified,S060999,Percentage of total stated,0.0001555778550481,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Count,486,number,Number of people,
2013,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Percentage of total stated,0.01645283064858,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Count,291,number,Number of people,
2018,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Percentage of total stated,0.008299167003196,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Count,402,number,Number of people,
2023,Census usually resident population,15-*,Veterinary studies not further defined,S061100,Percentage of total stated,0.01042371628822,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Veterinary science,S061101,Count,2496,number,Number of people,
2013,Census usually resident population,15-*,Veterinary science,S061101,Percentage of total stated,0.08449848826923,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Veterinary science,S061101,Count,3591,number,Number of people,
2018,Census usually resident population,15-*,Veterinary science,S061101,Percentage of total stated,0.1024134319879,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Veterinary science,S061101,Count,4482,number,Number of people,
2023,Census usually resident population,15-*,Veterinary science,S061101,Percentage of total stated,0.1162166577209,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Veterinary assisting,S061103,Count,3897,number,Number of people,
2013,Census usually resident population,15-*,Veterinary assisting,S061103,Percentage of total stated,0.1319273272377,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Veterinary assisting,S061103,Count,5058,number,Number of people,
2018,Census usually resident population,15-*,Veterinary assisting,S061103,Percentage of total stated,0.1442515006947,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Veterinary assisting,S061103,Count,7548,number,Number of people,
2023,Census usually resident population,15-*,Veterinary assisting,S061103,Percentage of total stated,0.1957169416505,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Count,15,number,Number of people,
2013,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Percentage of total stated,0.0005078034150795,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Count,9,number,Number of people,
2018,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Percentage of total stated,0.0002566752681401,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Count,57,number,Number of people,
2023,Census usually resident population,15-*,Veterinary studies not elsewhere classified,S061199,Percentage of total stated,0.001477989622957,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Public health not further defined,S061300,Count,1362,number,Number of people,
2013,Census usually resident population,15-*,Public health not further defined,S061300,Percentage of total stated,0.04610855008922,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Public health not further defined,S061300,Count,1590,number,Number of people,
2018,Census usually resident population,15-*,Public health not further defined,S061300,Percentage of total stated,0.04534596403808,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Public health not further defined,S061300,Count,2286,number,Number of people,
2023,Census usually resident population,15-*,Public health not further defined,S061300,Percentage of total stated,0.05927516277333,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Occupational health and safety,S061301,Count,1140,number,Number of people,
2013,Census usually resident population,15-*,Occupational health and safety,S061301,Percentage of total stated,0.03859305954604,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Occupational health and safety,S061301,Count,2616,number,Number of people,
2018,Census usually resident population,15-*,Occupational health and safety,S061301,Percentage of total stated,0.07460694460605,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Occupational health and safety,S061301,Count,5613,number,Number of people,
2023,Census usually resident population,15-*,Occupational health and safety,S061301,Percentage of total stated,0.1455430833975,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Environmental health,S061303,Count,516,number,Number of people,
2013,Census usually resident population,15-*,Environmental health,S061303,Percentage of total stated,0.01746843747874,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Environmental health,S061303,Count,426,number,Number of people,
2018,Census usually resident population,15-*,Environmental health,S061303,Percentage of total stated,0.0121492960253,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Environmental health,S061303,Count,525,number,Number of people,
2023,Census usually resident population,15-*,Environmental health,S061303,Percentage of total stated,0.01361306231671,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Hauora (Māori health),S061304,Count,246,number,Number of people,
2013,Census usually resident population,15-*,Hauora (Māori health),S061304,Percentage of total stated,0.008327976007304,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Hauora (Māori health),S061304,Count,150,number,Number of people,
2018,Census usually resident population,15-*,Hauora (Māori health),S061304,Percentage of total stated,0.004277921135668,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Hauora (Māori health),S061304,Count,852,number,Number of people,
2023,Census usually resident population,15-*,Hauora (Māori health),S061304,Percentage of total stated,0.02209205541683,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Count,348,number,Number of people,
2013,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Percentage of total stated,0.01178103922985,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Count,429,number,Number of people,
2018,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Percentage of total stated,0.01223485444801,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Count,717,number,Number of people,
2023,Census usually resident population,15-*,"Health education,  promotion, counselling",S061307,Percentage of total stated,0.01859155367825,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Community health,S061309,Count,198,number,Number of people,
2013,Census usually resident population,15-*,Community health,S061309,Percentage of total stated,0.00670300507905,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Community health,S061309,Count,405,number,Number of people,
2018,Census usually resident population,15-*,Community health,S061309,Percentage of total stated,0.0115503870663,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Community health,S061309,Count,1173,number,Number of people,
2023,Census usually resident population,15-*,Community health,S061309,Percentage of total stated,0.03041547066191,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Epidemiology,S061311,Count,138,number,Number of people,
2013,Census usually resident population,15-*,Epidemiology,S061311,Percentage of total stated,0.004671791418732,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Epidemiology,S061311,Count,207,number,Number of people,
2013,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Count,951,number,Number of people,
2018,Census usually resident population,15-*,Epidemiology,S061311,Percentage of total stated,0.005903531167222,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Epidemiology,S061311,Count,255,number,Number of people,
2023,Census usually resident population,15-*,Epidemiology,S061311,Percentage of total stated,0.006612058839545,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Count,183,number,Number of people,
2013,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Percentage of total stated,0.00619520166397,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Count,81,number,Number of people,
2018,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Percentage of total stated,0.002310077413261,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Count,249,number,Number of people,
2023,Census usually resident population,15-*,Public health not elsewhere classified,S061399,Percentage of total stated,0.006456480984497,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Count,2322,number,Number of people,
2013,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Percentage of total stated,0.07860796865431,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Count,2781,number,Number of people,
2018,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Percentage of total stated,0.07931265785529,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Count,3540,number,Number of people,
2023,Census usually resident population,15-*,Medical imaging technology (radiography) and radiation therapy,S061501,Percentage of total stated,0.09179093447839,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Count,534,number,Number of people,
2013,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Percentage of total stated,0.01807780157683,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Count,609,number,Number of people,
2018,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Percentage of total stated,0.01736835981081,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Count,723,number,Number of people,
2023,Census usually resident population,15-*,Rehabilitation therapies not further defined,S061700,Percentage of total stated,0.0187471315333,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Physiotherapy,S061701,Count,4317,number,Number of people,
2013,Census usually resident population,15-*,Physiotherapy,S061701,Percentage of total stated,0.1461458228599,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Physiotherapy,S061701,Count,5805,number,Number of people,
2018,Census usually resident population,15-*,Physiotherapy,S061701,Percentage of total stated,0.1655555479504,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Physiotherapy,S061701,Count,7296,number,Number of people,
2023,Census usually resident population,15-*,Physiotherapy,S061701,Percentage of total stated,0.1891826717385,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Occupational therapy,S061703,Count,2940,number,Number of people,
2013,Census usually resident population,15-*,Occupational therapy,S061703,Percentage of total stated,0.09952946935559,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Occupational therapy,S061703,Count,3450,number,Number of people,
2018,Census usually resident population,15-*,Occupational therapy,S061703,Percentage of total stated,0.09839218612037,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Occupational therapy,S061703,Count,4179,number,Number of people,
2023,Census usually resident population,15-*,Occupational therapy,S061703,Percentage of total stated,0.108359976041,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Count,777,number,Number of people,
2013,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Percentage of total stated,0.02630421690112,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Count,1044,number,Number of people,
2018,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Percentage of total stated,0.02977433110425,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Count,1341,number,Number of people,
2023,Census usually resident population,15-*,Chiropractic and osteopathy,S061705,Percentage of total stated,0.03477165060325,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Speech pathology,S061707,Count,1044,number,Number of people,
2013,Census usually resident population,15-*,Speech pathology,S061707,Percentage of total stated,0.03534311768954,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Speech pathology,S061707,Count,1359,number,Number of people,
2018,Census usually resident population,15-*,Speech pathology,S061707,Percentage of total stated,0.03875796548915,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Speech pathology,S061707,Count,1743,number,Number of people,
2023,Census usually resident population,15-*,Speech pathology,S061707,Percentage of total stated,0.04519536689148,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Audiology,S061709,Count,423,number,Number of people,
2013,Census usually resident population,15-*,Audiology,S061709,Percentage of total stated,0.01432005630524,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Audiology,S061709,Count,579,number,Number of people,
2018,Census usually resident population,15-*,Audiology,S061709,Percentage of total stated,0.01651277558368,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Audiology,S061709,Count,834,number,Number of people,
2023,Census usually resident population,15-*,Audiology,S061709,Percentage of total stated,0.02162532185169,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Massage therapy,S061711,Count,2640,number,Number of people,
2013,Census usually resident population,15-*,Massage therapy,S061711,Percentage of total stated,0.089373401054,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Massage therapy,S061711,Count,2805,number,Number of people,
2018,Census usually resident population,15-*,Massage therapy,S061711,Percentage of total stated,0.079997125237,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Massage therapy,S061711,Count,3288,number,Number of people,
2023,Census usually resident population,15-*,Massage therapy,S061711,Percentage of total stated,0.08525666456637,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Podiatry,S061713,Count,423,number,Number of people,
2013,Census usually resident population,15-*,Podiatry,S061713,Percentage of total stated,0.01432005630524,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Podiatry,S061713,Count,456,number,Number of people,
2018,Census usually resident population,15-*,Podiatry,S061713,Percentage of total stated,0.01300488025243,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Podiatry,S061713,Count,540,number,Number of people,
2023,Census usually resident population,15-*,Podiatry,S061713,Percentage of total stated,0.01400200695433,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Count,303,number,Number of people,
2013,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Percentage of total stated,0.01025762898461,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Count,273,number,Number of people,
2018,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Percentage of total stated,0.007785816466916,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Count,318,number,Number of people,
2023,Census usually resident population,15-*,Rehabilitation therapies not elsewhere classified,S061799,Percentage of total stated,0.00824562631755,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Count,126,number,Number of people,
2013,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Percentage of total stated,0.004265548686668,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Count,93,number,Number of people,
2018,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Percentage of total stated,0.002652311104114,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Count,153,number,Number of people,
2023,Census usually resident population,15-*,Complementary therapies not further defined,S061900,Percentage of total stated,0.003967235303727,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Percentage of total stated,0.03219473651604,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Count,1197,number,Number of people,
2018,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Percentage of total stated,0.03413781066263,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Count,1461,number,Number of people,
2023,Census usually resident population,15-*,Naturopathy and homeopathy,S061901,Percentage of total stated,0.03788320770422,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Acupuncture,S061903,Count,426,number,Number of people,
2013,Census usually resident population,15-*,Acupuncture,S061903,Percentage of total stated,0.01442161698826,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Acupuncture,S061903,Count,402,number,Number of people,
2018,Census usually resident population,15-*,Acupuncture,S061903,Percentage of total stated,0.01146482864359,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Acupuncture,S061903,Count,486,number,Number of people,
2023,Census usually resident population,15-*,Acupuncture,S061903,Percentage of total stated,0.0126018062589,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Traditional chinese medicine,S061905,Count,222,number,Number of people,
2013,Census usually resident population,15-*,Traditional chinese medicine,S061905,Percentage of total stated,0.007515490543177,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Traditional chinese medicine,S061905,Count,345,number,Number of people,
2018,Census usually resident population,15-*,Traditional chinese medicine,S061905,Percentage of total stated,0.009839218612037,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Traditional chinese medicine,S061905,Count,498,number,Number of people,
2023,Census usually resident population,15-*,Traditional chinese medicine,S061905,Percentage of total stated,0.01291296196899,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Count,984,number,Number of people,
2013,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Percentage of total stated,0.03331190402922,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Count,687,number,Number of people,
2018,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Percentage of total stated,0.01959287880136,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Count,909,number,Number of people,
2023,Census usually resident population,15-*,Complementary therapies not elsewhere classified,S061999,Percentage of total stated,0.02357004503979,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Other health not further defined,S069900,Count,3,number,Number of people,
2013,Census usually resident population,15-*,Other health not further defined,S069900,Percentage of total stated,0.0001015606830159,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Other health not further defined,S069900,Count,0,number,Number of people,
2018,Census usually resident population,15-*,Other health not further defined,S069900,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Other health not further defined,S069900,Count,0,number,Number of people,
2023,Census usually resident population,15-*,Other health not further defined,S069900,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Nutrition and dietetics,S069901,Count,1473,number,Number of people,
2013,Census usually resident population,15-*,Nutrition and dietetics,S069901,Percentage of total stated,0.04986629536081,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Nutrition and dietetics,S069901,Count,2589,number,Number of people,
2018,Census usually resident population,15-*,Nutrition and dietetics,S069901,Percentage of total stated,0.07383691880163,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Nutrition and dietetics,S069901,Count,3345,number,Number of people,
2023,Census usually resident population,15-*,Nutrition and dietetics,S069901,Percentage of total stated,0.08673465418932,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Human movement and sports science,S069903,Count,2361,number,Number of people,
2013,Census usually resident population,15-*,Human movement and sports science,S069903,Percentage of total stated,0.07992825753352,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Human movement and sports science,S069903,Count,3045,number,Number of people,
2018,Census usually resident population,15-*,Human movement and sports science,S069903,Percentage of total stated,0.08684179905407,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Human movement and sports science,S069903,Count,5364,number,Number of people,
2023,Census usually resident population,15-*,Human movement and sports science,S069903,Percentage of total stated,0.139086602413,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Paramedical studies,S069905,Count,1596,number,Number of people,
2013,Census usually resident population,15-*,Paramedical studies,S069905,Percentage of total stated,0.05403028336446,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Paramedical studies,S069905,Count,2232,number,Number of people,
2018,Census usually resident population,15-*,Paramedical studies,S069905,Percentage of total stated,0.06365546649874,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Paramedical studies,S069905,Count,3231,number,Number of people,
2023,Census usually resident population,15-*,Paramedical studies,S069905,Percentage of total stated,0.08377867494341,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,First aid,S069907,Count,153,number,Number of people,
2013,Census usually resident population,15-*,First aid,S069907,Percentage of total stated,0.005179594833811,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,First aid,S069907,Count,222,number,Number of people,
2018,Census usually resident population,15-*,First aid,S069907,Percentage of total stated,0.006331323280789,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,First aid,S069907,Count,300,number,Number of people,
2023,Census usually resident population,15-*,First aid,S069907,Percentage of total stated,0.007778892752406,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Health not elsewhere classified,S069999,Count,6192,number,Number of people,
2013,Census usually resident population,15-*,Health not elsewhere classified,S069999,Percentage of total stated,0.2096212497448,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Health not elsewhere classified,S069999,Count,12051,number,Number of people,
2018,Census usually resident population,15-*,Health not elsewhere classified,S069999,Percentage of total stated,0.3436881840396,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Health not elsewhere classified,S069999,Count,18495,number,Number of people,
2023,Census usually resident population,15-*,Health not elsewhere classified,S069999,Percentage of total stated,0.4795687381858,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Education not further defined,S0700,Count,28539,number,Number of people,
2013,Census usually resident population,15-*,Education not further defined,S0700,Percentage of total stated,0.9661467775303,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Education not further defined,S0700,Count,17148,number,Number of people,
2018,Census usually resident population,15-*,Education not further defined,S0700,Percentage of total stated,0.4890519442296,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Education not further defined,S0700,Count,22695,number,Number of people,
2023,Census usually resident population,15-*,Education not further defined,S0700,Percentage of total stated,0.5884732367195,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education not further defined,S070100,Count,24492,number,Number of people,
2013,Census usually resident population,15-*,Teacher education not further defined,S070100,Percentage of total stated,0.8291414161419,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education not further defined,S070100,Count,15762,number,Number of people,
2018,Census usually resident population,15-*,Teacher education not further defined,S070100,Percentage of total stated,0.449523952936,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education not further defined,S070100,Count,24918,number,Number of people,
2023,Census usually resident population,15-*,Teacher education not further defined,S070100,Percentage of total stated,0.6461148320148,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Count,21429,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Percentage of total stated,0.7254479587826,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Count,27840,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Percentage of total stated,0.79398216278,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Count,35607,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: early childhood (pre-service),S070101,Percentage of total stated,0.923276780783,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Count,16143,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Percentage of total stated,0.5464980353086,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Count,42717,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Percentage of total stated,1.218266381016,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Count,41985,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: primary (pre-service),S070103,Percentage of total stated,1.088656040699,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Count,2367,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Percentage of total stated,0.08013137889955,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Count,10689,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Percentage of total stated,0.3048446601277,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Count,13794,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: secondary (pre-service),S070105,Percentage of total stated,0.3576734887556,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education: tertiary,S070106,Count,456,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: tertiary,S070106,Percentage of total stated,0.01543722381842,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: tertiary,S070106,Count,936,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: tertiary,S070106,Percentage of total stated,0.02669422788657,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: tertiary,S070106,Count,1569,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: tertiary,S070106,Percentage of total stated,0.04068360909508,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Count,9,number,Number of people,
2013,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Percentage of total stated,0.0003046820490477,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Count,0,number,Number of people,
2018,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Count,507,number,Number of people,
2023,Census usually resident population,15-*,Teacher education: general (pre-service),S070108,Percentage of total stated,0.01314632875157,percentage,% of people aged 15+ where information available,
