Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,25-39,65,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,70,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,180,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,10,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,70,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,230,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,285,number,Number of students enrolled,
2024,Public health,S0613,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,600,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,215,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,695,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,530,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,395,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Female,total,1835,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,60,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,145,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,145,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,90,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Male,total,435,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,275,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,845,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,685,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,480,number,Number of students enrolled,
2024,Public health,S0613,Bachelor degree,Bachelor Degree,Domestic,Total,total,2285,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,45,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,50,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,100,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,20,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,35,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,total,55,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,25-39,70,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,40-*,85,number,Number of students enrolled,
2024,Public health,S0613,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,total,160,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,20-24,65,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,25-39,220,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,40-*,165,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,total,455,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,20-24,15,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,25-39,60,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,40-*,45,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,total,120,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Total people,Total,Domestic,Female,total,2485,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,20-24,85,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,25-39,280,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,40-*,215,number,Number of students enrolled,
2024,Public health,S0613,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,total,575,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,20-24,35,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,25-39,150,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,40-*,105,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Female,total,290,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,25-39,40,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,40-*,25,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Male,total,75,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,20-24,40,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,25-39,190,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,40-*,130,number,Number of students enrolled,
2024,Public health,S0613,Masters degree,Masters Degree,Domestic,Total,total,365,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,25-39,50,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,40-*,65,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Female,total,115,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,25-39,15,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,40-*,15,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Male,total,35,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,20-24,5,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,25-39,70,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,40-*,80,number,Number of students enrolled,
2024,Public health,S0613,Doctorate degree,Doctorate Degree,Domestic,Total,total,150,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,*-17,65,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,18-19,390,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,20-24,1075,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,25-39,1745,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,40-*,1545,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Female,total,4820,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,*-17,15,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,18-19,130,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,20-24,280,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,25-39,655,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,40-*,645,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Male,total,1720,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,*-17,80,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,18-19,525,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,20-24,1365,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,25-39,2415,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,40-*,2190,number,Number of students enrolled,
2024,Public health,S0613,Total people,Total,Domestic,Total,total,6575,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 1 certificate,Level 1 Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 2 certificate,Level 2 Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 3 certificate,Level 3 Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 4 certificate,Level 4 Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,60,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,230,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,115,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,25,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Female,total,430,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,10,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,30,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,35,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,10,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Male,total,85,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,70,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,260,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,155,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,35,number,Number of students enrolled,
2024,Radiography,S0615,Bachelor degree,Bachelor Degree,Domestic,Total,total,520,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,total,0,number,Number of students enrolled,
