Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Total,20-24,1975,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Total,25-39,1415,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Total,40-*,660,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Total,total,9125,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,18-19,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,25-39,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,40-*,20,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Female,total,40,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Male,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,18-19,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,20-24,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,25-39,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,40-*,25,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,total,45,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,*-17,525,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,18-19,130,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,20-24,40,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,25-39,75,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,40-*,80,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Female,total,850,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,*-17,270,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,18-19,65,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,20-24,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,25-39,25,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,40-*,25,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Male,total,395,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,*-17,805,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,18-19,200,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,20-24,55,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,25-39,100,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,40-*,105,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,total,1260,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,*-17,220,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,18-19,265,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,20-24,115,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,25-39,110,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,40-*,95,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Female,total,800,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,*-17,105,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,18-19,145,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,20-24,55,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,25-39,55,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,40-*,50,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Male,total,410,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,*-17,325,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,18-19,420,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,20-24,180,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,25-39,165,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,40-*,140,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,total,1230,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,*-17,50,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,18-19,225,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,20-24,155,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,25-39,160,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,40-*,80,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Female,total,675,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,*-17,55,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,18-19,230,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,20-24,240,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,25-39,195,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,40-*,65,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Male,total,785,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,*-17,105,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,18-19,465,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,20-24,400,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,25-39,360,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,40-*,145,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,total,1475,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,18-19,50,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,20-24,85,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,25-39,30,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,40-*,20,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Female,total,190,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,18-19,30,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,20-24,50,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,25-39,30,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,125,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,80,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,140,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,60,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,35,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,320,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,10,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,25,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Female,total,45,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Male,total,30,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,20,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,40,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,10,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,total,75,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,40-*,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,25-39,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Female,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Male,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Female,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Male,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,*-17,760,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,18-19,630,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,20-24,395,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,25-39,370,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,40-*,280,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Female,total,2440,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,*-17,410,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,18-19,430,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,20-24,360,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,25-39,295,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,40-*,160,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Male,total,1655,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,*-17,1185,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,18-19,1080,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,20-24,770,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,25-39,670,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,40-*,440,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,total,4145,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,*-17,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Female,total,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,*-17,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Male,total,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,*-17,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,total,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,*-17,640,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,18-19,100,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,20-24,10,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Female,total,750,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,*-17,70,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Male,18-19,10,number,Number of students enrolled,
