X,Y,OBJECTID,TYPE,Location,GlobalID,Facility,Description,NeedsChecking,SubType,PopUp,created_user,created_date,last_edited_user,last_edited_date,Shape
1772590.207,5444760.728,1,,Ward/Miro Green Area,{8C9EA6FD-E727-44FF-B1D0-7CAC0B36D3F0},Playground,,,,Playground,,,LCARTER,2023/11/16 00:12:19+00,
1770560.8256,5444568.165,2,,Trentham Memorial Park,{066640DF-330C-4FD9-9F31-4790D6E13564},Playground,,,,Playground,,,,,
1771100.8334,5444095.2931,3,,Tawai Park,{C25C4ECA-9926-48F5-8FBF-EC4554859A31},Playground,,,,Playground,,,,,
1768986.5515,5442743.496,4,,Silverstream Park,{AAB34E5B-8F4A-442F-8206-135C7E730AA2},Playground,,,,Playground,,,,,
1774881.2672,5446214.7822,5,,Benge Park,{2B121631-8C68-4C4B-8975-B93FF45B350B},Playground,,,,Playground,,,,,
1777203.4577,5448339.4987,6,,Birchville Park,{0EA61E1E-F079-4AE9-9DB8-283A20D203E2},Playground,,,,Playground,,,,,
1771225.1455,5446393.0304,7,,Craigs Flat Reserve,{77E40B18-43E2-4DF0-9039-F019817B0A9A},Playground,,,,Playground,,,,,
1769040.8451,5443593.9077,8,,Heretaunga Park,{270CF788-42DA-44FE-9F07-D3876BAC4164},Playground,,,,Playground,,,,,
1776019.4567,5446892.8003,9,,Te Haukāretu Park,{D9F4A16C-B191-4513-BC58-EBD281235466},Playground,,,,Playground,,,,,
1779037.5252,5448609.0805,10,,Plateau Road Play Area,{45BE9009-C977-4404-B30A-D0A9B2600773},Playground,,,,Playground,,,,,
1780315.4961,5448232.923,11,,Upper Plateu Park,{FBDBD98E-BF41-4865-933F-973592B0E612},Playground,,,,Playground,,,,,
1776395.4416,5448736.734,12,,Rātā Park,{1E0F7A07-B18A-49C5-B6E3-65C01D506F33},Playground,,,,Playground,,,LCARTER,2023/11/22 21:14:57+00,
1776754.0738,5447517.9039,13,,Speargrass Park,{D07BB7F3-9C1D-4D82-8CA8-B1D1ACAE5A1A},Playground,,,,Playground,,,LCARTER,2024/08/30 03:39:43+00,
1776748.1162,5447266.922,14,,Timberlea Park,{7B041EC8-C71B-4538-B926-FDEB9B8DAB7C},Playground,,,,Playground,,,,,
1773566.5474,5446210.8359,15,,Riverbank Park,{C0B5AB5D-A803-4086-88F1-69E7B2CAB029},Playground,,,,Playground,,,,,
1776732.1447,5447267.3684,16,Basketball Half Court,Timberlea Park,{D95EB7FE-C60C-4869-85ED-5EA32663B73D},Sport & Recreation,Hoop on Basketball Half court,,Hoop,Basketball Half Court,,,,,
1776765.8424,5447231.6106,17,Basketball Full Court,Timberlea Park,{828FAC63-6C77-44A9-812D-03FE5F6FC22C},Sport & Recreation,,,,Basketball Full Court,,,,,
1772464.8013,5446034.0046,18,,McLeod Street Play Area,{57EFB5E6-B52C-461C-A25B-0CD1ACA478B0},Playground,,,,Playground,,,,,
1771056.3277,5445558.8555,19,,Moonshine Park,{91F38D4C-C71D-45A0-91F7-274F86B20EBC},Playground,,,,Playground,,,,,
1773986.7905,5445100.8873,20,,Maidstone Max,{46C8111D-A139-41DF-B0E8-A871846D4710},Playground,,,,Playground,,,LCARTER,2024/08/30 03:16:14+00,
1770344.3167,5443139.5534,21,,Pinehill Reserve,{0B71A1CA-5A36-4CF0-8CDC-59BC8C46274D},Playground,,,,Playground,,,,,
1770449.6661,5440002.341,22,,Avian Park,{1192B7CB-619B-4CCB-BFE9-CC0B7BC44FF3},Playground,,,,Playground,,,,,
1770441.7821,5440027.5411,23,Tennis Court,Avian Park,{5639AA3F-EF1F-4167-9262-6862AE5AFEC4},Sport & Recreation,,,,Tennis Court,,,,,
1775219.4103,5447478.562,24,,California Park,{B5FB145D-FC2A-47E4-B436-9641DBCA0A77},Playground,,,,Playground,,,,,
1775315.2337,5447546.2286,25,Basketball Half Court,California Park,{3ADAA47C-4A3C-4C44-AAA7-FBFD412ECDC6},Sport & Recreation,Basketball Hoop,,Hoop,Basketball Half Court,,,,,
1768784.3831,5442427.2154,26,,Dunns Park,{44CE3272-D5F3-43ED-A2DD-BC54183F4E47},Playground,,,,Playground,,,,,
1776930.2983,5448920.7202,27,,Edmund Lomas Park,{D686E4CB-AC98-4A4A-8964-C6BC9A62AFD0},Playground,,,,Playground,,,,,
1775738.6652,5447746.5967,28,Bike Track,Harcourt Park,{D9560D57-1576-4127-B770-2A64E4AFF463},Sport & Recreation,,,,Bike Track,,,,,
1775918.1088,5447708.0355,29,Junior,Harcourt Park,{C307D2E5-20C4-457D-8279-ADB08C17448A},Playground,,,,Playground,,,,,
1775916.1842,5447776.4865,30,Senior,Harcourt Park,{C6FB1DDD-AFE8-4009-8408-D82F1AADC6C3},Playground,,,,Playground,,,,,
1774032.0483,5445140.1457,31,Skate Bowl,Maidstone Max,{47F7DB3A-BEF5-4A3D-8011-F1AA1A56F1B4},Sport & Recreation,,,,Skate Bowl,,,,,
1775274.497,5446377.9813,32,,Māoribank Park,{802DFDE2-AFD5-4F03-92CA-093D4B796E5D},Playground,,,,Playground,,,LCARTER,2023/11/22 21:14:57+00,
1775901.5262,5447675.568,33,Paddling Pool,Harcourt Park,{6F19EE7D-7234-4818-A0DE-09A6D44325D5},Water Feature,Paddling pool,,,Paddling Pool,,,,,
1768900.1493,5441550.6037,34,,Pinehaven Library Reserve,{89626F3E-14F5-43F3-8412-33E2D9047CBE},Playground,,,,Playground,,,,,
1769033.3791,5441476.0317,35,,Pinehaven Reserve,{8ADAE1B9-8CD4-4CD2-872E-26626D27640D},Playground,,,,Playground,,,,,
1776708.8903,5447523.6326,36,Skate Bowl,Speargrass Park,{C997A00E-2DBF-45E5-A903-3D707D622FA5},Sport & Recreation,,,,Skate Bowl,,,,,
1774762.6206,5446956.9686,37,,Turon Park,{D1CBA52F-B938-4A7E-A3AE-46F06662FD32},Playground,,,,Playground,,,,,
1770582.9539,5444580.9251,38,Water Play,Trentham Memorial Park,{BE10FA36-6D0A-4DFA-B7EF-0B6DCDCF26DF},Water Feature,Activator for right Water Feature,,,Water Play,,,,,
1770165.6923,5444436.6855,39,,Trentham Memorial Park,{519768EC-EF2D-4F95-8181-6DAE35AC5324},Drinking Fountain,Drinking Fountain by Noticeboard at end of Barton Rd Carpark,,,Drinking Fountain,,,,,
1770648.2519,5444516.6067,40,,Trentham Memorial Park,{5939657D-33DA-4607-8F7D-5C33999C6A55},Drinking Fountain,Drinking Fountain in front of Brentwood Changing Rooms,,,Drinking Fountain,,,,,
1770564.0969,5444552.6563,41,,Trentham Memorial Park,{D33172DE-051B-4D65-8CF0-6542A649C6FC},Drinking Fountain,"Drinking Fountain faucet, bottle filler and Dog Bowl next to Playground",,,Drinking Fountain,,,LCARTER,2023/11/26 23:48:29+00,
1769982.5711,5444869.3373,42,Timber,Trentham Memorial Park,{E09E841F-3C25-408B-B6FB-17776E1B805D},Picnic Table,Timber Picnic Table and Seat with boulder in steel cage legs standing on concrete pad,,,Picnic Table,,,,,
1770565.8233,5444590.7289,43,Timber,Trentham Memorial Park,{B9D65162-C7B3-4DEA-9B30-D28096137872},Picnic Table,Painted metal with timber seats & top on concrete pad (playground area),,,Picnic Table,,,LCARTER,2023/11/26 23:48:29+00,
1770464.3539,5444187.6307,44,Timber,Trentham Memorial Park,{ABB8F5DF-15E8-4034-B1F6-53D2B8677304},Picnic Table,Painted metal with timber seats & top on concrete pad (Domain bush near entrance closest to Fergusson Drive),,,Picnic Table,,,,,
1770477.6965,5444374.7731,45,Timber,Trentham Memorial Park,{C9B919FF-37A2-41A6-BCAD-32962399DAF8},Picnic Table,Painted metal with timber seats & top on concrete pad (picnic area adjacent to Domain Bush),,,Picnic Table,,,,,
1770193.5121,5444885.3231,46,Timber,Trentham Memorial Park,{6C2F5641-0F3C-4AC1-9276-884722704728},Picnic Table,Painted metal with timber seats & top on concrete pad (river side Bartons Bush near Moonshine-Moehau border),,,Picnic Table,,,,,
1770574.2171,5444583.5967,47,Timber,Trentham Memorial Park,{AF978284-53D7-4AD4-B333-524AE60119EA},Picnic Table,Picnic Table on concrete pad between playground and water features,,,Picnic Table,,,,,
1770453.8831,5444594.5551,48,Timber,Trentham Memorial Park,{488A33B7-C5AB-47D9-918C-0C63FC6E602E},Picnic Table,Parklands Setting - Brunswick Green Table mounted on concrete pad,,,Picnic Table,,,,,
1770474.1381,5444640.7077,49,Timber,Trentham Memorial Park,{1CA0E4BA-FC4F-476A-9E3C-4BD165D5C9D3},Picnic Table,Parklands Setting - Brunswick Green Table,,,Picnic Table,,,,,
1770562.6271,5444545.1693,50,Recycled Plastic,Trentham Memorial Park,{3B2C9D48-738B-49D9-94CD-6A7D4FA1F71C},Picnic Table,Premier Slimline Picnic Setting under Shelter next to Playground,,,Picnic Table,,,LCARTER,2024/08/30 03:51:24+00,
1770149.4291,5444968.5715,51,Timber,Moonshine Park,{566F29E8-1575-4B7F-A225-DA067DB11592},Picnic Table,Picnic Table and Seats mounted on concrete pad - Southern end of Park,,,Picnic Table,,,,,
1770563.4379,5444543.3576,52,Electric,Trentham Memorial Park,{1A3D4845-CEAC-4FF1-8E17-32F6A30ED8C0},BBQ,Brickwork Bench BBQ Kit with Fat Collection Tray-Baffled,,,BBQ,,,LCARTER,2024/08/30 03:51:24+00,
1775889.2829,5447720.4466,53,,Harcourt Park,{4986DFC0-6CE9-4BBF-A1CF-CD61E62A776A},BBQ,Christie park safe BBQ,,,BBQ,,,LCARTER,2024/08/30 03:05:46+00,
1775761.8057,5447680.9647,54,,Harcourt Park,{0E5CA8DB-575E-42E8-B0F6-66A9354234BC},BBQ,Christie park safe BBQ,,,BBQ,,,,,
1775887.6263,5447759.7648,55,,Harcourt Park,{44A88556-7989-4631-A32E-7A8F38FFF244},BBQ,Christie park safe BBQ,,,BBQ,,,LCARTER,2024/08/30 01:34:16+00,
1773964.5915,5445077.2537,56,Electric,Maidstone Max,{12DB1F08-4BC9-4A23-A71A-B1B356A54E93},BBQ,Electric BBQ under shelter,,,BBQ,,,,,
1773938.2739,5445086.3977,57,Electric,Maidstone Max,{F67E6EFA-4ACD-4116-9BF4-325FC5AF59B0},BBQ,Electric BBQ under Shelter,,,BBQ,,,LCARTER,2024/08/30 03:16:14+00,
1774041.4675,5445121.4353,58,Electric,Maidstone Max,{4C07D230-42A8-4819-8670-E02AA851FC2F},BBQ,Electric BBQ under Shelter by Skate Park,,,BBQ,,,,,
1777191.5311,5448348.1533,59,Timber,Birchville Park,{7638626B-A9EB-4C5B-98B5-6C2F3053657B},Picnic Table,"Picnic table, painted steel base and timber top and seats",,,Picnic Table,,,,,
1780307.8118,5448238.2579,60,Timber,Upper Plateu Park,{5A3834BA-3AAA-43DA-A1F0-C1E77761BEB0},Picnic Table,"Painted steel frame, timber seats and top mounted on concrete pad",,,Picnic Table,,,,,
1774760.0589,5446966.1356,61,Timber,Turon Park,{B16E4F4A-66C8-4F70-BC67-3BB5091D5B57},Picnic Table,Picnic table steel frame timber top and seats,,,Picnic Table,,,,,
1775915.4757,5447750.1202,62,Timber,Harcourt Park,{561AFD44-9599-4211-821B-EE089CAB81B6},Picnic Table,Picnic table,,,Picnic Table,,,,,
1776773.3454,5447263.7857,63,Timber,Timberlea Park,{14D053E2-7D34-4CA4-882B-26D657E1C83F},Picnic Table,Picnic Table  with seats by Community Hall,,,Picnic Table,,,,,
1775930.8145,5447768.9069,64,Timber,Harcourt Park,{D47605A2-7BDB-457A-8227-6D27895CB7B3},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775893.4118,5447717.3574,65,Timber,Harcourt Park,{DE391492-1DEC-4D7B-B154-CBFF8FD273C8},Picnic Table,Picnic table,,,Picnic Table,,,LCARTER,2024/08/30 03:05:46+00,
1775906.1589,5447690.3571,66,Timber,Harcourt Park,{FF892A66-9D88-4B91-8580-7E67F8916C38},Picnic Table,Picnic table paddling pool area,,,Picnic Table,,,,,
1775885.6271,5447665.0629,67,Timber,Harcourt Park,{2D2FAD34-262D-4844-90A7-AD0A33025733},Picnic Table,Table in paddling pool area,,,Picnic Table,,,,,
1775760.8551,5447683.6511,68,Timber,Harcourt Park,{98F2E06F-E956-4A05-B4AB-1246B1571698},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775739.0916,5447668.5579,69,Timber,Harcourt Park,{4F13ECC9-DC5C-4148-858A-3F1641F676D5},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775772.7161,5447717.1315,70,Timber,Harcourt Park,{2DA09583-5CBC-4B31-A0B3-5D8288B6497D},Picnic Table,picnic table,,,Picnic Table,,,,,
1775814.9171,5447729.8315,71,Timber,Harcourt Park,{39A280EF-21E0-4098-ABC7-3B1B28D834D3},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775912.4598,5447871.1752,72,Timber,Harcourt Park,{F14D4325-8C50-4115-ACE4-D8F1E285EB7C},Picnic Table,Picnic table,,,Picnic Table,,,,,
1776923.7745,5448912.5983,73,Timber,Edmund Lomas Park,{95087D9D-5F12-41F2-AAD4-D721BE923EB6},Picnic Table,Picnic table steel frame timber top and seats black green frame mounted on concrete pad,,,Picnic Table,,,LCARTER,2023/11/26 23:48:29+00,
1775913.7226,5447664.0212,74,Timber,Harcourt Park,{DA3FA4EA-B0CD-446A-9E38-D15CF1D319CE},Picnic Table,Picnic table paddling pool area,,,Picnic Table,,,,,
1775226.5079,5447469.5447,75,Timber,California Park,{B6C29C9E-289E-4ECA-A866-55E4A80F41A6},Picnic Table,"Picnic Table by playground, timber top and seats, steel frame under trees",,,Picnic Table,,,LCARTER,2023/11/26 23:48:29+00,
1775883.36,5447708.6524,76,Timber,Harcourt Park,{BC4A48C7-DD19-4990-81BC-CBFB58FCBC9C},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775914.5268,5447823.7898,77,Timber,Harcourt Park,{DA9E5122-14CB-4EB6-85D6-E00ED22B8C85},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775785.0829,5447624.5487,78,Timber,Harcourt Park,{F27CD999-F299-47BD-87D8-736387BE4996},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775710.7647,5447658.4547,79,Timber,Harcourt Park,{55470CDC-1692-4A24-9AD5-9E720DD21111},Picnic Table,Picnic table,,,Picnic Table,,,,,
1775714.1225,5447685.5525,80,Timber,Harcourt Park,{4486BBBF-17AF-4375-B233-7EBC801E9C4B},Picnic Table,Picnic table,,,Picnic Table,,,,,
1776191.4877,5448951.0139,81,Timber,Birchville Picnic Area,{5B66E069-374E-4E90-A86E-D386EAF3BD9F},Picnic Table,Picnic Table - steel with timber seats - not painted mounted into concrete pad,,,Picnic Table,,,LCARTER,2023/11/26 23:48:29+00,
1776172.0529,5448925.9195,82,Timber,Birchville Picnic Area,{D22A94CD-634E-4405-8506-B5F0729F9FE9},Picnic Table,Picnic Table - steel with timber seats - not painted mounted into concrete pad,,,Picnic Table,,,,,
1775919.8379,5446912.2997,83,Timber,Te Haukāretu Park,{61BBC801-73FB-40CA-9B3C-2394490C244F},Picnic Table,Picnic Table between roadway and river,,,Picnic Table,,,,,
1775947.908,5446905.1881,84,Timber,Te Haukāretu Park,{05EFAAD5-1F5E-4E1F-BFE9-DB07454CB8C4},Picnic Table,Picnic Table mounted on concrete pad,,,Picnic Table,,,,,
1776031.5817,5446888.4788,85,Recycled Plastic,Te Haukāretu Park,{26620F9B-B182-4747-A504-D574922D814C},Picnic Table,Picnic Table mounted on concrete pad,,,Picnic Table,,,,,
1775971.6521,5446843.3809,86,Timber,Te Haukāretu Park,{1DCC6A01-8E4C-469D-A087-94E1B3962FB3},Picnic Table,Picnic Table on concrete pad by trees,,,Picnic Table,,,,,
1775724.3701,5447761.3585,87,Timber,Harcourt Park,{715250FB-353C-4DB6-9805-994169F1C5D8},Picnic Table,,,,Picnic Table,,,,,
1775902.4412,5447837.8104,88,Timber,Harcourt Park,{8E4AD9B9-C06D-4098-8E8D-5CE06EB27BC0},Picnic Table,,,,Picnic Table,,,,,
1775681.6926,5447730.5773,89,Timber,Harcourt Park,{F58E2E7B-FA45-497A-8AFF-F627F0384C95},Picnic Table,By Hutt River Trail,,,Picnic Table,,,,,
1775962.0293,5446896.6339,90,Timber,Te Haukāretu Park,{24A129CA-EF99-488A-8BE0-4FFD2036F21A},Picnic Table,Picnic Table with 2 x separate seats,,,Picnic Table,,,,,
1777420.8702,5452279.4888,91,Timber,Karapoti Reserve,{E02E00ED-D1B3-4AF5-9703-DA02C4112F81},Picnic Table,Wooden Picnic table mounted on concrete pad,,,Picnic Table,,,,,
1777393.6277,5452201.8416,92,Timber,Karapoti Reserve,{82AE68CD-8CDA-446B-94B1-D8D9DFA7299F},Picnic Table,Wooden Picnic table mounted on concrete pad,,,Picnic Table,,,LCARTER,2023/11/26 23:48:29+00,
1776216.781,5449044.9431,93,Recycled Plastic,Birchville Picnic Area,{B5C885CE-95A2-4EE6-B0C9-EF7AA745664C},Picnic Table,Recycled Plastic Picnic Table down by river,,,Picnic Table,,,,,
1776210.4013,5449027.9403,94,Recycled Plastic,Birchville Picnic Area,{A207A5FB-72E5-45A1-8C58-2538C5CCB39A},Picnic Table,Recycled Plastic Picnic Table down by river mounted on concrete pad,,,Picnic Table,,,,,
1779040.9283,5448599.4815,95,Timber,Plateau Road Play Area,{A15B95A2-936E-4C2B-B178-E3ECF000A6BE},Picnic Table,Parklands Setting - Brunswick Green table mounted on concrete pad,,,Picnic Table,,,,,
1775223.8211,5447492.2914,96,Timber,California Park,{0C679B8D-4C25-4BEE-A0F1-D09C88F0B623},Picnic Table,Premier Picnic Setting -3 leg SF 400 x 40 Brown Table Top,,,Picnic Table,,,LCARTER,2024/08/30 00:43:37+00,
1775889.1222,5447690.4782,97,,Harcourt Park,{F05CC4F8-7755-4FAF-8D50-056FA36D098B},Picnic Table,Picnic table paddling pool area,,,Picnic Table,,,,,
1776188.4691,5448946.3235,98,Tea Rotunda,Birchville Picnic Area,{6D750EB3-1215-4556-AD42-55F310EA88B2},Shelter,Tea Rotunda,,,Tea Rotunda,,,LCARTER,2023/10/31 02:02:33+00,
1775776.6741,5447657.0925,99,,Harcourt Park,{07E6C9E5-D920-4DE9-8126-57A3E768DF95},Sound Stage,Sound stage,,,Sound Stage,,,,,
1774890.7292,5446197.8171,100,Tilley Tilt,Benge Park,{883010A8-623B-4447-B417-5ECEE822A51A},Rubbish Bin,Tilly tilt unstained,,,Rubbish Bin,,,LCARTER,2024/08/30 00:39:07+00,
1774895.9949,5446202.6397,101,Timber,Benge Park,{B1207F6B-E8AB-4AF4-ABB8-9B0071402761},Picnic Table,Picnic table steel frames timber top and seats,,,Picnic Table,,,LCARTER,2024/08/30 00:39:07+00,
1774958.6799,5446242.2467,102,Tilley Tilt,Benge Park,{F3700673-CE5A-4B6E-A882-F058233A18D4},Rubbish Bin,Tilly tilt unstained,,,Rubbish Bin,,,,,
1774970.7215,5446756.0095,103,,Awa Kairangi Park,{F461A687-9822-482B-B553-69767D430E92},Dog Bag Dispenser,Dog Bag Dispenser at intersection of paths next to Rubbish Bin,,,Dog Bag Dispenser,,,LCARTER,2023/11/22 21:14:57+00,
1774971.0751,5446756.2449,104,Tilley Tilt,Awa Kairangi Park,{3EFF9AF0-693D-4F06-B382-82C3A62B6DDC},Rubbish Bin,Tilly Tilt Unstained Rubbish Bin at intersection of paths,,,Rubbish Bin,,,LCARTER,2023/11/22 21:14:57+00,
1767669.0455,5443137.5437,105,Timber,Silverstream Amenity Reserve,{8C826E6F-21DA-4007-896D-FBBFB440BA31},Picnic Table,Picnic table mounted on concrete pad,,,Picnic Table,,,,,
1768969.5071,5442738.6367,106,Timber,Silverstream Park,{45449AD9-B972-4AF6-B461-FBE5CA5FD9A3},Picnic Table,Picnic Table,,,Picnic Table,,,,,
1768966.5793,5442733.8453,107,Tilley Tilt,Silverstream Park,{D09D58DE-C397-43CC-A7DF-F2135118147D},Rubbish Bin,Tilley Tilt stained slat Rubbish Bin,,,Rubbish Bin,,,,,
1779031.5681,5448581.8949,108,Tilley Tilt,Plateau Road Play Area,{F6E6833B-065C-4375-8049-63B7D2B02E35},Rubbish Bin,Wooden Slat Rubbish Bin on concrete pad,,,Rubbish Bin,,,,,
1774577.6131,5447160.2217,109,Timber,Tulsa Park,{557D749F-8A5F-4505-AE6B-81D30594FD96},Picnic Table,"Metal frame painted green, timber top and seats. ",,,Picnic Table,,,,,
1774581.0105,5447169.7249,110,Tilley Tilt,Tulsa Park,{79D9156F-88BC-4902-ABCF-8DFDC855F62F},Rubbish Bin,Standard tilt bin on concrete pad not stained. ,,,Rubbish Bin,,,,,
1773573.2477,5446197.7155,111,Tilley Tilt,Riverbank Park,{47A57706-F08A-42AA-B3AA-E61E9F3FE0B7},Rubbish Bin,Tilly tilt unstained- by playground,,,Rubbish Bin,,,,,
1771030.7226,5445559.1979,112,Timber,Moonshine Park,{6AFC792D-2D18-43FB-945F-24FC873D8AAC},Picnic Table,Painted metal with timber seats & top on concrete pad,,,Picnic Table,,,,,
1770965.6661,5445448.0479,113,Timber,Moonshine Park,{14413D8B-37BC-4292-A2AF-86E0FBE131CA},Picnic Table,Picnic Table and Seats mounted on concrete pad,,,Picnic Table,,,,,
1772580.3955,5444767.5657,114,Timber,Ward/Miro Green Area,{E6FFED2D-46C7-490F-8CEB-7C7F7C8220ED},Picnic Table,Painted metal with timber seats & top on concrete pad,,,Picnic Table,,,LCARTER,2023/11/16 00:12:19+00,
1772585.1863,5444752.9194,115,Tilley Tilt,Ward/Miro Green Area,{73F20CAB-A5E2-4255-BAD8-6AC732A2FEE9},Rubbish Bin,Tilley stained slat bin next to playground,,,Rubbish Bin,,,LCARTER,2023/11/16 00:12:19+00,
1769053.6473,5443607.4731,116,Timber,Heretaunga Park,{6172C672-201F-42B0-A4DD-BF7A6D86820A},Picnic Table,Painted metal with timber seats & top,,,Picnic Table,,,,,
1774067.4404,5445166.6194,117,Timber,Maidstone Park,{EB6DEFB7-D237-482B-99A9-19FF8F4FCDFA},Picnic Table,Maidstone Max area,,,Picnic Table,,,,,
1774144.8899,5445119.1699,118,Timber,Maidstone Park,{3500AE1D-92D9-4EB9-861E-3602389A8E25},Picnic Table,Tree area,,,Picnic Table,,,,,
1774093.8101,5445112.58,119,Timber,Maidstone Park,{F75D937A-ABFA-48E8-BB37-55EAC735B630},Picnic Table,Tree area,,,Picnic Table,,,,,
1774232.7317,5445068.8989,120,Timber,Maidstone Park,{F6589ABB-7FEA-440E-9E12-CAB47833ABFC},Picnic Table,South of changing rooms,,,Picnic Table,,,,,
1774219.6347,5445083.7157,121,Timber,Maidstone Park,{888D5894-6B0C-40EB-954C-CF21941583EF},Picnic Table,South of changing rooms,,,Picnic Table,,,,,
1775893.5225,5447707.0695,122,44 Gallon,Harcourt Park,{6BC60901-D6C8-4F9E-9F00-6C574506DC93},Rubbish Bin,Bin between pool and playgrounds - 44 Galon,,,Rubbish Bin,,,,,
1771225.2779,5446382.2371,123,Tilley Tilt,Craigs Flat Reserve,{B88B7473-721B-47A7-BE14-A1E1E5770A36},Rubbish Bin,Tilly wooden slat tilt bin unstained,,,Rubbish Bin,,,,,
1770571.4909,5444297.5901,124,Tilley Tilt,Trentham Memorial Park,{05B11913-641C-40A4-AF94-1AF5C952AC5A},Rubbish Bin,Tilly tilt unstained Rubbish Bin by Erehwon toilets,,,Rubbish Bin,,,,,
1768795.7807,5442422.0241,125,Tilley Tilt,Dunns Park,{1E8620A6-DEC9-4F5C-AC4E-1C54CE0E09E1},Rubbish Bin,Tilley Tilt Rubbish Bin by path,,,Rubbish Bin,,,,,
1769057.0647,5443610.5329,126,Tilley Tilt,Heretaunga Park,{8A6EB591-26B3-477C-A53D-AA3EF3ECA05D},Rubbish Bin,Tilly tilt unstained (by playground),,,Rubbish Bin,,,,,
1769080.8721,5443615.4284,127,Tilley Tilt,Heretaunga Park,{8DDB5BAC-10DB-46D3-810E-0B41263E0E52},Rubbish Bin,Tilly tilt unstained (by bridge),,,Rubbish Bin,,,,,
1780306.0403,5448241.7529,128,Tilley Tilt,Upper Plateu Park,{50D2A659-7FFE-42C7-AA1E-55C78D2D12A0},Rubbish Bin,Tilley Tilt Rubbish Bin,,,Rubbish Bin,,,,,
1769023.5223,5441712.8013,129,Timber,Pinehaven Reserve,{8E374564-404B-443D-BF90-38380AFE22DF},Picnic Table,Painted metal with timber seats & top on concrete pad,,,Picnic Table,,,,,
1769021.2035,5441706.8413,130,Tilley Tilt,Pinehaven Reserve,{A0E79D4F-E942-4D3D-A6EE-A6668EF2DB9D},Rubbish Bin,Tilly tilt unstained Rubbish Bin,,,Rubbish Bin,,,,,
1775289.4939,5446366.3349,131,Tilley Tilt,Māoribank Park,{9282BBFF-897E-4F37-B682-9A34C77E9EF0},Rubbish Bin,Tilly Tilt Unstained Rubbish Bin,,,Rubbish Bin,,,LCARTER,2023/11/22 21:14:57+00,
1775491.5755,5446482.6545,132,Tilley Tilt,Māoribank Park,{556DA3C5-BDAF-44E3-A115-BC23C3043C6A},Rubbish Bin,Tilly Tilt Unstained Rubbish Bin,,,Rubbish Bin,,,LCARTER,2023/11/22 21:14:57+00,
1775225.1363,5447473.0855,133,Tilley Tilt,California Park,{98B9F76C-A2BE-446E-A66B-C34C6F69688A},Rubbish Bin,Bin by playground - tilly tilt unstained,,,Rubbish Bin,,,,,
1772455.7503,5446026.6601,134,Timber,McLeod Street Play Area,{584E872E-EA0C-44F7-9226-803C7DE9F252},Picnic Table,Steel frame timber seats and top mounted on concrete pad,,,Picnic Table,,,,,
1772464.7333,5446026.2231,135,Tilley Tilt,McLeod Street Play Area,{CE016176-8DD4-4047-9182-BC35C07683F8},Rubbish Bin,Tilly Tilt - unstained Rubbish Bin,,,Rubbish Bin,,,,,
1775910.7332,5447656.3563,136,Tilley Tilt,Harcourt Park,{4523CCDA-A684-4848-ABE3-D87E0A672E5A},Rubbish Bin,Bin in paddling pool area - tilly tilt stained,,,Rubbish Bin,,,,,
1774765.6536,5446963.6052,137,Tilley Tilt,Turon Park,{47F8D84F-924F-4E1F-B201-FDF2EF11C1FF},Rubbish Bin,Tilly tilt stained Rubbish Bin,,,Rubbish Bin,,,,,
1770586.3933,5444543.7585,138,Tilley Tilt,Trentham Memorial Park,{B2F51BCB-AC16-421E-9F8A-0F98113046E1},Rubbish Bin,"Playground Area by dippy disk, tilly tilt stained",,,Rubbish Bin,,,,,
1770656.5702,5444496.4213,139,Tilley Tilt,Trentham Memorial Park,{ED28E937-1139-4314-BCDF-D38B8A8F37E5},Rubbish Bin,Tilley Tilt Rubbish Bin outside Brentwood Changing Rooms,,,Rubbish Bin,,,,,
1770504.6516,5444832.3866,140,Tilley Tilt,Trentham Memorial Park,{9AF921CA-5F55-4D50-8601-9E5149A7BD0A},Rubbish Bin,Tilly tilt unstained (Holdsworth entrance by the entry to Bartons Bush) mounted in concrete pad,,,Rubbish Bin,,,,,
1769042.1323,5442435.9069,141,Tilley Tilt,Willow Park,{58DA4D49-F5F8-415F-A3AE-BF3B526AAA33},Rubbish Bin,Unstained Rubbish Bin,,,Rubbish Bin,,,,,
1776772.2833,5447266.0841,142,Tilley Tilt,Timberlea Park,{10EB3540-6D78-4045-934D-8099D161B806},Rubbish Bin,Tilley Tilt Rubbish Bin by Community Hall,,,Rubbish Bin,,,,,
1776740.8541,5447278.2007,143,Tilley Tilt,Timberlea Park,{DFB17AED-AE8C-4F62-B641-441649290512},Rubbish Bin,Tilley Tilt Rubbish Bin by playground - unstained mounted on path,,,Rubbish Bin,,,,,
1775351.2385,5446457.0809,144,Tilley Tilt,Māoribank Park,{0C8446DD-E2F2-4A19-BECA-085222302A60},Rubbish Bin,Tilly Tilt Unstained Rubbish Bin,,,Rubbish Bin,,,LCARTER,2023/11/22 21:14:57+00,
