SportAreaID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,CommissionDate,AreaNumber,AreaName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
779,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,19,Netball Court 19,Netball Court 19,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616794868,465.91651226559
781,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,18,Netball Court 18,Netball Court 18,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905840233,465.916733120215
783,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,22,Netball Court 22,Netball Court 22,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5400354511364,465.915657643065
784,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,23,Netball Court 23,Netball Court 23,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761331155,465.917212459905
785,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,24,Netball Court 24,Netball Court 24,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616781766,465.91651225111
786,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,25,Netball Court 25,Netball Court 25,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5403168125728,465.918877126573
787,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,26,Netball Court 26,Netball Court 26,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401616794868,465.91651226559
788,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,30,Netball Court 30,Netball Court 30,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761316707,465.917212438903
789,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,29,Netball Court 29,Netball Court 29,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5400354498262,465.915657627562
790,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,28,Netball Court 28,Netball Court 28,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761331155,465.917212459905
791,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,27,Netball Court 27,Netball Court 27,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761315109,465.917212447842
792,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,31,Netball Court 31,Netball Court 31,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761329557,465.917212459905
793,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,32,Netball Court 32,Netball Court 32,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5403168137483,465.918877145517
794,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,33,Netball Court 33,Netball Court 33,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5400354521774,465.915657654465
795,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,34,Netball Court 34,Netball Court 34,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401761320896,465.917322322655
796,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,4,Netball Court 4,Netball Court 4,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905838888,465.916733123656
797,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,3,Netball Court 3,Netball Court 3,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2025/04/08 08:53:38+00,91.5401905840233,465.916733120215
798,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,,Multi-use Court 1 - Multicultural Centre,Multi-use Court 1 - Multicultural Centre,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2026/04/14 14:07:16+00,91.5401905840233,465.916733120215
799,In Service,Netball,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Multi-use Court 2 - Multicultural Centre,Multi-use Court 2 - Multicultural Centre,,,,,,,Hagley Park South,No,Northern Contract Area,2006/08/18 00:00:00+00,2026/04/14 14:07:30+00,91.5403312648489,465.918287921015
801,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,Tennis Court,,,,,,,Avondale Park,Yes,Northern Contract Area,2006/08/22 00:00:00+00,2025/04/08 08:53:38+00,69.3294916408466,259.37092163741
802,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,Basketball Half Court,,,,,,,Avondale Park,Yes,Northern Contract Area,2006/08/22 00:00:00+00,2025/04/08 08:53:38+00,54.5151984709512,182.651299491576
805,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,,1,Tennis Court 1,,,,,,,,Beckenham Park,Yes,Eastern Contract Area,2013/08/05 16:10:00+00,2025/04/08 08:53:38+00,69.659841557087,262.090339688617
807,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,5,Tennis Court 5,,,,,,,,Burwood Park,Yes,Northern Contract Area,2006/08/24 00:00:00+00,2025/04/08 08:53:38+00,69.5792290573391,263.250303847364
809,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowling Club,,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2006/08/25 00:00:00+00,2025/04/08 08:53:38+00,160.223990178823,1603.51811825958
810,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,2,Tennis Court 2,,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2006/08/25 00:00:00+00,2025/04/08 08:53:38+00,70.1814612538563,269.935604021129
830,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Beckenham Park,No,Eastern Contract Area,2006/07/27 00:00:00+00,2025/04/08 08:53:38+00,88.5572269798567,490.119581682215
854,In Service,Cricket,Junior,Unknown,Non-Seasonal,Astroturf - Water Based,,,Training Cricket Block,,,,,,,,Sydenham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,87.8370672130628,366.593957871481
860,In Service,Hockey,Senior,Unknown,Non-Seasonal,Ashphalt,,,Senior Hockey,,,,,,,,Sydenham Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,165.023227798272,1647.24085411313
863,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Tulett Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,63.0605356254593,204.62114869817
878,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Halswell Domain,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,87.3780855122704,476.281336211713
881,Out of Service,Tennis,Senior,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Heathcote Domain,Yes,Eastern Contract Area,2013/08/06 11:33:00+00,2025/04/08 08:53:38+00,69.5118228132358,261.952918287084
882,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,Cricket Pitch,,,,,,,Yaldhurst Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,46.3033385584229,61.1209433828349
884,In Service,Hockey,Senior,Unknown,Non-Seasonal,Unknown,2003/04/15 00:00:00+00,1,Senior Hockey 1,Senior Hockey 1,,,,,,,Wycola Park,Yes,Eastern Contract Area,2007/10/11 00:00:00+00,2025/04/08 08:53:38+00,158.002813128951,1538.67970795928
918,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Full Court,,,,,,,,Heathcote Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2025/04/08 08:53:38+00,100.420374911896,524.679967720132
919,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,3,Senior Cricket Block 3,,,,,,,,Burnside Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,88.1557460839025,485.017086627077
920,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Burnside Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,85.4518170370399,452.639972993917
921,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,,1,Tennis Court 1,,,,,,,,Bishopdale Park,Yes,Northern Contract Area,2013/08/05 16:20:00+00,2025/04/08 08:53:38+00,69.0918197563554,256.898057932027
948,In Service,Softball,Senior,Unknown,Non-Seasonal,Grass,,1,Senior Softball Arena 1,,,,,,,,Papanui Domain,Yes,Northern Contract Area,2008/02/01 00:00:00+00,2025/04/08 08:53:38+00,292.48779437935,5628.24638858764
953,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,,,Bowling Club,,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2008/02/04 00:00:00+00,2025/04/08 08:53:38+00,196.030783540674,2400.62543233113
954,In Service,Croquet,Intermediate,Unknown,Non-Seasonal,Grass,,,Croquet,,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2008/02/04 00:00:00+00,2025/04/08 08:53:38+00,206.862388739736,2440.13883258815
993,Out of Service,Cricket,Senior,Unknown,Non-Seasonal,Grass,,3,Senior Cricket Block 3,,,,,,,,Sydenham Park,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,93.1833394691056,542.072752669444
1014,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Somerfield Park,Yes,Southern Contract Area,2006/08/04 00:00:00+00,2025/04/08 08:53:38+00,84.1584483337504,429.126724111814
1148,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Halswell Domain,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,87.764151963158,477.470413285416
1149,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,3,Senior Cricket Block 3,,,,,,,,Halswell Domain,No,Eastern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,88.8020285826162,491.160824685323
1192,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,,,Long Jump Athletics Surface,Athletics Surface (Long Jump ),,,,,,,Hansen Park,Yes,Eastern Contract Area,2013/07/26 10:01:00+00,2025/04/08 08:53:38+00,72.5911429494055,52.6077989085242
1193,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Unknown,,,Shotput,Shotput,,,,,,,Hansen Park,Yes,Eastern Contract Area,2013/07/26 12:37:00+00,2025/04/08 08:53:38+00,8.33873769144358,5.52869669505453
1194,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Unknown,,,Shotput,Shotput,,,,,,,Hansen Park,Yes,Eastern Contract Area,2013/07/26 12:38:00+00,2025/04/08 08:53:38+00,6.73963346274995,3.61082695491024
1200,In Service,Hockey,Senior,Unknown,Non-Seasonal,Astroturf - Sand Based,,3,Senior Hockey 3,,,,,,,,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2025/04/08 08:53:38+00,292.691660777811,5023.27918302167
1201,In Service,Running,Intermediate,Unknown,Non-Seasonal,Grass,2013/04/30 00:00:00+00,,Athletic Surface,Athletics track SSW of centre of park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 09:42:00+00,2025/04/08 08:53:38+00,860.652969245865,3339.81701714785
1202,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/25 00:00:00+00,,Athletic Surface,Shot putt circle 394m SSW of centre of park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 09:49:00+00,2025/04/08 08:53:38+00,11.1638549785508,7.78885657733925
1203,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,2013/04/30 00:00:00+00,,Athletic Surface,Sand pit N side of long jump track,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 09:52:00+00,2025/04/08 08:53:38+00,21.6020023171841,21.6044015818092
1204,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,2013/04/30 00:00:00+00,,Athletic Surface,Sand pit S of long jump track,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 09:53:00+00,2025/04/08 08:53:38+00,22.4978953509196,24.9324762939301
1205,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Rubber,2013/04/30 00:00:00+00,,Athletic Surface,Athletics long jump track SSW of centre of park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 09:53:00+00,2025/04/08 08:53:38+00,141.820376824528,91.6079395930528
1206,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,2008/05/20 00:00:00+00,,Little River Bowling Green,Little River Croquet Area,,,,,,,Little River Bowling Green,No,Banks Peninsula,2013/08/01 13:24:00+00,2025/04/08 08:53:38+00,125.201033359036,968.804605605283
1207,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,2008/02/08 00:00:00+00,,Little River Bowling Green,Little River Bowling Green,,,,,,,Little River Bowling Green,No,Banks Peninsula,2013/08/01 13:24:00+00,2025/04/08 08:53:38+00,146.091277141004,1333.85521495609
1208,In Service,Bowls,Senior,Unknown,Non-Seasonal,Grass,2008/05/20 00:00:00+00,,Akaroa Bowling Green,"Bowls, 6m ESE of Centre of Park",,,,,,,Akaroa Bowling Green,No,Banks Peninsula,2013/08/01 13:46:00+00,2025/04/08 08:53:38+00,135.130443974601,1141.21573304872
1209,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/07/30 00:00:00+00,,Training Cricket Block,102m WNW of Centre of Park,,,,,,,Denton Park,No,Eastern Contract Area,2013/08/01 13:54:00+00,2025/04/08 08:53:38+00,21.1696456829245,14.8967970288621
1210,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Unknown,,,Shotput,Shotput,,,,,,,Wycola Park,Yes,Eastern Contract Area,2013/08/01 13:55:00+00,2025/04/08 08:53:38+00,7.95063927633036,5.02586775536613
1211,Out of Service,Volleyball,Intermediate,Unknown,Non-Seasonal,Unknown,2008/10/08 00:00:00+00,,Beach Volley Ball,Volleyball Court - sand,,,,,,,Centennial Park,Yes,Eastern Contract Area,2013/08/01 14:05:00+00,2025/04/08 08:53:38+00,190.995519751212,2092.19574750914
1213,In Service,Volleyball,Intermediate,Unknown,Non-Seasonal,Unknown,2009/08/26 00:00:00+00,,Beach Volley Ball,174m SSW of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 15:32:00+00,2025/04/08 08:53:38+00,65.1305567137047,241.154932812981
1214,In Service,Running,Intermediate,Unknown,Non-Seasonal,Unknown,2009/09/07 00:00:00+00,,Track,459m SSW of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 15:35:00+00,2025/04/08 08:53:38+00,85.2292515790366,371.759776806595
1215,In Service,Discus,Intermediate,Unknown,Non-Seasonal,Unknown,2009/08/25 00:00:00+00,,Discus Area,382m SSW of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 14:33:00+00,2025/04/08 08:53:38+00,10.8092594641943,9.12908091053387
1216,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Unknown,2009/08/25 00:00:00+00,,Hammer Throw Circle,473m SSW of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/01 15:38:00+00,2025/04/08 08:53:38+00,11.4875527832321,10.3007291836239
1217,In Service,Shotput,Intermediate,Unknown,Non-Seasonal,Unknown,,,Shotput,Shotput,,,,,,,Rawhiti Domain,Not Applicable,Northern Contract Area,2013/08/01 15:39:00+00,2025/04/08 08:53:38+00,7.81718097351798,4.76995104483296
1218,In Service,Long Jump,Intermediate,Unknown,Non-Seasonal,Unknown,2009/09/04 00:00:00+00,,Long Jump Pit,480m SSW of Centre of Park,,,,,,,Rawhiti Domain,Not Applicable,Northern Contract Area,2013/08/01 15:40:00+00,2025/04/08 08:53:38+00,19.272602687924,19.8820596454318
1219,In Service,BMX,Intermediate,Unknown,Non-Seasonal,Mixed Dirt,2008/05/20 00:00:00+00,,BMX,41m N of Centre of Park,,,,,,,Akaroa Recreation Ground,No,Banks Peninsula,2013/08/01 15:48:00+00,2025/04/08 08:53:38+00,61.0823075272687,226.747534400987
1221,In Service,BMX,Intermediate,Unknown,Non-Seasonal,Ashphalt,1995/07/01 00:00:00+00,,BMX,84m SW of Centre of Park,,,,,,,Kyle Park,Yes,Eastern Contract Area,2013/08/01 15:53:00+00,2025/04/08 08:53:38+00,299.131660902254,4670.54185934017
1224,In Service,BMX,Recreational,Unknown,Non-Seasonal,Mixed Dirt,2009/06/23 00:00:00+00,,BMX,27m NW of Centre of Park,,,,,,,Bromley Old School Reserve,Yes,Northern Contract Area,2013/08/01 16:00:00+00,2025/04/08 08:53:38+00,253.288911468332,221.543819916657
1226,In Service,BMX,Intermediate,Unknown,Non-Seasonal,Mixed Dirt,2005/01/01 00:00:00+00,,BMX and skills area,,,,,,,,Bottle Lake Forest,No,Northern Contract Area,2013/08/01 16:04:00+00,2025/04/08 08:53:38+00,410.765745566637,9969.25263183161
1227,In Service,BMX,Recreational,Unknown,Non-Seasonal,Unknown,,,BMX,BMX Track,,,,,,,Nepal Reserve,Yes,Northern Contract Area,2013/08/01 16:09:00+00,2025/04/08 08:53:38+00,238.615008453594,413.190956296572
1228,In Service,BMX,Recreational,Unknown,Non-Seasonal,Mixed Dirt,2013/03/26 00:00:00+00,,BMX,BMX track NW of centre of park,,,,,,,Centennial Park,Yes,Eastern Contract Area,2013/08/01 16:11:00+00,2025/04/08 08:53:38+00,88.9514657478748,410.587299782371
1229,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,2008/03/10 00:00:00+00,1,Senior Cricket Block 1,,,,,,,,Akaroa Recreation Ground,No,Banks Peninsula,2013/08/01 16:20:00+00,2025/04/08 08:53:38+00,64.5081529266009,78.1800509310469
1230,In Service,Cricket,Intermediate,Unknown,Non-Seasonal,Astroturf - Sand Based,2008/05/20 00:00:00+00,,Le Bons Bay Cricket Block,18m ENE of Centre of Park,,,,,,,Le Bons Bay Domain,No,Banks Peninsula,2013/08/01 16:22:00+00,2025/04/08 08:53:38+00,46.9227206928316,38.9467858139075
1231,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/03/05 00:00:00+00,,Training Cricket Block,,,,,,,,Akaroa Recreation Ground,No,Banks Peninsula,2013/08/01 16:24:00+00,2025/04/08 08:53:38+00,25.299948204877,20.4107483477723
1232,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,2008/05/20 00:00:00+00,1,Senior Cricket Block 1,31m WSW of Centre of Park,,,,,,,Awa-iti Domain,No,Banks Peninsula,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,73.8236705077185,77.8182616518899
1233,In Service,Cricket,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,,Cricket Block,95m SE of Centre of Park,,,,,,,Ouruhia Reserve,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,43.6981083126364,36.422226890059
1234,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,1985/07/01 00:00:00+00,,Training Cricket Block,133m SW of Centre of Park,,,,,,,Sheldon Park,No,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,20.6936821900674,24.3425994680019
1236,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/06/13 00:00:00+00,,Training Cricket Block,23m SW of Centre of Park,,,,,,,Westgrove Park,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,28.8995923635896,40.2000477214682
1238,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/07/30 00:00:00+00,,Training Cricket Block,114m WNW of Centre of Park,,,,,,,Denton Park,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,33.2370151129668,53.5418821359066
1239,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/07/19 00:00:00+00,,Training Cricket Block,114m W of Centre of Park,,,,,,,Halswell Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,36.9926811029184,33.0997713363115
1240,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/07/19 00:00:00+00,,Training Cricket Block,121m W of Centre of Park,,,,,,,Halswell Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,36.5299112242108,32.6315168670786
1244,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/08/28 00:00:00+00,,Training Cricket Block,98m S of Centre of Park,,,,,,,Upper Riccarton Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,30.374659303627,27.4910009327318
1245,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/08/28 00:00:00+00,,Training Cricket Block,97m S of Centre of Park,,,,,,,Upper Riccarton Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,29.9131111131564,24.4726245683979
1247,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/09/01 00:00:00+00,,Training Cricket Block,105m NW of Centre of Park,,,,,,,Middleton Park,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,27.1233021183653,31.000295100355
1248,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/09/01 00:00:00+00,,Training Cricket Block,103m NNW of Centre of Park,,,,,,,Middleton Park,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,27.123219751857,31.0002375079885
1249,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2008/09/10 00:00:00+00,,Training Cricket Block,67m SSE of Centre of Park,,,,,,,Harrington Park,Yes,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,50.7573051480237,47.682733835504
1251,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/05/04 00:00:00+00,,Training Cricket Block,87m NNE of Centre of Park,,,,,,,Parklands Reserve,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,27.8359500549023,22.4979319012546
1252,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/05/04 00:00:00+00,,Training Cricket Block,86m NNE of Centre of Park,,,,,,,Parklands Reserve,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,27.4368941446653,20.0934012403207
1254,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,,Training Cricket Block,6m SE of Centre of Park,,,,,,,Pagoda Playground,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,24.0142525171004,17.4665596486279
1259,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/07/25 00:00:00+00,,Training Cricket Block,51m S of Centre of Park,,,,,,,Heathcote Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,13.4188453224265,9.5772246884484
1260,In Service,Cricket,Intermediate,Unknown,Non-Seasonal,Unknown,2009/08/14 00:00:00+00,,Cricket Block,80m ENE of Centre of Park,,,,,,,Queenspark Reserve,Yes,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,53.685877523199,72.0280169903219
1261,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/08/17 00:00:00+00,,Training Cricket Block,64m S of Centre of Park,,,,,,,St Leonards Park,Yes,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,31.8008776386187,32.5448065989882
1262,In Service,Cricket,Intermediate,Unknown,Non-Seasonal,Unknown,2009/08/17 00:00:00+00,,Cricket Block,405m S of Centre of Park,,,,,,,Rawhiti Domain,No,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,49.2414103148035,40.7548502906605
1263,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/07/25 00:00:00+00,,Training Cricket Block,49m SSE of Centre of Park,,,,,,,Heathcote Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,13.4188453237231,9.57722469047351
1264,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/09/18 00:00:00+00,,Training Cricket Block,59m SSE of Centre of Park,,,,,,,Heathcote Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,24.1523277588541,19.9757094533684
1265,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2009/09/18 00:00:00+00,,Training Cricket Block,62m SSE of Centre of Park,,,,,,,Heathcote Domain,No,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,24.0717746320725,19.9786738578936
1274,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,2011/06/09 00:00:00+00,3,Senior Cricket Block 3,"SE corner of park, closest Wilmers Rd gate entrance",,,,,,,Warren Park,Yes,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,55.7769695954602,69.0380741038373
1275,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,2011/06/08 00:00:00+00,4,Senior Cricket Block 4,"NW corner of park, closest Springs Rd entrance",,,,,,,Warren Park,Yes,Eastern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,54.8831076211162,65.6146702972654
1276,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2013/04/03 00:00:00+00,,Training Cricket Block,"Artificial cricket wicket, northern boundary",,,,,,,Richmond Park,No,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,31.4780139892151,60.3180334035709
1277,Out of Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,2013/04/10 00:00:00+00,2,Senior Cricket Block 2,Artificial cricket wicket in turf between tennis court and r,,,,,,,Sheldon Park,No,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,55.7872771857593,70.454029939526
1278,In Service,Cricket,Junior,Unknown,Non-Seasonal,Unknown,2013/05/06 00:00:00+00,,Training Cricket Block,Artificial cricket wicket outside cricket pavillion,,,,,,,Burnside Park,No,Northern Contract Area,2013/08/01 16:37:00+00,2025/04/08 08:53:38+00,44.8189900289061,124.994747007285
