SportAreaID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,CommissionDate,AreaNumber,AreaName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
1812,In Service,Tennis,Junior,Unknown,Non-Seasonal,Ashphalt,,,Tennis Court,,,,,,,,Halswell Domain,Yes,Eastern Contract Area,2020/02/26 17:48:15+00,2025/04/08 08:53:38+00,69.6067729906696,261.734576654776
1820,In Service,Athletics,Training,Christchurch City Council,Non-Seasonal,Rubber,,,Training Athletics,,,,,,,,Hagley Park North,No,Northern Contract Area,2020/03/03 13:43:41+00,2025/04/08 08:53:38+00,14.7524230648216,13.0086421331137
1821,In Service,Athletics,Training,Christchurch City Council,Non-Seasonal,Ashphalt,,,Training Athletics,,,,,,,,Hagley Park North,No,Northern Contract Area,2020/03/03 13:43:41+00,2025/04/08 08:53:38+00,35.9402857211748,67.205381603898
1822,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Ashphalt,,,Senior Tennis Court,,,,,,,,Donnell Sports Park,No,Northern Contract Area,2020/03/03 14:15:00+00,2025/04/08 08:53:38+00,69.8821005469426,265.526680708273
1823,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,Donnell Sports Park,No,Northern Contract Area,2020/03/03 14:15:00+00,2025/04/08 08:53:38+00,63.7110717652441,250.558566675872
1824,In Service,Netball,Senior,Christchurch City Council,Non-Seasonal,Ashphalt,2022/04/01 13:00:00+00,,Senior Netball,,,,,,,,Sheldon Park,Yes,Northern Contract Area,2020/03/03 14:46:52+00,2025/05/07 09:07:36+00,91.6010652712437,466.323563776887
1825,In Service,Netball,Senior,Christchurch City Council,Non-Seasonal,Ashphalt,2022/04/01 13:00:00+00,,Senior Netball,,,,,,,,Sheldon Park,Yes,Northern Contract Area,2020/03/03 14:46:52+00,2025/05/07 09:07:36+00,91.9192059509004,470.149977444658
1826,In Service,Netball,Senior,Christchurch City Council,Non-Seasonal,Ashphalt,2022/04/01 13:00:00+00,,Senior Netball,,,,,,,,Sheldon Park,Yes,Northern Contract Area,2020/03/03 14:46:52+00,2025/05/07 09:07:36+00,91.937018844756,470.727504701469
1827,In Service,Netball,Senior,Christchurch City Council,Non-Seasonal,Ashphalt,2022/04/01 13:00:00+00,,Senior Netball,,,,,,,,Sheldon Park,Yes,Northern Contract Area,2020/03/03 14:46:52+00,2025/05/07 09:07:36+00,92.0968142391522,471.46185395376
1831,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Concrete,,,Basketball Half Court,"Armagh St end, Basketball Court",,,,,,,Rauora Park,No,Eastern Contract Area,2020/03/06 12:06:17+00,2025/04/08 08:53:38+00,45.6554307447855,141.2818724971
1834,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Athletics,Pole Vault with Athletic Rubber Surface on the Run Up,,,,,,,Ngā Puna Wai,,,2020/03/13 13:31:14+00,2025/04/08 08:53:38+00,202.91840529014,245.348472062438
1835,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Rubber,,,Senior Athletics - High Jump,High Jump - Athletic Rubber Surface with a concrete patch for the Mat,,,,,,,Ngā Puna Wai,,,2020/03/13 13:33:22+00,2025/04/08 08:53:38+00,88.5769802918399,431.804615727868
1836,In Service,Shotput,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Shotput,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:33:44+00,2025/04/08 08:53:38+00,36.7892468624077,88.9891843034662
1837,In Service,Shotput,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Shotput,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:34:26+00,2025/04/08 08:53:38+00,100.558322531788,592.845214933525
1838,In Service,Shotput,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Shotput,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:34:52+00,2025/04/08 08:53:38+00,73.6760865421725,333.772323920843
1839,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Athletics,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:35:11+00,2025/04/08 08:53:38+00,80.3784312162491,163.859758276649
1840,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:35:43+00,2025/04/08 08:53:38+00,121.857253293043,249.496716271942
1841,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:35:44+00,2025/04/08 08:53:38+00,29.4182901235246,53.0105665075009
1842,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:35:44+00,2025/04/08 08:53:38+00,27.0933867456204,44.8497449074272
1843,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Athletics,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:04+00,2025/04/08 08:53:38+00,1338.85394524136,1462.66215437025
1844,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:56+00,2025/04/08 08:53:38+00,128.458558264994,83.3090027716133
1845,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:56+00,2025/04/08 08:53:38+00,128.386921781008,80.8467874525842
1846,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:56+00,2025/04/08 08:53:38+00,21.7079950387513,23.1123131997124
1847,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:57+00,2025/04/08 08:53:38+00,21.5448552076423,22.2146234666063
1848,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:57+00,2025/04/08 08:53:38+00,21.4456297372322,22.1633847174712
1849,In Service,Long Jump,Senior,Christchurch City Council,Non-Seasonal,Sand,,,Senior Long Jump,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:38:57+00,2025/04/08 08:53:38+00,21.3750051146481,22.0681831526221
1850,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Rubber,,,Senior Athletics,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:49:34+00,2025/04/08 08:53:38+00,888.975536613435,4941.24424686214
1851,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Long Jump,Senior Athletics,,,,,,,Ngā Puna Wai,,,2020/03/13 13:50:27+00,2025/04/08 08:53:38+00,201.794114198079,1169.64926340716
1852,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Long Jump,Senior Athletics,,,,,,,Ngā Puna Wai,,,2020/03/13 13:50:27+00,2025/04/08 08:53:38+00,202.960627922562,1280.12903981997
1853,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Athletics,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:51:04+00,2025/04/08 08:53:38+00,164.47854627479,1273.7710356762
1854,In Service,Athletics,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Athletics,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:51:04+00,2025/04/08 08:53:38+00,168.272029860132,1360.36747998929
1855,In Service,Shotput,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Shotput,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:51:40+00,2025/04/08 08:53:38+00,35.2479637061002,83.2670184820322
1856,In Service,Shotput,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Sand Based,,,Senior Shotput,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:51:40+00,2025/04/08 08:53:38+00,37.3281758249724,104.396015374564
1857,In Service,Hockey,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,,Senior Hockey,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:52:58+00,2025/04/08 08:53:38+00,336.268260550911,6537.30574147231
1858,In Service,Hockey,Senior,Christchurch City Council,Non-Seasonal,Astroturf - Water Based,,,Senior Hockey,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:52:58+00,2025/04/08 08:53:38+00,339.332082021336,6603.26578948035
1859,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:58:39+00,2025/04/08 08:53:38+00,277.282804787514,698.582941589462
1860,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:59:24+00,2025/04/08 08:53:38+00,276.515804142345,658.824673466927
1861,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:59:24+00,2025/04/08 08:53:38+00,280.868334356046,665.599389347346
1862,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:59:24+00,2025/04/08 08:53:38+00,280.56830112259,672.147000064042
1863,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:59:24+00,2025/04/08 08:53:38+00,285.897471214324,708.526131219804
1864,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 13:59:24+00,2025/04/08 08:53:38+00,281.0754419733,745.0982786558
1865,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,68.6883197370591,257.791880141486
1866,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,68.9551898823213,260.264296470077
1867,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,70.0279304484963,268.22057937
1868,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,68.7250765652563,256.072178587513
1869,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,70.685150838504,272.295204235386
1870,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,70.7089484996984,275.202058693871
1871,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,70.8982947766933,274.156629927411
1872,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,70.2293886142478,265.888089345612
1873,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,71.1275540350319,269.310248991266
1874,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:10+00,2025/04/08 08:53:38+00,72.3812178742015,282.750589785975
1875,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:11+00,2025/04/08 08:53:38+00,68.9252898198026,255.352942478636
1876,In Service,Tennis,Senior,Christchurch City Council,Non-Seasonal,Concrete,,,Senior Tennis,,,,,,,,Ngā Puna Wai,,,2020/03/13 14:04:11+00,2025/04/08 08:53:38+00,69.4994014334528,261.755596150691
1878,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,Whitburn Park,No,Eastern Contract Area,2020/04/21 13:52:58+00,2025/04/08 08:53:38+00,53.0588440967956,174.574278211209
1879,In Service,Tennis,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,4,Tennis 4,,,,,,,,Awa-iti Domain,No,Banks Peninsula,2020/04/26 12:21:35+00,2025/04/08 08:53:38+00,69.5768332844954,259.048220718997
1880,In Service,Tennis,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,2,Tennis 2,,,,,,,,Awa-iti Domain,No,Banks Peninsula,2020/04/26 12:21:38+00,2025/04/08 08:53:38+00,69.6111073168265,259.403333298613
1881,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,Awa-iti Domain,No,Banks Peninsula,2020/04/26 12:21:39+00,2025/04/08 08:53:38+00,55.4920947119093,191.204442174612
1882,In Service,Netball,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,3,Netball 3,,,,,,,,Awa-iti Domain,No,Banks Peninsula,2020/04/26 12:21:39+00,2025/04/08 08:53:38+00,91.5322523555181,465.43241944369
1883,In Service,Netball,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,1,Netball 1,,,,,,,,Awa-iti Domain,No,Banks Peninsula,2020/04/26 12:21:40+00,2025/04/08 08:53:38+00,91.5234531624567,465.362957776654
1884,In Service,Learn to Ride,Recreational,Unknown,Non-Seasonal,Ashphalt,2009/01/29 00:00:00+00,,Learn to Ride,Learn to Ride Track,,,,,,,Westburn Reserve,Yes,Northern Contract Area,2020/05/07 14:46:57+00,2026/03/19 11:30:36+00,793.973290078078,1521.96901138485
1885,In Service,Learn to Ride,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Learn to Ride,Learn to Ride,,,,,,,Opouira Knights Stream Park,Yes,Eastern Contract Area,2020/05/09 10:54:30+00,2025/04/08 08:53:38+00,536.902369349234,884.36500910349
1886,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,Curries Reserve,Yes,Northern Contract Area,2020/07/10 14:29:36+00,2025/04/08 08:53:38+00,35.0919266343736,75.6664016024278
1887,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,2000/01/01 00:00:00+00,,Skateboard Area,,,,,,,,Hilda Frame Reserve,No,Eastern Contract Area,2020/07/10 14:29:38+00,2025/04/08 08:53:38+00,36.2208755430705,97.2465024863016
1888,In Service,BMX,Recreational,Unknown,Non-Seasonal,Mixed Dirt,,,BMX,,,,,,,,Hilda Frame Reserve,No,Eastern Contract Area,2020/07/10 14:29:38+00,2025/04/08 08:53:38+00,67.4891491985325,85.6270278177775
1889,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,2,Senior Cricket Block 2,,,,,,,,Hagley Park South,No,Northern Contract Area,2020/07/21 09:18:17+00,2025/04/08 08:53:38+00,54.862698794111,66.3763903981844
1890,In Service,Cricket,Senior,Christchurch City Council,Non-Seasonal,Grass,,1,Senior Cricket Block 1,,,,,,,,Hagley Park South,No,Northern Contract Area,2020/07/21 09:18:22+00,2025/04/08 08:53:38+00,56.5890295577985,82.1245013604591
1892,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Unknown,,,Basketball Half Court,IE000000000011423857,,,,,,,St Albans Park,Yes,Northern Contract Area,2020/10/14 15:33:19+00,2025/04/28 12:51:48+00,69.9864161619501,305.930938639336
1893,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Unknown,2018/01/01 00:00:00+00,,Basketball Half Court,,,,,,,,Oxford Street Reserve,No,Eastern Contract Area,2020/11/27 13:15:13+00,2025/04/08 08:53:38+00,37.3080223648627,86.7380792395178
1894,Out of Service,BMX,Recreational,Unknown,Non-Seasonal,Ashphalt,2017/10/13 00:00:00+00,,"BMX (private maintenance, public access)",,,,,,,,Bexley Park,Yes,Northern Contract Area,2021/03/10 07:28:04+00,2025/04/08 08:53:38+00,847.786277126676,4834.47998969499
1896,Out of Service,Cricket,Senior,Unknown,Summer,Astroturf - Sand Based,,,Cricket Block 1,,,,,,,,Ferrymead Park,No,Eastern Contract Area,2021/05/13 10:57:22+00,2025/04/08 08:53:38+00,70.640035881859,308.144560232697
1897,In Service,BMX,Recreational,Unknown,Non-Seasonal,Unknown,2013/08/02 00:00:00+00,,BMX,North of Carpark - IDSCATID 8135,,,,,,,Shirley Community Reserve,Yes,Northern Contract Area,2021/06/10 13:52:46+00,2025/04/08 08:53:38+00,100.138787119064,53.4413748545276
1901,In Service,Tennis,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,2,Tennis 2,East tennis court by pool carpark,,,,,,,Linwood Park,Yes,Northern Contract Area,2021/12/23 10:27:12+00,2025/04/08 08:53:38+00,69.5783136283154,261.682385483685
1902,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Full Court,Basketball court by pool carpark,,,,,,,Linwood Park,Yes,Northern Contract Area,2021/12/23 10:27:13+00,2025/04/08 08:53:38+00,85.9740775978622,419.371735776776
1903,In Service,Tennis,Recreational,Christchurch City Council,Non-Seasonal,Ashphalt,,1,Tennis 1,West tennis court by pool carpark,,,,,,,Linwood Park,Yes,Northern Contract Area,2021/12/23 10:27:14+00,2025/04/08 08:53:38+00,69.5430075903359,261.529419849722
1904,In Service,Ki o Rahi,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Ti o Rahi,Most north asphalt court area,,,,,,,Linwood Park,,,2021/12/23 14:58:48+00,2025/04/08 08:53:38+00,85.9121390016185,419.107588045192
1909,In Service,Cricket,Intermediate,Christchurch City Council,Non-Seasonal,Grass,,1,Cricket Block 1,Cricket block centre of turf - 1 of 2 (N),,,,,,,Garrick Park,Yes,Northern Contract Area,2022/04/28 13:24:32+00,2025/04/08 08:53:38+00,57.4970557825518,76.6888584069393
1910,In Service,Cricket,Intermediate,Christchurch City Council,Non-Seasonal,Grass,,2,Cricket Block 2,Cricket block centre of turf - 2 of 2 (S),,,,,,,Garrick Park,Yes,Northern Contract Area,2022/04/28 13:24:33+00,2025/04/08 08:53:38+00,58.948555712114,74.2345193438364
1911,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,2022/09/02 00:00:00+00,1,Senior Cricket Block 1,,,,,,,"Saturday,Sunday",Lancaster Park,Yes,Northern Contract Area,2022/09/02 09:24:12+00,2025/04/08 08:53:38+00,93.1833394681721,542.072752658229
1917,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,,,Skateboard Area,,,,,,,,Akaroa Recreation Ground,,,2024/08/02 11:30:41+00,2025/04/08 08:53:38+00,81.2775126936954,345.683397785386
1918,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,,,,,,,,Whites Tramway Park,,,2024/08/02 11:33:07+00,2026/01/20 21:57:46+00,30.0434764968896,56.3903776998309
1919,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,,,,,,,,Middleton Park,,,2024/08/02 11:34:43+00,2025/04/08 08:53:38+00,74.8467919052314,78.4098449791722
1920,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,,,,,,,,Bishopdale Park,,,2024/08/02 11:36:27+00,2025/04/08 08:53:38+00,189.641265981376,1499.30813709551
1921,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,,,,,,,,Cypress Garden Reserve,,,2024/08/02 11:38:05+00,2025/04/08 08:53:38+00,37.3534358758803,76.3812584726256
1922,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,,,Skateboard Area,,,,,,,,St Albans Park,,,2024/08/02 11:40:59+00,2025/04/28 11:33:09+00,102.52874607087,353.10779086087
1924,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Basketball Half Court,,,,,,,,John Lindsay Reserve,No,Eastern Contract Area,2024/08/08 09:22:25+00,2025/12/12 22:04:23+00,64.9440268974255,262.959561123704
1925,In Service,Learn to Ride,Recreational,Unknown,Non-Seasonal,Ashphalt,,,Learn to Ride,,,,,,,,John Lindsay Reserve,No,Eastern Contract Area,2024/08/08 09:23:48+00,2025/12/12 22:04:23+00,182.794534709775,151.560761112356
1926,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Unknown,2024/08/12 00:00:00+00,,Basketball Half Court,,,,,,,,Little Akaloa Domain,Yes,Banks Peninsula,2024/08/12 11:25:15+00,2025/04/08 08:53:38+00,19.6205770844402,23.7659116173982
1927,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2024/08/12 00:00:00+00,,Basketball Half Court,,,,,,,,Le Bons Bay Domain,Yes,Banks Peninsula,2024/08/12 11:52:14+00,2025/04/08 08:53:38+00,51.8846852738295,164.051400559193
1928,In Service,BMX,Recreational,Unknown,Non-Seasonal,Mixed Dirt,2024/08/13 00:00:00+00,,BMX,,,,,,,,Ferrymead Park,Yes,Northern Contract Area,2024/08/13 08:26:43+00,2025/04/08 08:53:38+00,236.702897773326,3878.35843349939
1929,In Service,BMX,Recreational,Unknown,Non-Seasonal,Unknown,2024/08/13 00:00:00+00,,BMX,,,,,,,,Bexley Park,Yes,Northern Contract Area,2024/08/13 08:59:15+00,2025/07/18 11:21:06+00,595.361547538726,1241.0138134621
1930,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Unknown,2024/08/13 00:00:00+00,,Skateboard Area,,,,,,,,Shirley Community Reserve,Yes,Northern Contract Area,2024/08/13 09:09:03+00,2025/04/08 08:53:38+00,100.138787119064,53.4413748545276
1931,In Service,Learn to Ride,Recreational,Unknown,Non-Seasonal,Concrete,2024/08/13 00:00:00+00,,Learn to Ride,,,,,,,,Whitburn Park,Yes,Eastern Contract Area,2024/08/13 09:56:21+00,2025/04/08 08:53:38+00,297.620395847176,229.00892350234
1932,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2024/09/02 00:00:00+00,,Basketball Half Court,,,,,,,,Akaroa Recreation Ground,Yes,Banks Peninsula,2024/09/02 10:09:52+00,2025/04/08 08:53:38+00,30.2645495907472,53.549747803432
1933,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2024/09/02 00:00:00+00,,Basketball Half Court,,,,,,,,Waipara Playground,Yes,Eastern Contract Area,2024/09/02 10:36:09+00,2025/04/08 08:53:38+00,19.7823219020046,24.3307717568844
1934,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2024/09/02 00:00:00+00,,Basketball Full Court,,,,,,,,Macfarlane Park,Yes,Northern Contract Area,2024/09/02 11:36:43+00,2025/04/08 08:53:38+00,86.5381144341548,433.083825377953
1935,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2024/09/02 00:00:00+00,,Basketball Full Court,,,,,,,,South New Brighton Park,Yes,Northern Contract Area,2024/09/02 11:41:02+00,2025/04/08 08:53:38+00,101.064692077553,597.697270403715
1936,In Service,Skateboard,Recreational,Unknown,Non-Seasonal,Concrete,2024/12/02 00:00:00+00,,Skateboard Area,,,,,,,,Sumner Village Green,Yes,Eastern Contract Area,2024/12/02 13:51:16+00,2025/04/08 08:53:38+00,106.524173949547,460.394894270956
1937,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2025/01/08 00:00:00+00,,Recreational Basketball,,,,,,,,Cornelius O'Connor Reserve,Yes,Eastern Contract Area,2025/01/08 08:57:23+00,2025/04/08 08:53:38+00,45.07500636746,137.144721551281
1939,In Service,Disc Golf,Recreational,Unknown,Non-Seasonal,Mixed Dirt,,,Recreational Disc Golf,Queenspark Disc Golf,,,,,,,Queenspark Reserve,,,2025/01/30 07:13:22+00,2025/04/08 08:53:38+00,663.08028299964,20553.2307227809
1940,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2025/04/01 13:00:00+00,,Recreational Basketball,,,,,,,,Lyttelton Recreation Ground,No,Eastern Contract Area,2025/09/09 14:15:36+00,2025/09/12 22:04:52+00,101.449734407172,623.518432997096
1941,In Service,Learn to Ride,Recreational,Unknown,Non-Seasonal,Ashphalt,2023/07/03 12:00:00+00,1,Learn to Ride,,,,,,,,Millhaven Reserve,No,Northern Contract Area,2025/09/30 14:48:38+00,2025/10/05 16:44:16+00,130.672633424156,107.382377128121
1942,In Service,BMX,Recreational,Unknown,Non-Seasonal,Gravel,,1,Avon Park BMX,,,,,,,,Avon Riverbank True Right,No,Not Applicable,2026/04/15 10:52:16+00,2026/04/20 22:01:30+00,515.451594032989,470.823775163909
1943,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Concrete,,1,Recreational Basketball,,,,,,,,Avon Park,No,Northern Contract Area,2026/04/15 13:25:38+00,2026/04/20 22:01:30+00,81.2561525967174,401.110433649777
1944,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Concrete,,2,Recreational Basketball Half Court,,,,,,,,Avon Park,No,Northern Contract Area,2026/04/15 13:25:52+00,2026/04/20 22:01:30+00,56.7340362808377,193.456876928771
