SportFieldID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,FieldNumber,FieldName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
828,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,5,Senior Football 5,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 12:55:55+00,339.875049451734,6994.8553184902
831,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Beckenham Park,Yes,Eastern Contract Area,2006/07/24 00:00:00+00,2024/06/18 12:56:49+00,279.889838813069,4796.2260729576
833,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Bishopdale Park,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:56:22+00,339.872859520888,6994.77067666092
834,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Bower Park,Yes,Northern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:59:50+00,379.848923395182,8393.33038523352
836,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Parklands Reserve,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:56:50+00,339.866217271975,6994.48977896307
838,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Queenspark Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:54:47+00,266.100672196338,4259.95009138169
840,In Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Broadhaven Reserve,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:53:04+00,249.983810139793,3811.02351965286
841,Out of Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,,,,,,,Te Papa Kura Redcliffs Park,No,Eastern Contract Area,2006/07/28 00:00:00+00,2024/06/18 13:03:14+00,199.918363616185,2398.04151727992
842,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Broadhaven Reserve,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:53:26+00,250.45118511525,3842.6553705148
843,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,,,,,,,Te Papa Kura Redcliffs Park,No,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:03:35+00,279.885790066136,4796.08436767551
846,Out of Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,,,,,,,Macfarlane Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:03:35+00,339.868129336536,6994.57564968391
847,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",South New Brighton Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:55:56+00,339.862366556825,6994.33676054247
848,Out of Service,Rugby League,Modified,Unknown,Winter,Grass,2,Modified Rugby League 2,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:11+00,231.521846156765,3219.28725903464
850,Out of Service,Rugby League,Modified,Unknown,Winter,Grass,6,Modified Rugby League 6,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:12+00,231.521528807656,3219.28356369486
851,In Service,Rugby League,Mini,Unknown,Winter,Grass,6,Mini Rugby League 6,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:01+00,142.228013661613,1148.21178336753
853,Out of Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,,,,,,,Clare Park,No,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:07+00,199.921779895798,2398.12220662767
864,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:52+00,339.870567745719,6994.66561284035
865,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:23+00,339.870524886879,6994.66374109475
866,In Service,Football,Senior,Unknown,Winter,Grass,3,Senior Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:52+00,339.870432975015,6994.66119826143
868,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Waltham Park,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:59:13+00,379.850791907409,8393.40048454159
869,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,4,Senior Football 4,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:55:57+00,339.870246043709,6994.66273060265
871,In Service,Football,Senior,Unknown,Winter,Grass,5,Senior Football 5,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:54+00,339.870246044572,6994.6601839496
873,Out of Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,,,,,,,Halswell Domain,No,Eastern Contract Area,2006/08/01 00:00:00+00,2024/06/18 13:03:18+00,199.923914127819,2398.17216175603
875,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:57:33+00,375.85688588714,8153.7786310365
876,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:57:39+00,375.856985949724,8153.7949382495
883,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,1,Senior Cricket 1,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,,Saturday,Yaldhurst Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:26+00,360.85866694898,7812.49858149856
885,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,,,,,,,Halswell Domain,No,Eastern Contract Area,2006/07/24 00:00:00+00,2024/06/18 13:02:59+00,279.89320195998,4796.33610728209
886,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,,,Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2024/08/13 13:21:26+00,363.062728477861,7525.44610284186
888,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,3,Senior Cricket 3,Hagley Park South - Hospital Corner,2022/10/01 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,No,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:28+00,386.544099646038,6979.74180021591
890,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,4,Senior Cricket 4,Hagley Park South - Hospital Corner,2022/10/01 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,No,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:28+00,395.314595478433,7511.70504303331
891,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,5,Senior Cricket 5,Hagley Park South - Hospital Corner,2022/10/01 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,No,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:28+00,396.640674923632,7498.06324178419
899,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,2,Senior Cricket 2,Hagley Park South - Nursery Field,2022/10/01 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,No,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:28+00,488.438249499203,12024.3121509395
900,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,1,Senior Cricket 1,Hagley Park South - Hagley Oval,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,No,Northern Contract Area,2006/08/01 00:00:00+00,2022/09/20 16:16:26+00,590.567767680311,17595.8038785691
907,In Service,Baseball,Senior,Unknown,Summer,Grass,2,Senior Baseball 2,,2022/01/10 00:00:00+00,1900/01/01 00:00:01+00,1900/01/01 00:00:01+00,1900/01/01 00:00:01+00,"Monday,Tuesday,Wednesday,Thursday","Friday,Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2022/09/20 16:16:27+00,350.462372411136,7920.64710395815
908,Out of Service,Baseball,Senior,Unknown,Summer,Grass,1,Senior Baseball 1,,2022/01/10 00:00:00+00,1900/01/01 00:00:01+00,1900/01/01 00:00:01+00,1900/01/01 00:00:01+00,"Monday,Tuesday,Wednesday,Thursday","Friday,Saturday,Sunday",Avonhead Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2024/04/04 12:58:31+00,353.005702191872,8231.06222709158
915,In Service,Rugby League,Senior,Unknown,Winter,Grass,3,Senior Rugby League 3,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:57:29+00,375.856709701823,8153.78152250179
916,Out of Service,Football,Senior,Unknown,Summer,Grass,4,Senior Football 4,,,,,,,,Halswell Domain,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2022/09/20 16:16:29+00,375.856759397601,8153.78496040536
931,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:51+00,379.849249744394,8393.34081832099
935,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,,,,,,Friday,Halswell Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:29+00,239.498069965349,3489.9783719575
940,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,11,Senior Touch Rugby 11,,2021/11/05 00:00:00+00,2022/03/11 00:00:00+00,2021/12/17 00:00:00+00,2022/01/28 00:00:00+00,,Friday,Halswell Domain,No,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:28+00,226.466195064587,3154.47526224637
941,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,10,Senior Touch Rugby 10,,2021/11/05 00:00:00+00,2022/03/11 00:00:00+00,2021/12/17 00:00:00+00,2022/01/28 00:00:00+00,,Friday,Halswell Domain,No,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:28+00,227.993784901585,3200.41394943618
942,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,7,Senior Touch Rugby 7,,,,,,,Friday,Halswell Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:29+00,247.291772033078,3656.72736186241
943,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,5,Senior Touch Rugby 5,,,,,,,Friday,Halswell Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:29+00,249.312354635586,3826.16083771199
944,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,8,Senior Touch Rugby 8,,,,,,,Friday,Halswell Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:29+00,239.848817373128,3378.37363518973
945,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,9,Senior Touch Rugby 9,,1900/01/01 00:00:01+00,,,,,Friday,Halswell Domain,No,Eastern Contract Area,2008/02/01 00:00:00+00,2022/09/20 16:16:27+00,253.245595554075,3895.21534170001
946,In Service,Softball,Senior,Unknown,Summer,Grass,2,Senior Softball 2,,2022/10/01 00:00:00+00,2023/03/26 00:00:00+00,2022/12/19 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday,Friday,Sunday",Saturday,Papanui Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2022/09/20 16:16:28+00,99.1440828662034,691.120893322933
947,In Service,Softball,Senior,Unknown,Summer,Grass,3,Senior Softball 3,,2022/10/01 00:00:00+00,2023/03/26 00:00:00+00,2022/12/19 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday,Friday,Sunday",Saturday,Papanui Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2022/09/20 16:16:28+00,99.1443088612407,691.123638650337
952,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",South New Brighton Park,Yes,Northern Contract Area,2008/02/04 00:00:00+00,2024/06/18 12:53:12+00,199.918859557644,2398.05356116562
955,In Service,Football,Intermediate,Unknown,Winter,Grass,9,Intermediate Football 09,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:26+00,242.109236431904,3558.41249184224
969,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Centennial Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:24+00,339.868088009721,6994.56553689015
972,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Spreydon Domain,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2024/06/18 12:53:04+00,180.524189558575,1772.46472832745
973,In Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2008/02/01 00:00:00+00,2024/06/18 12:53:26+00,241.641380278498,3547.22508389841
975,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,,,,,,,West Watson Park,No,Eastern Contract Area,2008/02/01 00:00:00+00,2024/06/18 13:03:09+00,279.893280807806,4796.33871330794
977,Out of Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,,,,,,,Wycola Park,No,Eastern Contract Area,2008/02/01 00:00:00+00,2024/06/18 13:03:18+00,339.875204363519,6994.85979947596
980,Out of Service,Football,Training,Unknown,Summer,Grass,2,Training Football 2,,,,,,,,Ferrymead Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2022/09/20 16:16:29+00,339.862308665762,6994.32659373307
984,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2023/04/22 00:00:00+00,2023/09/03 00:00:00+00,,,,,Avon Park,Yes,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 13:09:56+00,279.889737216381,4796.21801862403
986,In Service,Football,Intermediate,Unknown,Non-Seasonal,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,,Ferrier Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 13:10:33+00,279.895686273444,4796.42506167302
989,In Service,Rugby League,Mini,Unknown,Winter,Grass,8,Mini Rugby League 8,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:13+00,162.434539712554,1613.64547228639
990,In Service,Rugby League,Mini,Unknown,Winter,Grass,9,Mini Rugby League 9,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:08+00,161.972457136698,1605.63788654159
991,In Service,Rugby League,Mini,Unknown,Winter,Grass,1,Mini Rugby League 1,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:14+00,162.434466501998,1613.64373385929
992,In Service,Rugby League,Mini,Unknown,Winter,Grass,7,Mini Rugby League 7,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/23 00:00:00+00,2024/06/18 12:58:01+00,161.972462060792,1605.63755616231
996,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:13+00,189.172350540077,2082.36541233161
997,In Service,Football,Senior,Unknown,Winter,Grass,4,Senior Football 4,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:55+00,339.873747934926,6994.79778919838
1003,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Westlake Reserve,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:27+00,199.924612459467,2398.19069912153
1009,In Service,Football,Senior,Unknown,Winter,Grass,3,Senior Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Ferrymead Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 13:10:34+00,335.691462923233,6848.40465162928
1011,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,,,,,,,Avondale Park,No,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 13:03:16+00,279.889740366479,4796.21836920773
1016,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,16,Senior Touch Rugby 16,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,219.278040049597,2922.7289525251
1017,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,15,Senior Touch Rugby 15,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,203.365968106541,2505.29971735047
1018,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,14,Senior Touch Rugby 14,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,217.205360580742,2849.80199411625
1019,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,13,Senior Touch Rugby 13,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,216.959459076471,2816.3700939771
1024,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,10,Senior Touch Rugby 10,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,249.18454192052,3720.24835987797
1025,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,260.129020027604,3894.5609136615
1026,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,4,Senior Touch Rugby 4,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,251.534862010831,3646.02114471914
1027,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,6,Senior Touch Rugby 6,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,240.969174017151,3505.27732808186
