SportFieldID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,FieldNumber,FieldName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
498,In Service,Football,Junior,Unknown,Winter,Grass,3,Junior Football 3,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Tulett Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:24+00,148.050940389457,1300.5286719044
499,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Tulett Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:03+00,149.099108519643,1312.20791681623
502,Out of Service,Cricket,Senior,Christchurch City Council,Summer,Grass,2,Senior Cricket 2,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,,Saturday,Tulett Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/27 15:28:43+00,485.641455123406,12182.5755180867
503,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,4,Senior Touch Rugby 4,Rawhiti Domain - Thompson Park,,,,,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/16 11:46:08+00,259.770487827802,3990.80308484839
504,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,5,Senior Touch Rugby 5,Rawhiti Domain - Thompson Park,,,,,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/26 08:22:00+00,256.003141136218,3843.77318447476
505,Out of Service,Touch Rugby,Senior,Unknown,Summer,Grass,6,Senior Touch Rugby 6,Rawhiti Domain - Thompson Park,,,,,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/26 08:20:38+00,246.539336441585,3626.74685282972
508,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Upper Riccarton Domain,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:19+00,339.87263900999,6994.75678851448
513,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Waltham Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:55:00+00,249.901794417636,3747.05377917134
519,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Walter Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:42+00,339.869117830135,6994.6081848895
520,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Walter Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:55:53+00,339.869011169238,6994.60295732969
522,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,1,Junior Cricket 1,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,,Saturday,Walter Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/28 13:40:40+00,447.142100261437,11508.6240625178
523,Out of Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,,,,,,,Westlake Reserve,No,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:03:10+00,379.856502970865,8393.65823170916
524,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Westlake Reserve,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:24+00,279.894199843655,4796.37334131859
526,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,1,Senior Cricket 1,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,,Saturday,Westlake Reserve,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:26+00,440.734196003158,11147.9209181099
527,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:11+00,189.247164827895,2083.68386288062
529,In Service,Football,Junior,Unknown,Winter,Grass,4,Junior Football 4,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:25+00,188.744501634702,2076.12694695492
533,In Service,Football,Senior,Unknown,Winter,Grass,6,Senior Football 6,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:44+00,339.873594995724,6994.79014505145
534,In Service,Football,Senior,Unknown,Winter,Grass,5,Senior Football 5,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:21+00,339.873747935038,6994.7977892113
538,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:28+00,339.873747657952,6994.79865244536
539,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:45+00,339.873659615116,6994.79557208928
540,In Service,Football,Senior,Unknown,Winter,Grass,3,Senior Football 3,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:55:54+00,339.873372854354,6994.78272918148
547,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Westminster Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:57:04+00,339.868666764849,6994.59382889635
548,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,,Saturday,Westminster Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:09:15+00,379.853173978097,8393.51021930045
555,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Woolston Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:57:32+00,373.843366946634,8135.14127691413
578,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Bradford Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:57:25+00,375.853496638539,8153.64033761979
582,Out of Service,Tag Football,Senior,Christchurch City Council,Summer,Grass,2,Senior Tag Football 2,,2022/10/10 00:00:00+00,,,,"Saturday,Sunday",Tuesday,Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/09/11 10:01:19+00,210.342483086273,2605.07215127508
583,Out of Service,Tag Football,Senior,Christchurch City Council,Summer,Grass,3,Senior Tag Football 3,,2022/10/10 00:00:00+00,,,,"Saturday,Sunday",Tuesday,Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/09/11 10:01:39+00,238.935171745153,3471.45155959259
584,Out of Service,Tag Football,Senior,Christchurch City Council,Summer,Grass,4,Senior Tag Football 4,,2022/10/10 00:00:00+00,,,,"Saturday,Sunday",Tuesday,Broadhaven Reserve,Yes,Northern Contract Area,2006/07/28 00:00:00+00,2024/09/11 10:00:51+00,210.303692326441,2606.86500915965
587,In Service,Softball,Senior,Unknown,Summer,Grass,1,Senior Softball 1,,2022/10/01 00:00:00+00,2023/03/26 00:00:00+00,2022/12/19 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday",,Broadhaven Reserve,No,Northern Contract Area,2006/08/04 00:00:00+00,2022/09/20 16:16:28+00,119.484281852561,917.845026698191
588,In Service,Softball,Senior,Unknown,Summer,Grass,2,Senior Softball 2,,2022/10/01 00:00:00+00,2023/03/26 00:00:00+00,2022/12/19 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday",,Broadhaven Reserve,No,Northern Contract Area,2006/08/04 00:00:00+00,2022/09/20 16:16:28+00,137.023088941346,1231.65903738412
589,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Bromley Park,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:57:07+00,287.842530679407,4819.75239528356
590,Out of Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,,,,,,,Bromley Park,No,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 13:03:21+00,379.849701988447,8393.35851277583
591,Out of Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,,,,,,,Broomfield Common,No,Eastern Contract Area,2006/08/04 00:00:00+00,2024/06/18 13:03:24+00,279.897393365648,4796.48185882998
613,Out of Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,,,,,,Saturday,Canterbury Agricultural Park,Yes,Eastern Contract Area,2006/08/04 00:00:00+00,2024/06/18 13:03:36+00,375.856873406342,8153.79703634041
626,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,,Saturday,Crosbie Park,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:57:21+00,375.860511525353,8153.94598946081
627,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Crosbie Park,Yes,Northern Contract Area,2006/08/04 00:00:00+00,2024/06/18 12:57:32+00,375.860779388209,8153.96101871578
638,In Service,Football,Training,Unknown,Winter,Grass,1,Training Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2024/09/03 13:40:38+00,295.264322787115,5252.97109064239
640,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,,Saturday,Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2024/08/13 13:21:26+00,354.97367783124,7066.46785942763
643,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Cuthberts Green,Yes,Northern Contract Area,2006/08/07 00:00:00+00,2024/08/13 13:21:26+00,128.417234066517,993.90974722185
653,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Denton Park,Yes,Eastern Contract Area,2006/08/07 00:00:00+00,2024/06/18 13:00:05+00,379.8605393746,8393.82133456298
654,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,DENTON PARK (Oval),2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Denton Park,Yes,Eastern Contract Area,2006/08/07 00:00:00+00,2024/06/18 12:59:06+00,379.860522816708,8393.82384818637
655,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Denton Park,Yes,Eastern Contract Area,2006/08/07 00:00:00+00,2024/06/18 13:00:08+00,379.860000345901,8393.82115228492
660,In Service,Football,Intermediate,Unknown,Non-Seasonal,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Edmonds Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:53:42+00,190.534260561519,2256.40954251646
661,In Service,Football,Intermediate,Unknown,Non-Seasonal,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Edmonds Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:53:08+00,204.89132651279,2592.49739622046
668,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Englefield Reserve,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:59:03+00,379.857046317684,8393.68417515527
672,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Fendalton Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:59:44+00,379.856282040029,8393.64240710291
673,In Service,Rugby,Junior,Unknown,Winter,Grass,2,Junior Rugby Union 2,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Grant Armstrong Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:54:46+00,239.910321949766,3497.38694221093
674,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Grant Armstrong Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:55:02+00,239.91049413951,3497.3926144624
692,In Service,Football,Intermediate,Unknown,Winter,Grass,6,Intermediate Football 06,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:04+00,240.311389131074,3508.39727635131
693,In Service,Football,Intermediate,Unknown,Winter,Grass,4,Intermediate Football 04,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/01 00:00:00+00,2024/06/18 12:53:25+00,231.149782567429,3189.64003600447
695,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:12+00,377.183324723409,8232.83035671626
696,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:45+00,375.047818625664,8168.3133334037
709,In Service,Hockey,Senior,Christchurch City Council,Winter,Grass,1,Senior Hockey 1,,2024/04/06 00:00:00+00,2024/08/31 00:00:00+00,,,,Saturday,Hornby Domain,Yes,Eastern Contract Area,2006/08/08 00:00:00+00,2024/06/18 13:10:06+00,292.69263565409,5023.32138093262
710,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Jeffreys Reserve,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 13:05:53+00,249.905603957973,3747.16414975172
711,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Jellie Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:53:42+00,279.89481976322,4796.39805089012
712,In Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Jellie Park,Yes,Northern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:53:19+00,279.895077063213,4796.40421183988
715,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Leslie Park,Yes,Eastern Contract Area,2006/08/08 00:00:00+00,2024/06/18 12:57:27+00,375.862949219667,8154.03760972913
716,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,McCormacks Bay,Yes,Eastern Contract Area,2006/08/17 00:00:00+00,2024/06/18 12:59:03+00,379.845114278607,8393.15999310083
717,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,McCormacks Bay,Yes,Eastern Contract Area,2006/08/17 00:00:00+00,2024/06/18 12:59:46+00,379.845076506918,8393.15964057781
719,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Northwood Park,Yes,Northern Contract Area,2006/08/17 00:00:00+00,2024/06/18 12:54:31+00,249.906011770817,3747.17979628934
720,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Northwood Park,Yes,Northern Contract Area,2006/08/17 00:00:00+00,2024/06/18 12:59:13+00,379.856961376141,8393.67643809666
727,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Papanui Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:57:33+00,291.322940871155,4648.68386914666
728,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Papanui Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:57:22+00,291.322913688848,4648.6869415921
730,In Service,Softball,Senior,Unknown,Summer,Grass,1,Senior Softball 1,Lesley Byrne Memorial Diamond,2022/10/01 00:00:00+00,2023/03/26 00:00:00+00,2022/12/19 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday,Friday,Sunday",Saturday,Papanui Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2022/09/20 16:16:28+00,99.1442790080011,691.123282080791
731,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Plynlimon Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:55:04+00,249.904632611131,3747.14470993048
733,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Queenspark Reserve,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:59:48+00,379.850958966283,8393.41204489176
736,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,2022/10/17 00:00:00+00,2023/03/23 00:00:00+00,2022/12/12 00:00:00+00,2023/01/12 00:00:00+00,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2023/09/04 12:38:34+00,253.189655832079,3804.98516527176
737,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,2,Senior Touch Rugby 2,,2022/10/17 00:00:00+00,2023/03/23 00:00:00+00,2022/12/12 00:00:00+00,2023/01/12 00:00:00+00,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2023/09/04 12:36:18+00,246.159525952422,3546.03080618964
738,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,1,Senior Touch Rugby 1,,2022/10/17 00:00:00+00,2023/03/23 00:00:00+00,2022/12/12 00:00:00+00,2023/01/12 00:00:00+00,,"Monday,Thursday",Rawhiti Domain,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/09/02 14:22:03+00,244.201529759742,3533.18193047979
739,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Ray Blank Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:56:47+00,339.872532174789,6994.7458310246
740,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Ray Blank Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:56:21+00,339.872544665253,6994.7613925495
747,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Scott Park Wigram,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:53:11+00,199.92424757681,2398.18160129908
748,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Sheldon Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:59:04+00,324.886270349352,6224.55965389387
750,In Service,Football,Junior,Unknown,Non-Seasonal,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Somerfield Park,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:53:25+00,199.921980591352,2398.12895455754
751,In Service,Football,Junior,Unknown,Non-Seasonal,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Somerfield Park,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:53:04+00,199.922106063046,2398.13131170846
752,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Tulett Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:53:25+00,224.114926047333,3115.91486643163
753,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Wainoni Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:57:31+00,375.850940421253,8153.52821420796
754,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Wainoni Park,Yes,Northern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:57:38+00,333.324217247748,6570.56192512201
755,In Service,Football,Intermediate,Unknown,Winter,Grass,4,Intermediate Football 4,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Warren Park,Yes,Eastern Contract Area,2006/08/18 00:00:00+00,2024/06/18 12:53:12+00,237.570532286371,3419.79173742858
812,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Beckenham Park,Yes,Eastern Contract Area,2006/07/27 00:00:00+00,2024/06/18 12:53:26+00,262.273514452387,4109.00317779316
824,Out of Service,Football,Intermediate,Unknown,Winter,Grass,2,Intermediate Football 2,,,,,,,,Avon Corridor 10 RRZ Land,No,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 13:03:14+00,279.889667349782,4796.21520928867
827,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,4,Senior Football 4,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Avonhead Park,Yes,Northern Contract Area,2006/07/24 00:00:00+00,2024/06/18 12:56:48+00,339.874733503931,6994.84286316614
