Year,Training type,Grouping variable,Category,Occupation,Value,Value Unit,Value Label,Null Reason
2018,Trainees,Ethnic group,European,Abrasive Blaster & Protective Coater Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,Māori,Abrasive Blaster & Protective Coater Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Asian,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Abrasive Blaster & Protective Coater Professionals,10,number,Number of people,
2018,Trainees,Gender,Male,Abrasive Blaster & Protective Coater Professionals,10,number,Number of people,
2018,Trainees,Gender,Female,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Age group,*-19,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Age group,20-29,Abrasive Blaster & Protective Coater Professionals,5,number,Number of people,
2018,Trainees,Age group,30-39,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Age group,40-49,Abrasive Blaster & Protective Coater Professionals,5,number,Number of people,
2018,Trainees,Age group,50+,Abrasive Blaster & Protective Coater Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,European,Adult Education,430,number,Number of people,
2018,Trainees,Ethnic group,Māori,Adult Education,160,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Adult Education,45,number,Number of people,
2018,Trainees,Ethnic group,Asian,Adult Education,30,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Adult Education,10,number,Number of people,
2018,Trainees,Ethnic group,Other,Adult Education,15,number,Number of people,
2018,Trainees,Ethnic group,Total,Adult Education,650,number,Number of people,
2018,Trainees,Gender,Male,Adult Education,390,number,Number of people,
2018,Trainees,Gender,Female,Adult Education,260,number,Number of people,
2018,Trainees,Age group,*-19,Adult Education,5,number,Number of people,
2018,Trainees,Age group,20-29,Adult Education,260,number,Number of people,
2018,Trainees,Age group,30-39,Adult Education,160,number,Number of people,
2018,Trainees,Age group,40-49,Adult Education,120,number,Number of people,
2018,Trainees,Age group,50+,Adult Education,105,number,Number of people,
2018,Trainees,Ethnic group,European,Aeronautical Engineers & Aircraft Maintenance Engineers,210,number,Number of people,
2018,Trainees,Ethnic group,Māori,Aeronautical Engineers & Aircraft Maintenance Engineers,20,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Aeronautical Engineers & Aircraft Maintenance Engineers,10,number,Number of people,
2018,Trainees,Ethnic group,Asian,Aeronautical Engineers & Aircraft Maintenance Engineers,5,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Aeronautical Engineers & Aircraft Maintenance Engineers,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Aeronautical Engineers & Aircraft Maintenance Engineers,15,number,Number of people,
2018,Trainees,Ethnic group,Total,Aeronautical Engineers & Aircraft Maintenance Engineers,245,number,Number of people,
2018,Trainees,Gender,Male,Aeronautical Engineers & Aircraft Maintenance Engineers,225,number,Number of people,
2018,Trainees,Gender,Female,Aeronautical Engineers & Aircraft Maintenance Engineers,20,number,Number of people,
2018,Trainees,Age group,*-19,Aeronautical Engineers & Aircraft Maintenance Engineers,10,number,Number of people,
2018,Trainees,Age group,20-29,Aeronautical Engineers & Aircraft Maintenance Engineers,150,number,Number of people,
2018,Trainees,Age group,30-39,Aeronautical Engineers & Aircraft Maintenance Engineers,45,number,Number of people,
2018,Trainees,Age group,40-49,Aeronautical Engineers & Aircraft Maintenance Engineers,30,number,Number of people,
2018,Trainees,Age group,50+,Aeronautical Engineers & Aircraft Maintenance Engineers,10,number,Number of people,
2018,Trainees,Ethnic group,European,Agricultural Professionals,3070,number,Number of people,
2018,Trainees,Ethnic group,Māori,Agricultural Professionals,635,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Agricultural Professionals,95,number,Number of people,
2018,Trainees,Ethnic group,Asian,Agricultural Professionals,1305,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Agricultural Professionals,170,number,Number of people,
2018,Trainees,Ethnic group,Other,Agricultural Professionals,175,number,Number of people,
2018,Trainees,Ethnic group,Total,Agricultural Professionals,5595,number,Number of people,
2018,Trainees,Gender,Male,Agricultural Professionals,4280,number,Number of people,
2018,Trainees,Gender,Female,Agricultural Professionals,1300,number,Number of people,
2018,Trainees,Age group,*-19,Agricultural Professionals,400,number,Number of people,
2018,Trainees,Age group,20-29,Agricultural Professionals,2460,number,Number of people,
2018,Trainees,Age group,30-39,Agricultural Professionals,1565,number,Number of people,
2018,Trainees,Age group,40-49,Agricultural Professionals,795,number,Number of people,
2018,Trainees,Age group,50+,Agricultural Professionals,370,number,Number of people,
2018,Trainees,Ethnic group,European,Ambulance Professionals,20,number,Number of people,
2018,Trainees,Ethnic group,Māori,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Asian,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Ambulance Professionals,30,number,Number of people,
2018,Trainees,Gender,Male,Ambulance Professionals,10,number,Number of people,
2018,Trainees,Gender,Female,Ambulance Professionals,15,number,Number of people,
2018,Trainees,Age group,*-19,Ambulance Professionals,0,number,Number of people,
2018,Trainees,Age group,20-29,Ambulance Professionals,10,number,Number of people,
2018,Trainees,Age group,30-39,Ambulance Professionals,5,number,Number of people,
2018,Trainees,Age group,40-49,Ambulance Professionals,10,number,Number of people,
2018,Trainees,Age group,50+,Ambulance Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,European,"Architectural Technicians, Design & Draughting Professionals",110,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Architectural Technicians, Design & Draughting Professionals",10,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Architectural Technicians, Design & Draughting Professionals",0,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Architectural Technicians, Design & Draughting Professionals",10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Architectural Technicians, Design & Draughting Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,Other,"Architectural Technicians, Design & Draughting Professionals",0,number,Number of people,
2018,Trainees,Ethnic group,Total,"Architectural Technicians, Design & Draughting Professionals",130,number,Number of people,
2018,Trainees,Gender,Male,"Architectural Technicians, Design & Draughting Professionals",40,number,Number of people,
2018,Trainees,Gender,Female,"Architectural Technicians, Design & Draughting Professionals",90,number,Number of people,
2018,Trainees,Age group,*-19,"Architectural Technicians, Design & Draughting Professionals",0,number,Number of people,
2018,Trainees,Age group,20-29,"Architectural Technicians, Design & Draughting Professionals",50,number,Number of people,
2018,Trainees,Age group,30-39,"Architectural Technicians, Design & Draughting Professionals",40,number,Number of people,
2018,Trainees,Age group,40-49,"Architectural Technicians, Design & Draughting Professionals",25,number,Number of people,
2018,Trainees,Age group,50+,"Architectural Technicians, Design & Draughting Professionals",15,number,Number of people,
2018,Trainees,Ethnic group,European,"Automotive Engineers, Mechanics or Technicians",230,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Automotive Engineers, Mechanics or Technicians",30,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Automotive Engineers, Mechanics or Technicians",30,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Automotive Engineers, Mechanics or Technicians",40,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Automotive Engineers, Mechanics or Technicians",15,number,Number of people,
2018,Trainees,Ethnic group,Other,"Automotive Engineers, Mechanics or Technicians",5,number,Number of people,
2018,Trainees,Ethnic group,Total,"Automotive Engineers, Mechanics or Technicians",320,number,Number of people,
2018,Trainees,Gender,Male,"Automotive Engineers, Mechanics or Technicians",280,number,Number of people,
2018,Trainees,Gender,Female,"Automotive Engineers, Mechanics or Technicians",40,number,Number of people,
2018,Trainees,Age group,*-19,"Automotive Engineers, Mechanics or Technicians",25,number,Number of people,
2018,Trainees,Age group,20-29,"Automotive Engineers, Mechanics or Technicians",145,number,Number of people,
2018,Trainees,Age group,30-39,"Automotive Engineers, Mechanics or Technicians",65,number,Number of people,
2018,Trainees,Age group,40-49,"Automotive Engineers, Mechanics or Technicians",55,number,Number of people,
2018,Trainees,Age group,50+,"Automotive Engineers, Mechanics or Technicians",30,number,Number of people,
2018,Trainees,Ethnic group,European,"Aviation, Travel & Tourism Professionals",1655,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Aviation, Travel & Tourism Professionals",300,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Aviation, Travel & Tourism Professionals",210,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Aviation, Travel & Tourism Professionals",505,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Aviation, Travel & Tourism Professionals",70,number,Number of people,
2018,Trainees,Ethnic group,Other,"Aviation, Travel & Tourism Professionals",65,number,Number of people,
2018,Trainees,Ethnic group,Total,"Aviation, Travel & Tourism Professionals",2730,number,Number of people,
2018,Trainees,Gender,Male,"Aviation, Travel & Tourism Professionals",895,number,Number of people,
2018,Trainees,Gender,Female,"Aviation, Travel & Tourism Professionals",1825,number,Number of people,
2018,Trainees,Age group,*-19,"Aviation, Travel & Tourism Professionals",110,number,Number of people,
2018,Trainees,Age group,20-29,"Aviation, Travel & Tourism Professionals",1385,number,Number of people,
2018,Trainees,Age group,30-39,"Aviation, Travel & Tourism Professionals",625,number,Number of people,
2018,Trainees,Age group,40-49,"Aviation, Travel & Tourism Professionals",345,number,Number of people,
2018,Trainees,Age group,50+,"Aviation, Travel & Tourism Professionals",265,number,Number of people,
2018,Trainees,Ethnic group,European,Banking & Finance Professionals,35,number,Number of people,
2018,Trainees,Ethnic group,Māori,Banking & Finance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Banking & Finance Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Asian,Banking & Finance Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Banking & Finance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Banking & Finance Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Banking & Finance Professionals,50,number,Number of people,
2018,Trainees,Gender,Male,Banking & Finance Professionals,20,number,Number of people,
2018,Trainees,Gender,Female,Banking & Finance Professionals,30,number,Number of people,
2018,Trainees,Age group,*-19,Banking & Finance Professionals,0,number,Number of people,
2018,Trainees,Age group,20-29,Banking & Finance Professionals,15,number,Number of people,
2018,Trainees,Age group,30-39,Banking & Finance Professionals,15,number,Number of people,
2018,Trainees,Age group,40-49,Banking & Finance Professionals,20,number,Number of people,
2018,Trainees,Age group,50+,Banking & Finance Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,European,Boat Building & Sailmaking Professionals,75,number,Number of people,
2018,Trainees,Ethnic group,Māori,Boat Building & Sailmaking Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Boat Building & Sailmaking Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Asian,Boat Building & Sailmaking Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Boat Building & Sailmaking Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Boat Building & Sailmaking Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Boat Building & Sailmaking Professionals,100,number,Number of people,
2018,Trainees,Gender,Male,Boat Building & Sailmaking Professionals,100,number,Number of people,
2018,Trainees,Gender,Female,Boat Building & Sailmaking Professionals,0,number,Number of people,
2018,Trainees,Age group,*-19,Boat Building & Sailmaking Professionals,25,number,Number of people,
2018,Trainees,Age group,20-29,Boat Building & Sailmaking Professionals,50,number,Number of people,
2018,Trainees,Age group,30-39,Boat Building & Sailmaking Professionals,20,number,Number of people,
2018,Trainees,Age group,40-49,Boat Building & Sailmaking Professionals,10,number,Number of people,
2018,Trainees,Age group,50+,Boat Building & Sailmaking Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,European,Building & Construction Professionals - Not Otherwise Specified,270,number,Number of people,
2018,Trainees,Ethnic group,Māori,Building & Construction Professionals - Not Otherwise Specified,100,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Building & Construction Professionals - Not Otherwise Specified,50,number,Number of people,
2018,Trainees,Ethnic group,Asian,Building & Construction Professionals - Not Otherwise Specified,25,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Building & Construction Professionals - Not Otherwise Specified,10,number,Number of people,
2018,Trainees,Ethnic group,Other,Building & Construction Professionals - Not Otherwise Specified,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Building & Construction Professionals - Not Otherwise Specified,435,number,Number of people,
2018,Trainees,Gender,Male,Building & Construction Professionals - Not Otherwise Specified,430,number,Number of people,
2018,Trainees,Gender,Female,Building & Construction Professionals - Not Otherwise Specified,0,number,Number of people,
2018,Trainees,Age group,*-19,Building & Construction Professionals - Not Otherwise Specified,20,number,Number of people,
2018,Trainees,Age group,20-29,Building & Construction Professionals - Not Otherwise Specified,195,number,Number of people,
2018,Trainees,Age group,30-39,Building & Construction Professionals - Not Otherwise Specified,145,number,Number of people,
2018,Trainees,Age group,40-49,Building & Construction Professionals - Not Otherwise Specified,55,number,Number of people,
2018,Trainees,Age group,50+,Building & Construction Professionals - Not Otherwise Specified,25,number,Number of people,
2018,Trainees,Ethnic group,European,Building Services Professionals,380,number,Number of people,
2018,Trainees,Ethnic group,Māori,Building Services Professionals,160,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Building Services Professionals,155,number,Number of people,
2018,Trainees,Ethnic group,Asian,Building Services Professionals,255,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Building Services Professionals,25,number,Number of people,
2018,Trainees,Ethnic group,Other,Building Services Professionals,20,number,Number of people,
2018,Trainees,Ethnic group,Total,Building Services Professionals,940,number,Number of people,
2018,Trainees,Gender,Male,Building Services Professionals,205,number,Number of people,
2018,Trainees,Gender,Female,Building Services Professionals,730,number,Number of people,
2018,Trainees,Age group,*-19,Building Services Professionals,10,number,Number of people,
2018,Trainees,Age group,20-29,Building Services Professionals,140,number,Number of people,
2018,Trainees,Age group,30-39,Building Services Professionals,195,number,Number of people,
2018,Trainees,Age group,40-49,Building Services Professionals,205,number,Number of people,
2018,Trainees,Age group,50+,Building Services Professionals,390,number,Number of people,
2018,Trainees,Ethnic group,European,"Business Administration, Management & Computing Professionals",2825,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Business Administration, Management & Computing Professionals",750,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Business Administration, Management & Computing Professionals",320,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Business Administration, Management & Computing Professionals",390,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Business Administration, Management & Computing Professionals",120,number,Number of people,
2018,Trainees,Ethnic group,Other,"Business Administration, Management & Computing Professionals",110,number,Number of people,
2018,Trainees,Ethnic group,Total,"Business Administration, Management & Computing Professionals",4550,number,Number of people,
2018,Trainees,Gender,Male,"Business Administration, Management & Computing Professionals",2480,number,Number of people,
2018,Trainees,Gender,Female,"Business Administration, Management & Computing Professionals",2040,number,Number of people,
2018,Trainees,Age group,*-19,"Business Administration, Management & Computing Professionals",15,number,Number of people,
2018,Trainees,Age group,20-29,"Business Administration, Management & Computing Professionals",1580,number,Number of people,
2018,Trainees,Age group,30-39,"Business Administration, Management & Computing Professionals",1365,number,Number of people,
2018,Trainees,Age group,40-49,"Business Administration, Management & Computing Professionals",965,number,Number of people,
2018,Trainees,Age group,50+,"Business Administration, Management & Computing Professionals",620,number,Number of people,
2018,Trainees,Ethnic group,European,Call or Contact Centre Professionals,325,number,Number of people,
2018,Trainees,Ethnic group,Māori,Call or Contact Centre Professionals,90,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Call or Contact Centre Professionals,125,number,Number of people,
2018,Trainees,Ethnic group,Asian,Call or Contact Centre Professionals,90,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Call or Contact Centre Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Other,Call or Contact Centre Professionals,25,number,Number of people,
2018,Trainees,Ethnic group,Total,Call or Contact Centre Professionals,885,number,Number of people,
2018,Trainees,Gender,Male,Call or Contact Centre Professionals,300,number,Number of people,
2018,Trainees,Gender,Female,Call or Contact Centre Professionals,585,number,Number of people,
2018,Trainees,Age group,*-19,Call or Contact Centre Professionals,20,number,Number of people,
2018,Trainees,Age group,20-29,Call or Contact Centre Professionals,485,number,Number of people,
2018,Trainees,Age group,30-39,Call or Contact Centre Professionals,215,number,Number of people,
2018,Trainees,Age group,40-49,Call or Contact Centre Professionals,95,number,Number of people,
2018,Trainees,Age group,50+,Call or Contact Centre Professionals,70,number,Number of people,
2018,Trainees,Ethnic group,European,Carpenters,15,number,Number of people,
2018,Trainees,Ethnic group,Māori,Carpenters,5,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Carpenters,20,number,Number of people,
2018,Trainees,Ethnic group,Asian,Carpenters,5,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Carpenters,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Carpenters,0,number,Number of people,
2018,Trainees,Ethnic group,Total,Carpenters,55,number,Number of people,
2018,Trainees,Gender,Male,Carpenters,55,number,Number of people,
2018,Trainees,Gender,Female,Carpenters,0,number,Number of people,
2018,Trainees,Age group,*-19,Carpenters,0,number,Number of people,
2018,Trainees,Age group,20-29,Carpenters,25,number,Number of people,
2018,Trainees,Age group,30-39,Carpenters,15,number,Number of people,
2018,Trainees,Age group,40-49,Carpenters,10,number,Number of people,
2018,Trainees,Age group,50+,Carpenters,5,number,Number of people,
2018,Trainees,Ethnic group,European,Civil Construction Professionals,1050,number,Number of people,
2018,Trainees,Ethnic group,Māori,Civil Construction Professionals,470,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Civil Construction Professionals,140,number,Number of people,
2018,Trainees,Ethnic group,Asian,Civil Construction Professionals,95,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Civil Construction Professionals,25,number,Number of people,
2018,Trainees,Ethnic group,Other,Civil Construction Professionals,30,number,Number of people,
2018,Trainees,Ethnic group,Total,Civil Construction Professionals,1710,number,Number of people,
2018,Trainees,Gender,Male,Civil Construction Professionals,1515,number,Number of people,
2018,Trainees,Gender,Female,Civil Construction Professionals,145,number,Number of people,
2018,Trainees,Age group,*-19,Civil Construction Professionals,60,number,Number of people,
2018,Trainees,Age group,20-29,Civil Construction Professionals,520,number,Number of people,
2018,Trainees,Age group,30-39,Civil Construction Professionals,505,number,Number of people,
2018,Trainees,Age group,40-49,Civil Construction Professionals,380,number,Number of people,
2018,Trainees,Age group,50+,Civil Construction Professionals,245,number,Number of people,
2018,Trainees,Ethnic group,European,"Clothing, Footwear & Textile Manufacturing Professionals",20,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Clothing, Footwear & Textile Manufacturing Professionals",0,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Clothing, Footwear & Textile Manufacturing Professionals",0,number,Number of people,
2018,Trainees,Ethnic group,Other,"Clothing, Footwear & Textile Manufacturing Professionals",0,number,Number of people,
2018,Trainees,Ethnic group,Total,"Clothing, Footwear & Textile Manufacturing Professionals",30,number,Number of people,
2018,Trainees,Gender,Male,"Clothing, Footwear & Textile Manufacturing Professionals",25,number,Number of people,
2018,Trainees,Gender,Female,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Age group,*-19,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Age group,20-29,"Clothing, Footwear & Textile Manufacturing Professionals",15,number,Number of people,
2018,Trainees,Age group,30-39,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Age group,40-49,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Age group,50+,"Clothing, Footwear & Textile Manufacturing Professionals",5,number,Number of people,
2018,Trainees,Ethnic group,European,Community Support or Social Services Professionals,7760,number,Number of people,
2018,Trainees,Ethnic group,Māori,Community Support or Social Services Professionals,2535,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Community Support or Social Services Professionals,1500,number,Number of people,
2018,Trainees,Ethnic group,Asian,Community Support or Social Services Professionals,2735,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Community Support or Social Services Professionals,295,number,Number of people,
2018,Trainees,Ethnic group,Other,Community Support or Social Services Professionals,355,number,Number of people,
2018,Trainees,Ethnic group,Total,Community Support or Social Services Professionals,14820,number,Number of people,
2018,Trainees,Gender,Male,Community Support or Social Services Professionals,2720,number,Number of people,
2018,Trainees,Gender,Female,Community Support or Social Services Professionals,12055,number,Number of people,
2018,Trainees,Age group,*-19,Community Support or Social Services Professionals,265,number,Number of people,
2018,Trainees,Age group,20-29,Community Support or Social Services Professionals,3210,number,Number of people,
2018,Trainees,Age group,30-39,Community Support or Social Services Professionals,3025,number,Number of people,
2018,Trainees,Gender,Male,Joiners & Glaziers,570,number,Number of people,
2018,Trainees,Age group,40-49,Community Support or Social Services Professionals,3205,number,Number of people,
2018,Trainees,Age group,50+,Community Support or Social Services Professionals,5120,number,Number of people,
2018,Trainees,Ethnic group,European,"Concreters, Brick & Block Layers",95,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Concreters, Brick & Block Layers",55,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Concreters, Brick & Block Layers",50,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Concreters, Brick & Block Layers",10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Concreters, Brick & Block Layers",0,number,Number of people,
2018,Trainees,Ethnic group,Other,"Concreters, Brick & Block Layers",0,number,Number of people,
2018,Trainees,Ethnic group,Total,"Concreters, Brick & Block Layers",205,number,Number of people,
2018,Trainees,Gender,Male,"Concreters, Brick & Block Layers",200,number,Number of people,
2018,Trainees,Gender,Female,"Concreters, Brick & Block Layers",5,number,Number of people,
2018,Trainees,Age group,*-19,"Concreters, Brick & Block Layers",5,number,Number of people,
2018,Trainees,Age group,20-29,"Concreters, Brick & Block Layers",85,number,Number of people,
2018,Trainees,Age group,30-39,"Concreters, Brick & Block Layers",70,number,Number of people,
2018,Trainees,Age group,40-49,"Concreters, Brick & Block Layers",30,number,Number of people,
2018,Trainees,Age group,50+,"Concreters, Brick & Block Layers",15,number,Number of people,
2018,Trainees,Ethnic group,European,Crane Operation Professionals,255,number,Number of people,
2018,Trainees,Ethnic group,Māori,Crane Operation Professionals,60,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Crane Operation Professionals,20,number,Number of people,
2018,Trainees,Ethnic group,Asian,Crane Operation Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Crane Operation Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Other,Crane Operation Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Total,Crane Operation Professionals,420,number,Number of people,
2018,Trainees,Gender,Male,Crane Operation Professionals,410,number,Number of people,
2018,Trainees,Gender,Female,Crane Operation Professionals,5,number,Number of people,
2018,Trainees,Age group,*-19,Crane Operation Professionals,5,number,Number of people,
2018,Trainees,Age group,20-29,Crane Operation Professionals,85,number,Number of people,
2018,Trainees,Age group,30-39,Crane Operation Professionals,105,number,Number of people,
2018,Trainees,Age group,40-49,Crane Operation Professionals,100,number,Number of people,
2018,Trainees,Age group,50+,Crane Operation Professionals,125,number,Number of people,
2018,Trainees,Ethnic group,European,Dairy Manufacturing Professionals,65,number,Number of people,
2018,Trainees,Ethnic group,Māori,Dairy Manufacturing Professionals,15,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,Dairy Manufacturing Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Asian,Dairy Manufacturing Professionals,15,number,Number of people,
2018,Trainees,Ethnic group,MELAA,Dairy Manufacturing Professionals,0,number,Number of people,
2018,Trainees,Ethnic group,Other,Dairy Manufacturing Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Total,Dairy Manufacturing Professionals,110,number,Number of people,
2018,Trainees,Gender,Male,Dairy Manufacturing Professionals,75,number,Number of people,
2018,Trainees,Gender,Female,Dairy Manufacturing Professionals,30,number,Number of people,
2018,Trainees,Age group,*-19,Dairy Manufacturing Professionals,0,number,Number of people,
2018,Trainees,Age group,20-29,Dairy Manufacturing Professionals,40,number,Number of people,
2018,Trainees,Age group,30-39,Dairy Manufacturing Professionals,30,number,Number of people,
2018,Trainees,Age group,40-49,Dairy Manufacturing Professionals,25,number,Number of people,
2018,Trainees,Age group,50+,Dairy Manufacturing Professionals,10,number,Number of people,
2018,Trainees,Ethnic group,European,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",115,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",15,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",20,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",10,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",0,number,Number of people,
2018,Trainees,Ethnic group,Other,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",0,number,Number of people,
2018,Trainees,Ethnic group,Total,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",170,number,Number of people,
2018,Trainees,Gender,Male,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",165,number,Number of people,
2018,Trainees,Gender,Female,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",5,number,Number of people,
2018,Trainees,Age group,*-19,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",10,number,Number of people,
2018,Trainees,Age group,20-29,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",100,number,Number of people,
2018,Trainees,Age group,30-39,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",30,number,Number of people,
2018,Trainees,Age group,40-49,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",15,number,Number of people,
2018,Trainees,Age group,50+,"Electrical or Electronic Engineers, Electricians, Electrical Fitters, Electrical Technicians",20,number,Number of people,
2018,Trainees,Ethnic group,European,"Electricity Supply Electricians, Fitters, or Technicians",590,number,Number of people,
2018,Trainees,Age group,50+,Furniture Manufacturing & Finishing Professionals,5,number,Number of people,
2018,Trainees,Ethnic group,Māori,"Electricity Supply Electricians, Fitters, or Technicians",160,number,Number of people,
2018,Trainees,Ethnic group,Pacific Peoples,"Electricity Supply Electricians, Fitters, or Technicians",110,number,Number of people,
2018,Trainees,Ethnic group,Asian,"Electricity Supply Electricians, Fitters, or Technicians",590,number,Number of people,
2018,Trainees,Ethnic group,MELAA,"Electricity Supply Electricians, Fitters, or Technicians",35,number,Number of people,
