Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2022,Petroleum refining and coal product manufacturing,C170,Enterprises,33,number,Number of enterprises,
2022,Industrial gas manufacturing,C1811,Enterprises,9,number,Number of enterprises,
2022,Synthetic resin and synthetic rubber manufacturing,C1821,Employee count,290,number,Number of employees,
2022,Building construction,E30,Enterprises,28308,number,Number of enterprises,
2022,House construction,E3011,Enterprises,23163,number,Number of enterprises,
2022,Electrical and electronic goods retailing,G422,Enterprises,1353,number,Number of enterprises,
2022,Other personal accessory retailing,G4259,Employee count,640,number,Number of employees,
2022,Warehousing and storage services,I530,Employee count,5900,number,Number of employees,
2022,"Data processing, web hosting and electronic information storage services",J592,Enterprises,375,number,Number of enterprises,
2022,Non-depository financing,K6230,Enterprises,738,number,Number of enterprises,
2022,Rental and hiring services (except real estate),L66,Employee count,13400,number,Number of employees,
2022,Computer system design and related services,M7000,Employee count,40200,number,Number of employees,
2022,Fire protection and other emergency services,O7713,Employee count,3700,number,Number of employees,
2022,Casino operation,R9201,Enterprises,9,number,Number of enterprises,
2023,Grape growing,A0131,Enterprises,1044,number,Number of enterprises,
2023,"Fish trawling, seining and netting",A0414,Employee count,1200,number,Number of employees,
2023,"Pulp, paper and paperboard manufacturing",C1510,Enterprises,18,number,Number of enterprises,
2023,Other structural metal product manufacturing,C2229,Employee count,1650,number,Number of employees,
2023,Building structure services,E322,Employee count,12200,number,Number of employees,
2023,Plumbing services,E3231,Enterprises,4683,number,Number of enterprises,
2023,General line grocery wholesaling,F3601,Employee count,10700,number,Number of employees,
2023,Water freight transport,I4810,Enterprises,135,number,Number of enterprises,
2023,Other transport,I50,Enterprises,1161,number,Number of enterprises,
2023,Auxiliary finance and investment services,K641,Employee count,11900,number,Number of employees,
2023,Gardening services,N7313,Employee count,4850,number,Number of employees,
2023,Hospitals,Q840,Employee count,104900,number,Number of employees,
2024,Other livestock farming,A019,Employee count,3200,number,Number of employees,
2024,Aluminium smelting,C2132,Employee count,910,number,Number of employees,
2024,Furniture manufacturing,C251,Enterprises,1428,number,Number of enterprises,
2024,Jewellery and watch wholesaling,F3732,Employee count,230,number,Number of employees,
2024,Motor vehicle and motor vehicle parts retailing,G39,Enterprises,3144,number,Number of enterprises,
2024,"Furniture, floor coverings, houseware and textile goods retailing",G421,Employee count,8900,number,Number of employees,
2024,Other depository financial intermediation,K6229,Employee count,45,number,Number of employees,
2000,Dairy cattle farming,A0160,Enterprises,20832,number,Number of enterprises,
2000,Iron ore mining,B0801,Employee count,60,number,Number of employees,
2000,"Textile, leather, clothing and footwear manufacturing",C13,Enterprises,2100,number,Number of enterprises,
2000,Converted paper product manufacturing,C152,Employee count,5100,number,Number of employees,
2000,Reproduction of recorded media,C1620,Employee count,15,number,Number of employees,
2000,Veterinary pharmaceutical and medicinal product manufacturing,C1842,Employee count,790,number,Number of employees,
2000,Natural rubber product manufacturing,C1920,Employee count,740,number,Number of employees,
2000,Other professional and scientific equipment manufacturing,C2419,Enterprises,63,number,Number of enterprises,
2000,Floor coverings retailing,G4212,Enterprises,321,number,Number of enterprises,
2000,Other auxiliary finance and investment services,K6419,Enterprises,1674,number,Number of enterprises,
2000,Corporate head office management services,M6961,Enterprises,66,number,Number of enterprises,
2000,Combined primary and secondary education,P8023,Employee count,1850,number,Number of employees,
2000,Other automotive repair and maintenance,S9419,Enterprises,3813,number,Number of enterprises,
2001,Dairy cattle farming,A0160,Enterprises,20757,number,Number of enterprises,
2001,Forestry,A0301,Enterprises,4032,number,Number of enterprises,
2001,"Potato, corn and other crisp manufacturing",C1191,Employee count,750,number,Number of employees,
2001,Other non-metallic mineral product manufacturing,C2090,Enterprises,90,number,Number of enterprises,
2001,"Pump, compressor, heating and ventilation equipment manufacturing",C245,Employee count,820,number,Number of employees,
2001,Water supply,D2811,Enterprises,42,number,Number of enterprises,
2001,Land development and subdivision,E3211,Enterprises,2502,number,Number of enterprises,
2001,Tiling and carpeting services,E3243,Enterprises,1554,number,Number of enterprises,
2001,Road freight transport,I4610,Enterprises,4845,number,Number of enterprises,
