Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2003,Other specialised food retailing,G4129,Employee count,1600,number,Number of employees,
2003,Electrical and electronic goods retailing,G422,Enterprises,1086,number,Number of enterprises,
2003,"Rental, hiring and real estate services",L,Employee count,24000,number,Number of employees,
2003,"Sports and physical recreation venues, grounds and facilities operation",R9113,Employee count,2500,number,Number of employees,
2003,Diet and weight reduction centre operation,S9512,Employee count,950,number,Number of employees,
2004,Fishing,A041,Enterprises,1713,number,Number of enterprises,
2004,Construction material mining,B091,Employee count,1050,number,Number of employees,
2004,Sugar and confectionery manufacturing,C118,Enterprises,90,number,Number of enterprises,
2004,Ceramic product manufacturing,C202,Employee count,690,number,Number of employees,
2004,"Nut, bolt, screw and rivet manufacturing",C2292,Enterprises,12,number,Number of enterprises,
2004,Agricultural machinery and equipment manufacturing,C2461,Employee count,2550,number,Number of employees,
2004,On selling electricity and electricity market operation,D2640,Employee count,360,number,Number of employees,
2004,Structural steel erection services,E3224,Employee count,440,number,Number of employees,
2004,Life insurance,K6310,Enterprises,36,number,Number of enterprises,
2004,Architectural services,M6921,Enterprises,2334,number,Number of enterprises,
2004,Advertising services,M6940,Employee count,3700,number,Number of employees,
2004,Gambling activities,R920,Enterprises,201,number,Number of enterprises,
2005,Wood chipping,C1412,Enterprises,12,number,Number of enterprises,
2005,Adhesive manufacturing,C1915,Enterprises,9,number,Number of enterprises,
2005,Cement and lime manufacturing,C2031,Employee count,280,number,Number of employees,
2005,Machinery and equipment manufacturing,C24,Employee count,28900,number,Number of employees,
2005,Building construction,E30,Enterprises,16029,number,Number of enterprises,
2005,Other goods wholesaling n.e.c.,F3739,Enterprises,3114,number,Number of enterprises,
2005,Other store-based retailing,G42,Employee count,105900,number,Number of employees,
2005,Newspaper and book retailing,G4244,Employee count,4300,number,Number of employees,
2005,"Pubs, taverns and bars",H4520,Employee count,15600,number,Number of employees,
2005,Road passenger transport,I462,Enterprises,3324,number,Number of enterprises,
2005,Other water transport support services,I5219,Employee count,800,number,Number of employees,
2005,Television broadcasting,J562,Enterprises,36,number,Number of enterprises,
2005,"Funeral, crematorium and cemetery services",S9520,Enterprises,171,number,Number of enterprises,
2006,Other mining support services,B1090,Employee count,820,number,Number of employees,
2006,"Potato, corn and other crisp manufacturing",C1191,Employee count,580,number,Number of employees,
2006,Cleaning compound and toiletry preparation manufacturing,C185,Employee count,1800,number,Number of employees,
2006,"Cement, lime, plaster and concrete product manufacturing",C203,Enterprises,354,number,Number of enterprises,
2006,Other transport equipment manufacturing,C239,Employee count,6600,number,Number of employees,
2006,Plumbing services,E3231,Enterprises,3453,number,Number of enterprises,
2006,Industrial and agricultural chemical product wholesaling,F3323,Enterprises,483,number,Number of enterprises,
2006,Commercial vehicle wholesaling,F3502,Employee count,640,number,Number of employees,
2006,Other public order and safety services,O7719,Employee count,75,number,Number of employees,
2006,Dental services,Q8531,Employee count,4450,number,Number of employees,
2007,Metal ore mining,B080,Employee count,550,number,Number of employees,
2007,Other basic chemical product manufacturing n.e.c.,C1899,Enterprises,39,number,Number of enterprises,
2007,"Aluminium rolling, drawing, extruding",C2142,Employee count,2000,number,Number of employees,
2007,Spring and wire product manufacturing,C2291,Enterprises,69,number,Number of enterprises,
2007,Other motor vehicle parts manufacturing,C2319,Employee count,1500,number,Number of employees,
2007,"Fixed space heating, cooling and ventilation equipment manufacturing",C2452,Employee count,910,number,Number of employees,
2007,Non-store and commission-based retailing,G43,Enterprises,1461,number,Number of enterprises,
2007,Airport operations and other air transport support services,I5220,Enterprises,84,number,Number of enterprises,
2007,Motion picture and video production,J5511,Employee count,1300,number,Number of employees,
2007,Radio broadcasting,J5610,Enterprises,111,number,Number of enterprises,
2007,Finance,K62,Enterprises,18369,number,Number of enterprises,
2007,Social assistance services,Q87,Enterprises,2094,number,Number of enterprises,
2008,"Agriculture, forestry and fishing support services",A05,Employee count,24300,number,Number of employees,
2008,"Rope, cordage and twine manufacturing",C1332,Employee count,200,number,Number of employees,
2008,Log sawmilling,C1411,Enterprises,405,number,Number of enterprises,
2008,Sanitary paper product manufacturing,C1524,Employee count,160,number,Number of employees,
2008,Wholesale trade,F,Employee count,102600,number,Number of employees,
2008,Wool wholesaling,F3311,Enterprises,105,number,Number of enterprises,
2008,Paper product wholesaling,F3736,Enterprises,363,number,Number of enterprises,
2008,Motor vehicle retailing,G391,Enterprises,2070,number,Number of enterprises,
2008,Tyre retailing,G3922,Employee count,3500,number,Number of employees,
2008,Health care and social assistance,Q,Enterprises,16251,number,Number of enterprises,
2008,Optometry and optical dispensing,Q8532,Enterprises,357,number,Number of enterprises,
2008,Nature reserves and conservation parks operation,R8922,Employee count,3600,number,Number of employees,
2008,"Sports and physical recreation venues, grounds and facilities operation",R9113,Enterprises,444,number,Number of enterprises,
2009,Poultry farming (meat),A0171,Employee count,430,number,Number of employees,
2009,Pharmaceutical and medicinal product manufacturing,C184,Employee count,2300,number,Number of employees,
2009,Agricultural machinery and equipment manufacturing,C2461,Enterprises,240,number,Number of enterprises,
2009,Other manufacturing n.e.c.,C2599,Employee count,1850,number,Number of employees,
2009,On selling electricity and electricity market operation,D2640,Enterprises,18,number,Number of enterprises,
2009,Banking,K6221,Enterprises,21,number,Number of enterprises,
2009,Other goods and equipment rental and hiring n.e.c.,L6639,Enterprises,1773,number,Number of enterprises,
2009,Surveying and mapping services,M6922,Employee count,2000,number,Number of employees,
2009,Document preparation services,N7292,Employee count,200,number,Number of employees,
2010,Cut and sewn textile product manufacturing,C1333,Enterprises,471,number,Number of enterprises,
2010,Other converted paper product manufacturing,C1529,Enterprises,21,number,Number of enterprises,
2010,Basic organic chemical manufacturing,C1812,Employee count,280,number,Number of employees,
2010,Explosives manufacturing,C1892,Enterprises,6,number,Number of enterprises,
2010,Paint and coatings manufacturing,C1916,Employee count,2350,number,Number of employees,
2010,Machinery and equipment manufacturing,C24,Enterprises,3750,number,Number of enterprises,
2010,Other store-based retailing,G42,Enterprises,15852,number,Number of enterprises,
2010,Newspaper and book retailing,G4244,Enterprises,594,number,Number of enterprises,
2010,Non-store retailing,G4310,Employee count,1900,number,Number of employees,
2010,Electronic (except domestic appliance) and precision equipment repair and maintenance,S9422,Enterprises,675,number,Number of enterprises,
2011,Other metal ore mining,B0809,Employee count,18,number,Number of employees,
2011,Bread manufacturing (factory based),C1171,Employee count,4750,number,Number of employees,
2011,Cleaning compound and toiletry preparation manufacturing,C185,Enterprises,144,number,Number of enterprises,
2011,Fossil fuel electricity generation,D2611,Enterprises,9,number,Number of enterprises,
2011,Construction,E,Employee count,113800,number,Number of employees,
2011,Land development and subdivision,E3211,Enterprises,1503,number,Number of enterprises,
2011,Other construction services,E329,Employee count,9600,number,Number of employees,
2011,Other construction services n.e.c.,E3299,Enterprises,1581,number,Number of enterprises,
2012,Fishing,A041,Employee count,750,number,Number of employees,
2012,Steel pipe and tube manufacturing,C2122,Employee count,200,number,Number of employees,
2012,"Nut, bolt, screw and rivet manufacturing",C2292,Employee count,160,number,Number of employees,
2012,Other goods wholesaling,F37,Enterprises,5862,number,Number of enterprises,
2012,Other transport n.e.c.,I5029,Enterprises,405,number,Number of enterprises,
2012,Motion picture and sound recording activities,J55,Enterprises,2994,number,Number of enterprises,
2012,Motion picture and video production,J5511,Enterprises,2433,number,Number of enterprises,
2012,Life insurance,K6310,Employee count,2850,number,Number of employees,
2012,Architectural services,M6921,Employee count,3700,number,Number of employees,
2012,School education,P802,Employee count,92200,number,Number of employees,
2012,Heritage activities,R89,Employee count,5800,number,Number of employees,
2013,Cake and pastry manufacturing (factory based),C1172,Enterprises,129,number,Number of enterprises,
2013,"Rope, cordage and twine manufacturing",C1332,Enterprises,24,number,Number of enterprises,
2013,Pharmaceutical and toiletry goods wholesaling,F3720,Enterprises,456,number,Number of enterprises,
2013,Other goods wholesaling n.e.c.,F3739,Employee count,7100,number,Number of employees,
2013,Motor vehicle parts and tyre retailing,G392,Employee count,4600,number,Number of employees,
2013,Road passenger transport,I462,Employee count,9400,number,Number of employees,
2013,Television broadcasting,J562,Employee count,3000,number,Number of employees,
2013,Hospitals (except psychiatric hospitals),Q8401,Enterprises,105,number,Number of enterprises,
2013,Nature reserves and conservation parks operation,R8922,Enterprises,102,number,Number of enterprises,
2013,Domestic appliance repair and maintenance,S9421,Enterprises,564,number,Number of enterprises,
2013,"Funeral, crematorium and cemetery services",S9520,Employee count,960,number,Number of employees,
2013,Total all industries,TOTAL,Employee count,1948200,number,Number of employees,
2014,Floriculture production (under cover),A0114,Employee count,480,number,Number of employees,
2014,Olive growing,A0137,Enterprises,408,number,Number of enterprises,
2014,Rock lobster and crab potting,A0411,Employee count,200,number,Number of employees,
2014,Other food product manufacturing,C119,Enterprises,633,number,Number of enterprises,
2014,Electric lighting equipment manufacturing,C2432,Enterprises,75,number,Number of enterprises,
2014,Other manufacturing n.e.c.,C2599,Enterprises,402,number,Number of enterprises,
2014,Internet service providers and web search portals,J5910,Enterprises,240,number,Number of enterprises,
2014,"Other professional, scientific and technical services n.e.c.",M6999,Employee count,1250,number,Number of employees,
2014,Document preparation services,N7292,Enterprises,138,number,Number of enterprises,
2015,Other wood product manufacturing n.e.c.,C1499,Enterprises,345,number,Number of enterprises,
2015,Basic chemical and chemical product manufacturing,C18,Enterprises,528,number,Number of enterprises,
2015,Pesticide manufacturing,C1832,Enterprises,12,number,Number of enterprises,
2015,Other basic chemical product manufacturing n.e.c.,C1899,Employee count,250,number,Number of employees,
2015,Iron and steel casting,C2121,Employee count,470,number,Number of employees,
2015,Other electrical and electronic goods retailing,G4229,Enterprises,276,number,Number of enterprises,
2015,Non-store and commission-based retailing,G43,Employee count,3250,number,Number of employees,
2015,Airport operations and other air transport support services,I5220,Employee count,2650,number,Number of employees,
2015,Finance,K62,Employee count,33500,number,Number of employees,
2015,Lottery operation,R9202,Enterprises,39,number,Number of enterprises,
2016,Longline and rack (offshore) aquaculture,A0201,Employee count,240,number,Number of employees,
2016,Prawn fishing,A0412,Enterprises,0,number,Number of enterprises,
2016,Professional and scientific equipment manufacturing,C241,Employee count,4300,number,Number of employees,
2016,Waste remediation and materials recovery services,D2922,Enterprises,168,number,Number of enterprises,
2016,Trailer and other motor vehicle wholesaling,F3503,Employee count,150,number,Number of employees,
2016,Computer system design and related services,M7000,Enterprises,11142,number,Number of enterprises,
2016,Educational support services,P8220,Enterprises,549,number,Number of enterprises,
2016,Optometry and optical dispensing,Q8532,Employee count,2250,number,Number of employees,
2017,Turf growing,A0113,Employee count,45,number,Number of employees,
2017,Steel pipe and tube manufacturing,C2122,Enterprises,21,number,Number of enterprises,
2017,Rail passenger transport,I4720,Enterprises,3,number,Number of enterprises,
2017,Motion picture and video distribution,J5512,Employee count,130,number,Number of employees,
2017,Banking,K6221,Employee count,26900,number,Number of employees,
2017,Auxiliary finance and investment services,K641,Enterprises,3363,number,Number of enterprises,
2017,Other goods and equipment rental and hiring n.e.c.,L6639,Employee count,4400,number,Number of employees,
2017,Medical services,Q851,Enterprises,6657,number,Number of enterprises,
2017,Heritage activities,R89,Enterprises,339,number,Number of enterprises,
2018,Cheese and other dairy product manufacturing,C1133,Enterprises,102,number,Number of enterprises,
2018,Cigarette and tobacco product manufacturing,C1220,Enterprises,3,number,Number of enterprises,
2018,Other converted paper product manufacturing,C1529,Employee count,280,number,Number of employees,
2018,"Grocery, liquor and tobacco product wholesaling",F360,Employee count,24900,number,Number of employees,
2018,Motor vehicle parts and tyre retailing,G392,Enterprises,780,number,Number of enterprises,
2018,Computer and computer peripheral retailing,G4222,Enterprises,402,number,Number of enterprises,
2018,Technical and vocational education and training,P8101,Enterprises,387,number,Number of enterprises,
2018,Arts and recreation services,R,Enterprises,10161,number,Number of enterprises,
2018,Performing arts operation,R9001,Employee count,1100,number,Number of employees,
2018,Casino operation,R9201,Enterprises,9,number,Number of enterprises,
2018,Electronic (except domestic appliance) and precision equipment repair and maintenance,S9422,Employee count,1200,number,Number of employees,
2019,Other fruit and tree nut growing,A0139,Employee count,760,number,Number of employees,
2019,Poultry farming,A017,Enterprises,405,number,Number of enterprises,
2019,Dairy product manufacturing,C113,Enterprises,168,number,Number of enterprises,
2019,Beverage manufacturing,C121,Employee count,10800,number,Number of employees,
2019,Printing,C161,Enterprises,1083,number,Number of enterprises,
2019,Medical and surgical equipment manufacturing,C2412,Enterprises,282,number,Number of enterprises,
2019,Land development and subdivision,E3211,Employee count,830,number,Number of employees,
2019,Other construction services n.e.c.,E3299,Employee count,9800,number,Number of employees,
2019,Non-financial intangible assets (except copyrights) leasing,L6640,Enterprises,1125,number,Number of enterprises,
2019,Advertising services,M6940,Employee count,5600,number,Number of employees,
2019,"Other professional, scientific and technical services n.e.c.",M6999,Enterprises,1134,number,Number of enterprises,
2020,Wood chipping,C1412,Enterprises,15,number,Number of enterprises,
2020,Cement and lime manufacturing,C2031,Employee count,220,number,Number of employees,
2020,Other goods wholesaling,F37,Employee count,23600,number,Number of employees,
2020,Furniture retailing,G4211,Enterprises,654,number,Number of enterprises,
2020,Retail commission-based buying and/or selling,G4320,Employee count,180,number,Number of employees,
2020,Rail freight transport,I4710,Enterprises,0,number,Number of enterprises,
2020,Other transport n.e.c.,I5029,Employee count,590,number,Number of employees,
2020,"Newspaper, periodical, book and directory publishing",J541,Enterprises,690,number,Number of enterprises,
2020,Motion picture and sound recording activities,J55,Employee count,3450,number,Number of employees,
2021,Longline and rack (offshore) aquaculture,A0201,Enterprises,234,number,Number of enterprises,
2021,Cake and pastry manufacturing (factory based),C1172,Employee count,1600,number,Number of employees,
2021,"Cement, lime, plaster and concrete product manufacturing",C203,Enterprises,282,number,Number of enterprises,
2021,Structural metal product manufacturing,C222,Employee count,13900,number,Number of employees,
2021,Computer and computer peripheral wholesaling,F3492,Employee count,2700,number,Number of employees,
2021,Motor vehicle and motor vehicle parts wholesaling,F350,Employee count,8400,number,Number of employees,
2021,Trailer and other motor vehicle wholesaling,F3503,Enterprises,78,number,Number of enterprises,
2021,Pharmaceutical and toiletry goods wholesaling,F3720,Employee count,4750,number,Number of employees,
2021,Market research and statistical services,M6950,Enterprises,291,number,Number of enterprises,
2021,Packaging services,N7320,Enterprises,135,number,Number of enterprises,
2021,Special school education,P8024,Enterprises,57,number,Number of enterprises,
2021,Hospitals (except psychiatric hospitals),Q8401,Employee count,96200,number,Number of employees,
2022,Plaster product manufacturing,C2032,Enterprises,39,number,Number of enterprises,
2022,Metal roof and guttering manufacturing (except aluminium),C2224,Enterprises,66,number,Number of enterprises,
2022,Electric lighting equipment manufacturing,C2432,Employee count,310,number,Number of employees,
2022,Magazine and other periodical publishing,J5412,Employee count,640,number,Number of employees,
2022,Motion picture and video distribution,J5512,Enterprises,63,number,Number of enterprises,
2022,Broadcasting (except Internet),J56,Enterprises,174,number,Number of enterprises,
2022,Internet service providers and web search portals,J5910,Employee count,1450,number,Number of employees,
2022,Other personal services,S953,Employee count,7500,number,Number of employees,
2023,Meat processing,C1111,Enterprises,267,number,Number of enterprises,
2023,Wool scouring,C1311,Employee count,200,number,Number of employees,
2023,Other wood product manufacturing n.e.c.,C1499,Employee count,1750,number,Number of employees,
2023,Basic chemical and chemical product manufacturing,C18,Employee count,9700,number,Number of employees,
2023,Agricultural product wholesaling,F331,Employee count,7100,number,Number of employees,
2023,"Grocery, liquor and tobacco product wholesaling",F360,Enterprises,2460,number,Number of enterprises,
2023,Furniture and floor covering wholesaling,F3731,Enterprises,330,number,Number of enterprises,
2023,Commission-based wholesaling,F3800,Employee count,3750,number,Number of employees,
2023,Other specialised food retailing,G4129,Enterprises,1089,number,Number of enterprises,
2023,"Rental, hiring and real estate services",L,Enterprises,128778,number,Number of enterprises,
2023,"Sports and physical recreation venues, grounds and facilities operation",R9113,Enterprises,417,number,Number of enterprises,
2023,Lottery operation,R9202,Employee count,220,number,Number of employees,
2023,Other services,S,Employee count,84200,number,Number of employees,
2024,Nursery and floriculture production,A011,Enterprises,774,number,Number of enterprises,
2024,Other fruit and tree nut growing,A0139,Enterprises,1179,number,Number of enterprises,
2024,Construction material mining,B091,Enterprises,240,number,Number of enterprises,
2024,Metal furniture manufacturing,C2512,Employee count,510,number,Number of employees,
2024,Waste remediation and materials recovery services,D2922,Employee count,3200,number,Number of employees,
2024,Carpentry services,E3242,Employee count,3350,number,Number of employees,
2024,Data processing and web hosting services,J5921,Enterprises,285,number,Number of enterprises,
2024,Passenger car rental and hiring,L6611,Enterprises,726,number,Number of enterprises,
2024,Advertising services,M6940,Enterprises,1581,number,Number of enterprises,
2000,Gravel and sand quarrying,B0911,Enterprises,78,number,Number of enterprises,
2000,Other food product manufacturing n.e.c.,C1199,Employee count,4300,number,Number of employees,
2000,Beverage and tobacco product manufacturing,C12,Employee count,7400,number,Number of employees,
2000,Wood chipping,C1412,Employee count,130,number,Number of employees,
2000,Other basic non-ferrous metal manufacturing,C2139,Employee count,1050,number,Number of employees,
2000,Motor vehicle body and trailer manufacturing,C2312,Employee count,1150,number,Number of employees,
2000,Heavy and civil engineering construction,E310,Employee count,17500,number,Number of employees,
2000,Wholesale trade,F,Enterprises,17130,number,Number of enterprises,
2000,Fruit and vegetable wholesaling,F3605,Enterprises,219,number,Number of enterprises,
2000,Port and water transport terminal operations,I5212,Enterprises,48,number,Number of enterprises,
2000,Music publishing,J5521,Enterprises,9,number,Number of enterprises,
2000,"Internet service providers, web search portals and data processing services",J59,Enterprises,318,number,Number of enterprises,
2000,Financial asset broking services,K6411,Employee count,1350,number,Number of employees,
2000,Public order and safety services,O771,Enterprises,792,number,Number of enterprises,
2000,Physiotherapy services,Q8533,Employee count,950,number,Number of employees,
2000,Sports and physical recreation administrative service,R9114,Employee count,1500,number,Number of employees,
2001,Longline and rack (offshore) aquaculture,A0201,Employee count,380,number,Number of employees,
2001,Wine and other alcoholic beverage manufacturing,C1214,Employee count,3650,number,Number of employees,
2001,Veneer and plywood manufacturing,C1493,Employee count,2900,number,Number of employees,
2001,Machinery and equipment wholesaling,F34,Employee count,26100,number,Number of employees,
2001,Clothing and footwear wholesaling,F3712,Enterprises,579,number,Number of enterprises,
2001,Information media and telecommunications,J,Enterprises,3039,number,Number of enterprises,
2001,Cable and other subscription broadcasting,J5622,Enterprises,6,number,Number of enterprises,
2001,Other motor vehicle and transport equipment rental and hiring,L6619,Employee count,510,number,Number of employees,
2001,Tertiary education,P810,Enterprises,354,number,Number of enterprises,
2001,Automotive repair and maintenance,S941,Enterprises,6327,number,Number of enterprises,
2002,Vegetable growing (outdoors),A0123,Employee count,6000,number,Number of employees,
2002,Other crop growing n.e.c.,A0159,Employee count,410,number,Number of employees,
2002,Basic organic chemical manufacturing,C1812,Enterprises,15,number,Number of enterprises,
2002,Pumps and compressor manufacturing,C2451,Enterprises,33,number,Number of enterprises,
2002,Furniture and other manufacturing,C25,Employee count,12200,number,Number of employees,
2002,Electricity transmission,D2620,Enterprises,3,number,Number of enterprises,
2002,Other building installation services,E3239,Employee count,470,number,Number of employees,
2002,Marine equipment retailing,G4245,Employee count,640,number,Number of employees,
2002,Clubs (hospitality),H4530,Employee count,4000,number,Number of employees,
2002,Depository financial intermediation,K622,Employee count,25700,number,Number of employees,
2002,Building and other industrial cleaning services,N7311,Enterprises,2082,number,Number of enterprises,
2002,Laundry and dry-cleaning services,S9531,Enterprises,528,number,Number of enterprises,
2003,Log sawmilling and timber dressing,C141,Enterprises,606,number,Number of enterprises,
2003,Wool wholesaling,F3311,Employee count,510,number,Number of employees,
2003,Health and general insurance,K632,Employee count,5800,number,Number of employees,
2003,Optometry and optical dispensing,Q8532,Employee count,1250,number,Number of employees,
2004,Hunting and trapping,A0420,Enterprises,159,number,Number of enterprises,
2004,Petroleum exploration,B1011,Enterprises,51,number,Number of enterprises,
2004,Printing support services,C1612,Enterprises,309,number,Number of enterprises,
2004,Other basic non-ferrous metal product manufacturing,C2149,Employee count,270,number,Number of employees,
2004,Shipbuilding and repair services,C2391,Employee count,1050,number,Number of employees,
2004,"Pump, compressor, heating and ventilation equipment manufacturing",C245,Employee count,1100,number,Number of employees,
2004,Building installation services,E323,Employee count,21700,number,Number of employees,
2004,Customs agency services,I5291,Enterprises,258,number,Number of enterprises,
2004,Free-to-air television broadcasting,J5621,Enterprises,54,number,Number of enterprises,
2004,Insurance and superannuation funds,K63,Enterprises,927,number,Number of enterprises,
2004,Office administrative services,N7291,Enterprises,654,number,Number of enterprises,
2004,School education,P802,Enterprises,2673,number,Number of enterprises,
2004,Ambulance services,Q8591,Employee count,1900,number,Number of employees,
2004,Amusement parks and centres operation,R9131,Employee count,1200,number,Number of employees,
2005,Aquaculture,A020,Employee count,510,number,Number of employees,
2005,Cut and sewn textile product manufacturing,C1333,Employee count,2350,number,Number of employees,
2005,Motor vehicle new parts wholesaling,F3504,Enterprises,654,number,Number of enterprises,
2005,Scenic and sightseeing transport,I5010,Enterprises,633,number,Number of enterprises,
2005,Non-depository financing,K6230,Employee count,1350,number,Number of employees,
2005,Real estate services,L6720,Employee count,9200,number,Number of employees,
2005,Preschool education,P8010,Enterprises,1185,number,Number of enterprises,
2005,Psychiatric hospitals,Q8402,Employee count,90,number,Number of employees,
2005,Residential care services,Q860,Enterprises,936,number,Number of enterprises,
2005,Total all industries,TOTAL,Enterprises,440847,number,Number of enterprises,
2006,Berry fruit growing,A0133,Employee count,2000,number,Number of employees,
2006,Poultry farming (eggs),A0172,Employee count,1050,number,Number of employees,
2006,Exploration and other mining support services,B10,Employee count,1300,number,Number of employees,
2006,Footwear manufacturing,C1352,Employee count,560,number,Number of employees,
2006,Mining and construction machinery manufacturing,C2462,Enterprises,27,number,Number of enterprises,
2006,Dairy produce wholesaling,F3603,Enterprises,162,number,Number of enterprises,
2006,Trailer and other motor vehicle retailing,G3913,Enterprises,78,number,Number of enterprises,
2006,"Furniture, floor coverings, houseware and textile goods retailing",G421,Enterprises,1725,number,Number of enterprises,
2006,Watch and jewellery retailing,G4253,Employee count,2700,number,Number of employees,
2006,Motion picture exhibition,J5513,Enterprises,81,number,Number of enterprises,
2006,General insurance,K6322,Employee count,5700,number,Number of employees,
2006,Sports and physical recreation clubs and sports professionals,R9112,Employee count,4400,number,Number of employees,
2007,Nursery production (outdoors),A0112,Employee count,2750,number,Number of employees,
2007,Bakery product manufacturing,C117,Enterprises,1215,number,Number of enterprises,
2007,Printing (except printing support services),C1611,Enterprises,1122,number,Number of enterprises,
2007,Other electronic equipment manufacturing,C2429,Enterprises,246,number,Number of enterprises,
2007,Domestic appliance manufacturing,C244,Employee count,3100,number,Number of employees,
2007,Roofing services,E3223,Employee count,2350,number,Number of employees,
2007,"Textile, clothing and footwear wholesaling",F371,Enterprises,996,number,Number of enterprises,
2007,Supermarket and grocery stores,G4110,Enterprises,2979,number,Number of enterprises,
2007,Hardware and building supplies retailing,G4231,Employee count,15500,number,Number of employees,
2007,Telecommunications services,J580,Employee count,9800,number,Number of employees,
2007,Property operators,L671,Employee count,6000,number,Number of employees,
2007,Accounting services,M6932,Employee count,16300,number,Number of employees,
2007,Travel agency and tour arrangement services,N7220,Enterprises,1590,number,Number of enterprises,
2007,Amusement and other recreation activities,R913,Enterprises,846,number,Number of enterprises,
2007,Other machinery and equipment repair and maintenance,S9429,Enterprises,756,number,Number of enterprises,
2008,Furniture manufacturing,C251,Employee count,7600,number,Number of employees,
2008,Hydro-electricity generation,D2612,Enterprises,12,number,Number of enterprises,
2008,Catering services,H4513,Employee count,9600,number,Number of employees,
2008,Rail transport,I47,Enterprises,3,number,Number of enterprises,
2009,Logging,A0302,Enterprises,582,number,Number of enterprises,
2009,Confectionery manufacturing,C1182,Employee count,1600,number,Number of employees,
2009,Natural rubber product manufacturing,C1920,Enterprises,57,number,Number of enterprises,
2009,Ceramic product manufacturing,C202,Enterprises,150,number,Number of enterprises,
2009,Alumina production,C2131,Employee count,0,number,Number of employees,
2009,Motor vehicle and motor vehicle parts manufacturing,C231,Employee count,3650,number,Number of employees,
2009,"Meat, poultry and smallgoods wholesaling",F3602,Enterprises,201,number,Number of enterprises,
2009,Postal services,I5101,Enterprises,735,number,Number of enterprises,
2009,Health insurance,K6321,Employee count,730,number,Number of employees,
2009,Pathology and diagnostic imaging services,Q8520,Employee count,4100,number,Number of employees,
2010,Other construction material mining,B0919,Enterprises,117,number,Number of enterprises,
2010,Automotive electrical component manufacturing,C2313,Employee count,110,number,Number of employees,
2010,Land development and site preparation services,E321,Employee count,7300,number,Number of employees,
2010,Telecommunication goods wholesaling,F3493,Enterprises,189,number,Number of enterprises,
2010,Other electrical and electronic goods retailing,G4229,Employee count,480,number,Number of employees,
2010,Music and other sound recording activities,J5522,Enterprises,171,number,Number of enterprises,
2010,Library and other information services,J60,Enterprises,75,number,Number of enterprises,
2010,Other information services,J6020,Employee count,15,number,Number of employees,
2010,Police services,O7711,Enterprises,6,number,Number of enterprises,
2010,Horse and dog racing administration and track operation,R9121,Employee count,2300,number,Number of employees,
2011,Floriculture production (outdoors),A0115,Employee count,350,number,Number of employees,
2011,Other grain growing,A0149,Employee count,910,number,Number of employees,
2011,"Fishing, hunting and trapping",A04,Employee count,820,number,Number of employees,
2011,Beverage manufacturing,C121,Enterprises,558,number,Number of enterprises,
2011,Fabricated metal product manufacturing,C22,Employee count,21700,number,Number of employees,
2011,Other electrical equipment manufacturing,C2439,Enterprises,192,number,Number of enterprises,
2011,Electrical services,E3232,Employee count,12000,number,Number of employees,
2011,Book and magazine wholesaling,F3735,Enterprises,138,number,Number of enterprises,
2011,Entertainment media retailing,G4242,Employee count,510,number,Number of employees,
2011,Book publishing,J5413,Enterprises,255,number,Number of enterprises,
2011,Credit union operation,K6223,Employee count,690,number,Number of employees,
2011,Residential property operators,L6711,Employee count,1400,number,Number of employees,
2011,Zoological and botanical gardens operation,R8921,Employee count,210,number,Number of employees,
2012,Dairy cattle farming,A0160,Employee count,25900,number,Number of employees,
2012,Meat and meat product manufacturing,C111,Enterprises,267,number,Number of enterprises,
2012,"Pulp, paper and paperboard manufacturing",C1510,Enterprises,18,number,Number of enterprises,
2012,Other fabricated metal product manufacturing,C229,Employee count,7500,number,Number of employees,
2012,Electricity supply,D26,Employee count,9200,number,Number of employees,
2012,Electricity distribution,D2630,Enterprises,45,number,Number of enterprises,
2012,Road and bridge construction,E3101,Employee count,13700,number,Number of employees,
2012,Car retailing,G3911,Enterprises,1500,number,Number of enterprises,
2012,Road freight transport,I4610,Employee count,24200,number,Number of employees,
2012,Veterinary services,M6970,Enterprises,618,number,Number of enterprises,
2013,Line fishing,A0413,Enterprises,363,number,Number of enterprises,
2013,Sanitary paper product manufacturing,C1524,Enterprises,6,number,Number of enterprises,
2013,Petroleum refining and coal product manufacturing,C170,Enterprises,33,number,Number of enterprises,
2013,Other basic non-ferrous metal manufacturing,C2139,Employee count,240,number,Number of employees,
2013,Computer and electronic equipment manufacturing,C242,Employee count,3550,number,Number of employees,
2013,Mattress manufacturing,C2513,Enterprises,9,number,Number of enterprises,
2013,Concreting services,E3221,Employee count,2500,number,Number of employees,
2013,Cereal grain wholesaling,F3312,Employee count,130,number,Number of employees,
2013,Food retailing,G41,Enterprises,5898,number,Number of enterprises,
2013,Other store-based retailing n.e.c.,G4279,Employee count,8600,number,Number of employees,
2013,Other goods and equipment rental and hiring,L663,Employee count,6700,number,Number of employees,
2013,Defence,O7600,Enterprises,3,number,Number of enterprises,
2013,Repair and maintenance,S94,Employee count,24400,number,Number of employees,
2014,Mineral exploration,B1012,Enterprises,54,number,Number of enterprises,
2014,"Cereal, pasta and baking mix manufacturing",C1162,Employee count,1000,number,Number of employees,
2014,Pharmaceutical and medicinal product manufacturing,C184,Enterprises,126,number,Number of enterprises,
2014,Rigid and semi-rigid polymer product manufacturing,C1912,Enterprises,252,number,Number of enterprises,
