Quarter,Input commodity,Input commodity Code,Measure,Value,Value Unit,Value Label,Null Reason
2016 Q1,"Gypsum, limestone, minerals, salt, precious metals, and stones","Gypsum, limestone, minerals, salt, precious metals, and stones",Quarter-on-quarter % change,-1.298701298701,percentage,% change from previous quarter,
2016 Q1,Aggregates,Aggregates,Quarter-on-quarter % change,-0.3561887800534,percentage,% change from previous quarter,
2016 Q1,Processed meat (sheep and beef),Processed meat (sheep and beef),Quarter-on-quarter % change,-1.553062985332,percentage,% change from previous quarter,
2016 Q1,Prepared and preserved fish,Prepared and preserved fish,Quarter-on-quarter % change,3.628318584071,percentage,% change from previous quarter,
2016 Q1,"Animal and vegetable oils and fats, starches, and grain products","Animal and vegetable oils and fats, starches, and grain products",Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,Sugar and confectionery products,Sugar and confectionery products,Quarter-on-quarter % change,-2.097902097902,percentage,% change from previous quarter,
2016 Q1,Other food products,Other food products,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,"Beer, soft drinks, and fruit juices","Beer, soft drinks, and fruit juices",Quarter-on-quarter % change,1.173512154233,percentage,% change from previous quarter,
2016 Q1,"Natural and man-made textiles and fibres, yarn, and thread","Natural and man-made textiles and fibres, yarn, and thread",Quarter-on-quarter % change,-1.492537313433,percentage,% change from previous quarter,
2016 Q1,Woven fabrics and made-up textile articles,Woven fabrics and made-up textile articles,Quarter-on-quarter % change,3.003875968992,percentage,% change from previous quarter,
2016 Q1,"Luggage, handbags and articles of leather","Luggage, handbags and articles of leather",Quarter-on-quarter % change,0.2466091245376,percentage,% change from previous quarter,
2016 Q1,Clothing,Clothing,Quarter-on-quarter % change,-0.199203187251,percentage,% change from previous quarter,
2016 Q1,Wood and timber,Wood and timber,Quarter-on-quarter % change,1.483420593368,percentage,% change from previous quarter,
2016 Q1,Panel products,"Panels, boards, veneer sheets, and plywood",Quarter-on-quarter % change,0.09624639076035,percentage,% change from previous quarter,
2016 Q1,"Pulp, paper, and paperboard","Pulp, paper, and paperboard",Quarter-on-quarter % change,-0.1901140684411,percentage,% change from previous quarter,
2016 Q1,"Books, newspapers, and other printed material","Books, newspapers, and other printed material",Quarter-on-quarter % change,1.738334858188,percentage,% change from previous quarter,
2016 Q1,Petrol,Petrol,Quarter-on-quarter % change,-6.491063029163,percentage,% change from previous quarter,
2016 Q1,Diesel,Diesel,Quarter-on-quarter % change,-16.83991683992,percentage,% change from previous quarter,
2016 Q1,"Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)","Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)",Quarter-on-quarter % change,-8.94901144641,percentage,% change from previous quarter,
2016 Q1,Basic chemicals including methanol,Basic chemicals including methanol,Quarter-on-quarter % change,-2.06440957886,percentage,% change from previous quarter,
2016 Q1,Fertiliser,Fertiliser,Quarter-on-quarter % change,-6.272189349112,percentage,% change from previous quarter,
2016 Q1,Plastic in primary forms,Plastic in primary forms,Quarter-on-quarter % change,-6.592386258124,percentage,% change from previous quarter,
2016 Q1,Pharmaceutical products,Pharmaceutical products,Quarter-on-quarter % change,1.807802093245,percentage,% change from previous quarter,
2016 Q1,"Soap, cleaning preparations, and perfumes","Soap, cleaning preparations, and perfumes",Quarter-on-quarter % change,2.340823970037,percentage,% change from previous quarter,
2016 Q1,Paints and varnishes,Paints and varnishes,Quarter-on-quarter % change,0.4370629370629,percentage,% change from previous quarter,
2016 Q1,Rubber products including tyres,Rubber products including tyres,Quarter-on-quarter % change,0.8814887365328,percentage,% change from previous quarter,
2016 Q1,Packaging products of plastic,Packaging products of plastic,Quarter-on-quarter % change,-1.862197392924,percentage,% change from previous quarter,
2016 Q1,Other plastics products,Other plastics products,Quarter-on-quarter % change,-0.2749770852429,percentage,% change from previous quarter,
2016 Q1,"Articles of concrete, cement, and plaster","Articles of concrete, cement, and plaster",Quarter-on-quarter % change,-0.820419325433,percentage,% change from previous quarter,
2016 Q1,Stone and bitumen,Stone and bitumen,Quarter-on-quarter % change,-5.894736842105,percentage,% change from previous quarter,
2016 Q1,Waste and scrap,Waste and scrap,Quarter-on-quarter % change,-4.699248120301,percentage,% change from previous quarter,
2016 Q2,Vegetables,Vegetables,Producers Price Index (Input Commodity),986,number,Index (Base 2009 Q4 = 1000),
2016 Q1,"Iron ore, alumina, basic and semi-finished metal products","Iron ore, alumina, basic and semi-finished products of steel, copper, aluminium, and other metals",Quarter-on-quarter % change,-1.390268123138,percentage,% change from previous quarter,
2016 Q1,"Fabricated metal products, excluding machinery and equipment","Fabricated metal products, excluding machinery and equipment",Quarter-on-quarter % change,-2.2030651341,percentage,% change from previous quarter,
2016 Q1,Motor vehicles and parts,Motor vehicles and parts,Quarter-on-quarter % change,1.552795031056,percentage,% change from previous quarter,
2016 Q1,Ships and boats,Ships and boats,Quarter-on-quarter % change,1.740020470829,percentage,% change from previous quarter,
2016 Q1,"Railway, aircraft, and other transport equipment and parts","Railway, aircraft, and other transport equipment and parts",Quarter-on-quarter % change,2.620087336245,percentage,% change from previous quarter,
2016 Q1,Domestic appliances,Domestic appliances,Quarter-on-quarter % change,2.290836653386,percentage,% change from previous quarter,
2016 Q1,"Electric motors, generators, and transformers","Electric motors, generators, and transformers",Quarter-on-quarter % change,1.466544454629,percentage,% change from previous quarter,
2016 Q1,"Other electrical equipment (eg cables, batteries, lights, valves and tubes)","Other electrical equipment (eg cables, batteries, lights, electronic valves and tubes)",Quarter-on-quarter % change,-2.552415679125,percentage,% change from previous quarter,
2016 Q1,"Office and audio visual equipment, computers, and parts","Office and audio visual equipment, computers, and parts",Quarter-on-quarter % change,-1.277139208174,percentage,% change from previous quarter,
2016 Q1,"Medical, photographic, and scientific equipment","Medical, photographic, and scientific equipment",Quarter-on-quarter % change,0.1937984496124,percentage,% change from previous quarter,
2016 Q1,Industrial machinery and parts,Industrial machinery and parts,Quarter-on-quarter % change,2.380952380952,percentage,% change from previous quarter,
2016 Q1,Agricultural and forestry equipment,Agricultural and forestry equipment,Quarter-on-quarter % change,0.6066734074823,percentage,% change from previous quarter,
2016 Q1,Jewellery,Jewellery,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,Games and toys,Games and toys,Quarter-on-quarter % change,-1.018518518519,percentage,% change from previous quarter,
2016 Q1,Contract manufacturing services,Contract manufacturing services,Quarter-on-quarter % change,-4.451038575668,percentage,% change from previous quarter,
2016 Q1,Residential building construction,Residential building construction,Quarter-on-quarter % change,1.5,percentage,% change from previous quarter,
2016 Q1,Non-residential building construction,Non-residential building construction,Quarter-on-quarter % change,0.8920606601249,percentage,% change from previous quarter,
2016 Q1,Civil engineering services,Civil engineering services,Quarter-on-quarter % change,-0.1742160278746,percentage,% change from previous quarter,
2016 Q1,Site preparation services,Site preparation services,Quarter-on-quarter % change,0.08673026886383,percentage,% change from previous quarter,
2016 Q1,Special trade construction services,Special trade construction services,Quarter-on-quarter % change,0.3669724770642,percentage,% change from previous quarter,
2016 Q1,Electrical installation services,Electrical installation services,Quarter-on-quarter % change,0.625,percentage,% change from previous quarter,
2016 Q1,"Water, plumbing, and drain laying services","Water, plumbing, and drain laying services",Quarter-on-quarter % change,0.3105590062112,percentage,% change from previous quarter,
2016 Q1,"Heating, ventilation, and air conditioning installation services","Heating, ventilation, and air conditioning installation services",Quarter-on-quarter % change,0.2734731084777,percentage,% change from previous quarter,
2016 Q1,"Other installation services (eg insulation, elevators)","Other installation services (eg insulation, elevators)",Quarter-on-quarter % change,1.985370950888,percentage,% change from previous quarter,
2016 Q1,Building completion and finishing services,Building completion and finishing services,Quarter-on-quarter % change,0.4492362982929,percentage,% change from previous quarter,
2016 Q1,Accommodation services,Accommodation services,Quarter-on-quarter % change,7.464028776978,percentage,% change from previous quarter,
2016 Q1,Meal serving services,Meal serving services,Quarter-on-quarter % change,0.4524886877828,percentage,% change from previous quarter,
2016 Q1,Event catering and other food serving services,Event catering and other food serving services,Quarter-on-quarter % change,0.2749770852429,percentage,% change from previous quarter,
2016 Q1,Beverage serving services,Beverage serving services,Quarter-on-quarter % change,0.4306632213609,percentage,% change from previous quarter,
2016 Q1,Road freight transport services,Road freight transport services,Quarter-on-quarter % change,0.6825938566553,percentage,% change from previous quarter,
2016 Q1,Road passenger transport services,Road passenger transport services,Quarter-on-quarter % change,0.7588532883642,percentage,% change from previous quarter,
2016 Q1,Water passenger transport,Water passenger transport,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,Scenic and sightseeing transportation services,Scenic and sightseeing transportation services,Quarter-on-quarter % change,0.9314140558848,percentage,% change from previous quarter,
2016 Q1,Cargo handling services,Cargo handling services,Quarter-on-quarter % change,-0.3813155386082,percentage,% change from previous quarter,
2016 Q1,Transport support services,Transport support services,Quarter-on-quarter % change,2.04241948154,percentage,% change from previous quarter,
2016 Q1,Storage and warehousing services,Storage and warehousing services,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,"Publishing, printing, and replication services","Publishing, printing, and replication services",Quarter-on-quarter % change,0.377358490566,percentage,% change from previous quarter,
2016 Q1,"Audio visual services, broadcasting, and distribution services","Audio visual services, broadcasting, and programme distribution services",Quarter-on-quarter % change,0.08888888888889,percentage,% change from previous quarter,
2016 Q1,"News agency, library, and archive services","News agency, library, and archive services",Quarter-on-quarter % change,-0.5859375,percentage,% change from previous quarter,
2016 Q1,Bank fees,Bank fees,Quarter-on-quarter % change,-0.1041666666667,percentage,% change from previous quarter,
2016 Q1,Finance service charge,Finance service charge,Quarter-on-quarter % change,1.641025641026,percentage,% change from previous quarter,
2016 Q1,Life insurance,Life insurance,Quarter-on-quarter % change,0.09578544061303,percentage,% change from previous quarter,
2016 Q1,Accident and health insurance services,Accident and health insurance services,Quarter-on-quarter % change,-0.07407407407407,percentage,% change from previous quarter,
2016 Q1,General and other insurance services,General and other insurance services,Quarter-on-quarter % change,-1.460481099656,percentage,% change from previous quarter,
2016 Q1,Rent of transport equipment,Rent of transport equipment,Quarter-on-quarter % change,4.835390946502,percentage,% change from previous quarter,
2016 Q1,"Rent of plant, machinery, and equipment","Rent of plant, machinery, and equipment",Quarter-on-quarter % change,0.3508771929825,percentage,% change from previous quarter,
2016 Q1,Rent of personal and household goods,Rent of personal and household goods,Quarter-on-quarter % change,-0.08695652173913,percentage,% change from previous quarter,
2016 Q1,Rent of commercial land and buildings,Rent of commercial land and buildings,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,Real estate services,Real estate services,Quarter-on-quarter % change,1.319043693322,percentage,% change from previous quarter,
2016 Q1,Scientific and other technical services,Scientific and other technical services,Quarter-on-quarter % change,0.2707581227437,percentage,% change from previous quarter,
2016 Q1,Legal services,Legal services,Quarter-on-quarter % change,0.251256281407,percentage,% change from previous quarter,
2016 Q1,Accounting services,Accounting services,Quarter-on-quarter % change,0.4222972972973,percentage,% change from previous quarter,
2016 Q1,Advertising and marketing,Advertising and marketing,Quarter-on-quarter % change,0.1897533206831,percentage,% change from previous quarter,
2016 Q1,Veterinary services,Veterinary services,Quarter-on-quarter % change,0.08250825082508,percentage,% change from previous quarter,
2016 Q1,Other business services,Other business services,Quarter-on-quarter % change,0.1865671641791,percentage,% change from previous quarter,
2016 Q1,"Other support services (eg call centre, secretarial, and gardening services)","Other support services (eg call centre, secretarial, and gardening services)",Quarter-on-quarter % change,0.09920634920635,percentage,% change from previous quarter,
2016 Q1,"Sports, recreation, and cultural services","Sports, recreation, and cultural services",Quarter-on-quarter % change,0.5381165919283,percentage,% change from previous quarter,
2016 Q1,Repair and maintenance of domestic and office equipment,Repair and maintenance of domestic and office equipment,Quarter-on-quarter % change,0.09784735812133,percentage,% change from previous quarter,
2016 Q1,Repair and maintenance of transport machinery and equipment,Repair and maintenance of transport machinery and equipment,Quarter-on-quarter % change,1.686746987952,percentage,% change from previous quarter,
2016 Q1,Repair and maintenance of machinery and equipment,Repair and maintenance of machinery and equipment,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,Membership services,Membership services,Quarter-on-quarter % change,0,percentage,% change from previous quarter,
2016 Q1,"Plants, buds, spice, and aromatic crops","Plants, buds, spice, and aromatic crops",Year-on-year % change,3.058321479374,percentage,% change from same quarter previous year,
2016 Q1,Vegetables,Vegetables,Year-on-year % change,2.908726178536,percentage,% change from same quarter previous year,
2016 Q1,Fruit,Fruit,Year-on-year % change,1.202404809619,percentage,% change from same quarter previous year,
2016 Q1,"Forage products, fibres, sugar crops, unmanufactured tobacco","Forage products, fibres, sugar crops, unmanufactured tobacco",Year-on-year % change,-1.002313030069,percentage,% change from same quarter previous year,
2016 Q1,Grain,Grain,Year-on-year % change,-1.529311809686,percentage,% change from same quarter previous year,
2016 Q1,Sheep,"Livestock, sheep",Year-on-year % change,-9.246231155779,percentage,% change from same quarter previous year,
2016 Q1,Cattle,"Livestock, cattle",Year-on-year % change,1.296296296296,percentage,% change from same quarter previous year,
2016 Q1,Deer,"Livestock, deer",Year-on-year % change,16.44670050761,percentage,% change from same quarter previous year,
2016 Q1,Wool,Wool,Year-on-year % change,13.01369863014,percentage,% change from same quarter previous year,
2016 Q1,"Fish, crustaceans, and other aquatic plants and animals","Fish, crustaceans, and other aquatic plants and animals",Year-on-year % change,-0.5862646566164,percentage,% change from same quarter previous year,
2016 Q1,Agricultural services,Agricultural services,Year-on-year % change,0.3603603603604,percentage,% change from same quarter previous year,
2016 Q1,Forestry and logging services,Forestry and logging services,Year-on-year % change,0.834879406308,percentage,% change from same quarter previous year,
2016 Q1,Hunting and fishing support services,Hunting and fishing support services,Year-on-year % change,0.09074410163339,percentage,% change from same quarter previous year,
2016 Q1,"Gypsum, limestone, minerals, salt, precious metals, and stones","Gypsum, limestone, minerals, salt, precious metals, and stones",Year-on-year % change,2.603664416586,percentage,% change from same quarter previous year,
2016 Q1,Aggregates,Aggregates,Year-on-year % change,2.5664527956,percentage,% change from same quarter previous year,
2016 Q1,Processed meat (sheep and beef),Processed meat (sheep and beef),Year-on-year % change,2.700270027003,percentage,% change from same quarter previous year,
2016 Q1,Prepared and preserved fish,Prepared and preserved fish,Year-on-year % change,-1.513877207738,percentage,% change from same quarter previous year,
2016 Q1,"Animal and vegetable oils and fats, starches, and grain products","Animal and vegetable oils and fats, starches, and grain products",Year-on-year % change,0.5328596802842,percentage,% change from same quarter previous year,
2016 Q1,Sugar and confectionery products,Sugar and confectionery products,Year-on-year % change,2.833158447009,percentage,% change from same quarter previous year,
2016 Q1,Other food products,Other food products,Year-on-year % change,1.626794258373,percentage,% change from same quarter previous year,
2016 Q1,"Beer, soft drinks, and fruit juices","Beer, soft drinks, and fruit juices",Year-on-year % change,3.33904109589,percentage,% change from same quarter previous year,
2016 Q1,"Natural and man-made textiles and fibres, yarn, and thread","Natural and man-made textiles and fibres, yarn, and thread",Year-on-year % change,9.241379310345,percentage,% change from same quarter previous year,
2016 Q1,Woven fabrics and made-up textile articles,Woven fabrics and made-up textile articles,Year-on-year % change,8.028455284553,percentage,% change from same quarter previous year,
2016 Q1,"Luggage, handbags and articles of leather","Luggage, handbags and articles of leather",Year-on-year % change,-1.094890510949,percentage,% change from same quarter previous year,
2016 Q1,Clothing,Clothing,Year-on-year % change,0.6024096385542,percentage,% change from same quarter previous year,
2016 Q1,Wood and timber,Wood and timber,Year-on-year % change,-5.061224489796,percentage,% change from same quarter previous year,
2016 Q1,Panel products,"Panels, boards, veneer sheets, and plywood",Year-on-year % change,-0.3831417624521,percentage,% change from same quarter previous year,
2016 Q1,"Pulp, paper, and paperboard","Pulp, paper, and paperboard",Year-on-year % change,0.5747126436782,percentage,% change from same quarter previous year,
2016 Q1,"Books, newspapers, and other printed material","Books, newspapers, and other printed material",Year-on-year % change,4.708097928437,percentage,% change from same quarter previous year,
2016 Q1,Petrol,Petrol,Year-on-year % change,-3.118908382066,percentage,% change from same quarter previous year,
2016 Q1,Diesel,Diesel,Year-on-year % change,-16.83991683992,percentage,% change from same quarter previous year,
2016 Q1,"Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)","Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)",Year-on-year % change,-14.96598639456,percentage,% change from same quarter previous year,
2016 Q1,Basic chemicals including methanol,Basic chemicals including methanol,Year-on-year % change,-1.084236864053,percentage,% change from same quarter previous year,
2016 Q1,Fertiliser,Fertiliser,Year-on-year % change,-3.883495145631,percentage,% change from same quarter previous year,
2016 Q1,Plastic in primary forms,Plastic in primary forms,Year-on-year % change,-6.505576208178,percentage,% change from same quarter previous year,
2016 Q1,Pharmaceutical products,Pharmaceutical products,Year-on-year % change,3.481624758221,percentage,% change from same quarter previous year,
2016 Q1,"Soap, cleaning preparations, and perfumes","Soap, cleaning preparations, and perfumes",Year-on-year % change,4.89443378119,percentage,% change from same quarter previous year,
2016 Q1,Paints and varnishes,Paints and varnishes,Year-on-year % change,2.864816472695,percentage,% change from same quarter previous year,
2016 Q1,Rubber products including tyres,Rubber products including tyres,Year-on-year % change,1.377952755906,percentage,% change from same quarter previous year,
2016 Q1,Packaging products of plastic,Packaging products of plastic,Year-on-year % change,-1.403180542563,percentage,% change from same quarter previous year,
2016 Q1,Other plastics products,Other plastics products,Year-on-year % change,0.7407407407407,percentage,% change from same quarter previous year,
2016 Q1,"Articles of concrete, cement, and plaster","Articles of concrete, cement, and plaster",Year-on-year % change,1.021355617456,percentage,% change from same quarter previous year,
2016 Q1,Stone and bitumen,Stone and bitumen,Year-on-year % change,-6.387434554974,percentage,% change from same quarter previous year,
2016 Q1,Waste and scrap,Waste and scrap,Year-on-year % change,-9.625668449198,percentage,% change from same quarter previous year,
2016 Q1,"Iron ore, alumina, basic and semi-finished metal products","Iron ore, alumina, basic and semi-finished products of steel, copper, aluminium, and other metals",Year-on-year % change,-3.68574199806,percentage,% change from same quarter previous year,
2016 Q1,"Fabricated metal products, excluding machinery and equipment","Fabricated metal products, excluding machinery and equipment",Year-on-year % change,0.09803921568627,percentage,% change from same quarter previous year,
2016 Q1,Motor vehicles and parts,Motor vehicles and parts,Year-on-year % change,5.257510729614,percentage,% change from same quarter previous year,
2016 Q1,Ships and boats,Ships and boats,Year-on-year % change,-1.094527363184,percentage,% change from same quarter previous year,
2016 Q1,"Railway, aircraft, and other transport equipment and parts","Railway, aircraft, and other transport equipment and parts",Year-on-year % change,20.30716723549,percentage,% change from same quarter previous year,
2016 Q1,Domestic appliances,Domestic appliances,Year-on-year % change,5.549845837616,percentage,% change from same quarter previous year,
2016 Q1,"Electric motors, generators, and transformers","Electric motors, generators, and transformers",Year-on-year % change,1.839926402944,percentage,% change from same quarter previous year,
2016 Q1,"Other electrical equipment (eg cables, batteries, lights, valves and tubes)","Other electrical equipment (eg cables, batteries, lights, electronic valves and tubes)",Year-on-year % change,0.8490566037736,percentage,% change from same quarter previous year,
2016 Q1,"Office and audio visual equipment, computers, and parts","Office and audio visual equipment, computers, and parts",Year-on-year % change,2.113606340819,percentage,% change from same quarter previous year,
2016 Q1,"Medical, photographic, and scientific equipment","Medical, photographic, and scientific equipment",Year-on-year % change,1.871921182266,percentage,% change from same quarter previous year,
2016 Q1,Industrial machinery and parts,Industrial machinery and parts,Year-on-year % change,6.124314442413,percentage,% change from same quarter previous year,
2016 Q1,Agricultural and forestry equipment,Agricultural and forestry equipment,Year-on-year % change,0.6066734074823,percentage,% change from same quarter previous year,
2016 Q1,Jewellery,Jewellery,Year-on-year % change,5.807892777364,percentage,% change from same quarter previous year,
2016 Q1,Games and toys,Games and toys,Year-on-year % change,0.8490566037736,percentage,% change from same quarter previous year,
2016 Q1,Contract manufacturing services,Contract manufacturing services,Year-on-year % change,-2.028397565923,percentage,% change from same quarter previous year,
2016 Q1,Residential building construction,Residential building construction,Year-on-year % change,4.191616766467,percentage,% change from same quarter previous year,
2016 Q1,Non-residential building construction,Non-residential building construction,Year-on-year % change,2.724795640327,percentage,% change from same quarter previous year,
2016 Q1,Civil engineering services,Civil engineering services,Year-on-year % change,-0.1742160278746,percentage,% change from same quarter previous year,
2016 Q1,Site preparation services,Site preparation services,Year-on-year % change,0.6102877070619,percentage,% change from same quarter previous year,
2016 Q1,Special trade construction services,Special trade construction services,Year-on-year % change,0.5514705882353,percentage,% change from same quarter previous year,
2016 Q1,Electrical installation services,Electrical installation services,Year-on-year % change,1.714801444043,percentage,% change from same quarter previous year,
2016 Q1,"Water, plumbing, and drain laying services","Water, plumbing, and drain laying services",Year-on-year % change,2.784407319014,percentage,% change from same quarter previous year,
2016 Q1,"Heating, ventilation, and air conditioning installation services","Heating, ventilation, and air conditioning installation services",Year-on-year % change,1.663585951941,percentage,% change from same quarter previous year,
2016 Q1,"Other installation services (eg insulation, elevators)","Other installation services (eg insulation, elevators)",Year-on-year % change,5.285868392665,percentage,% change from same quarter previous year,
2016 Q1,Building completion and finishing services,Building completion and finishing services,Year-on-year % change,2.662993572084,percentage,% change from same quarter previous year,
2016 Q1,Accommodation services,Accommodation services,Year-on-year % change,7.464028776978,percentage,% change from same quarter previous year,
2016 Q1,Meal serving services,Meal serving services,Year-on-year % change,1.928374655647,percentage,% change from same quarter previous year,
2016 Q1,Event catering and other food serving services,Event catering and other food serving services,Year-on-year % change,1.484230055659,percentage,% change from same quarter previous year,
2016 Q1,Beverage serving services,Beverage serving services,Year-on-year % change,2.012248468941,percentage,% change from same quarter previous year,
2016 Q1,Road freight transport services,Road freight transport services,Year-on-year % change,0.7685738684885,percentage,% change from same quarter previous year,
2016 Q1,Road passenger transport services,Road passenger transport services,Year-on-year % change,0.5892255892256,percentage,% change from same quarter previous year,
2016 Q1,Water passenger transport,Water passenger transport,Year-on-year % change,0.4761904761905,percentage,% change from same quarter previous year,
2016 Q1,Scenic and sightseeing transportation services,Scenic and sightseeing transportation services,Year-on-year % change,6.333630686887,percentage,% change from same quarter previous year,
2016 Q1,Cargo handling services,Cargo handling services,Year-on-year % change,-6.529516994633,percentage,% change from same quarter previous year,
2016 Q1,Transport support services,Transport support services,Year-on-year % change,4.00320256205,percentage,% change from same quarter previous year,
2016 Q1,Storage and warehousing services,Storage and warehousing services,Year-on-year % change,0.6938421509107,percentage,% change from same quarter previous year,
2016 Q1,"Publishing, printing, and replication services","Publishing, printing, and replication services",Year-on-year % change,0.7575757575758,percentage,% change from same quarter previous year,
2016 Q1,"Audio visual services, broadcasting, and distribution services","Audio visual services, broadcasting, and programme distribution services",Year-on-year % change,-1.91637630662,percentage,% change from same quarter previous year,
2016 Q1,"News agency, library, and archive services","News agency, library, and archive services",Year-on-year % change,1.698301698302,percentage,% change from same quarter previous year,
2016 Q1,Bank fees,Bank fees,Year-on-year % change,-0.1041666666667,percentage,% change from same quarter previous year,
2016 Q1,Finance service charge,Finance service charge,Year-on-year % change,5.763073639274,percentage,% change from same quarter previous year,
2016 Q1,Life insurance,Life insurance,Year-on-year % change,1.357904946654,percentage,% change from same quarter previous year,
2016 Q1,Accident and health insurance services,Accident and health insurance services,Year-on-year % change,4.898911353033,percentage,% change from same quarter previous year,
2016 Q1,General and other insurance services,General and other insurance services,Year-on-year % change,-2.548853016143,percentage,% change from same quarter previous year,
2016 Q1,Rent of transport equipment,Rent of transport equipment,Year-on-year % change,-2.019230769231,percentage,% change from same quarter previous year,
2016 Q1,"Rent of plant, machinery, and equipment","Rent of plant, machinery, and equipment",Year-on-year % change,3.063063063063,percentage,% change from same quarter previous year,
2016 Q1,Rent of personal and household goods,Rent of personal and household goods,Year-on-year % change,3.794037940379,percentage,% change from same quarter previous year,
2016 Q1,Rent of commercial land and buildings,Rent of commercial land and buildings,Year-on-year % change,0.7266121707539,percentage,% change from same quarter previous year,
2016 Q1,Real estate services,Real estate services,Year-on-year % change,7.336244541485,percentage,% change from same quarter previous year,
2016 Q1,Scientific and other technical services,Scientific and other technical services,Year-on-year % change,3.061224489796,percentage,% change from same quarter previous year,
2016 Q1,Legal services,Legal services,Year-on-year % change,1.959114139693,percentage,% change from same quarter previous year,
2016 Q1,Accounting services,Accounting services,Year-on-year % change,1.710863986313,percentage,% change from same quarter previous year,
2016 Q1,Advertising and marketing,Advertising and marketing,Year-on-year % change,0.3802281368821,percentage,% change from same quarter previous year,
2016 Q1,Veterinary services,Veterinary services,Year-on-year % change,1.16763969975,percentage,% change from same quarter previous year,
2016 Q1,Other business services,Other business services,Year-on-year % change,1.994301994302,percentage,% change from same quarter previous year,
2016 Q1,"Other support services (eg call centre, secretarial, and gardening services)","Other support services (eg call centre, secretarial, and gardening services)",Year-on-year % change,-3.721374045802,percentage,% change from same quarter previous year,
2016 Q1,"Sports, recreation, and cultural services","Sports, recreation, and cultural services",Year-on-year % change,1.356238698011,percentage,% change from same quarter previous year,
2016 Q1,Repair and maintenance of domestic and office equipment,Repair and maintenance of domestic and office equipment,Year-on-year % change,0.5899705014749,percentage,% change from same quarter previous year,
2016 Q1,Repair and maintenance of transport machinery and equipment,Repair and maintenance of transport machinery and equipment,Year-on-year % change,11.54185022026,percentage,% change from same quarter previous year,
2016 Q1,Repair and maintenance of machinery and equipment,Repair and maintenance of machinery and equipment,Year-on-year % change,0.1808318264014,percentage,% change from same quarter previous year,
2016 Q1,Membership services,Membership services,Year-on-year % change,1.720841300191,percentage,% change from same quarter previous year,
2016 Q2,"Plants, buds, spice, and aromatic crops","Plants, buds, spice, and aromatic crops",Producers Price Index (Input Commodity),1470,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Fruit,Fruit,Producers Price Index (Input Commodity),1027,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Forage products, fibres, sugar crops, unmanufactured tobacco","Forage products, fibres, sugar crops, unmanufactured tobacco",Producers Price Index (Input Commodity),1327,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Grain,Grain,Producers Price Index (Input Commodity),1153,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Sheep,"Livestock, sheep",Producers Price Index (Input Commodity),923,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Cattle,"Livestock, cattle",Producers Price Index (Input Commodity),1757,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Deer,"Livestock, deer",Producers Price Index (Input Commodity),1169,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Wool,Wool,Producers Price Index (Input Commodity),1736,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Fish, crustaceans, and other aquatic plants and animals","Fish, crustaceans, and other aquatic plants and animals",Producers Price Index (Input Commodity),1187,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Agricultural services,Agricultural services,Producers Price Index (Input Commodity),1117,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Forestry and logging services,Forestry and logging services,Producers Price Index (Input Commodity),1077,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Hunting and fishing support services,Hunting and fishing support services,Producers Price Index (Input Commodity),1100,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Gypsum, limestone, minerals, salt, precious metals, and stones","Gypsum, limestone, minerals, salt, precious metals, and stones",Producers Price Index (Input Commodity),1040,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Aggregates,Aggregates,Producers Price Index (Input Commodity),1126,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Processed meat (sheep and beef),Processed meat (sheep and beef),Producers Price Index (Input Commodity),1144,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Prepared and preserved fish,Prepared and preserved fish,Producers Price Index (Input Commodity),1194,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Animal and vegetable oils and fats, starches, and grain products","Animal and vegetable oils and fats, starches, and grain products",Producers Price Index (Input Commodity),1135,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Sugar and confectionery products,Sugar and confectionery products,Producers Price Index (Input Commodity),1000,number,Index (Base 2009 Q4 = 1000),
